"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","465202$9.54%465.2k","52.20%","-","45.99%","186.5",""
"Guliveris","452997$9.29%453.0k","48.07%","-","49.79%","181.6",""
"Garglegop","438041$8.98%438.0k","43.13%","-","51.67%","175.6",""
"Mortifier","408862$8.38%408.9k","51.03%","-","43.62%","163.9",""
"Furckinstein","231103$4.74%231.1k","17.25%","-","27.71%","92.7",""
"Chrg","220723$4.53%220.7k","11.51%","-","22.39%","88.5",""
"Flatzz","202620$4.16%202.6k","14.27%","-","24.50%","81.2",""
"Dohvyk","183924$3.77%183.9k","14.52%","-","22.12%","73.7",""
"Lexzie","160147$3.28%160.1k","10.89%","64","22.61%","64.2",""
"Gaunz","131358$2.69%131.4k","8.68%","71","12.84%","52.7",""
"Synergy","130902$2.68%130.9k","10.68%","-","13.89%","52.5",""
"Renke","128643$2.64%128.6k","9.64%","-","17.28%","51.6",""
"Deadstrike","121608$2.49%121.6k","14.64%","72","18.52%","48.8",""
"Nimda","121280$2.49%121.3k","8.52%","68","20.65%","48.6",""
"Hbar","110939$2.27%110.9k","4.14%","63","14.16%","44.5",""
"Ultimecia","102190$2.10%102.2k","10.19%","-","9.31%","41.0",""
"Kirilov","92750$1.90%92.8k","11.10%","74","11.69%","37.2",""
"Zugshirt","83228$1.71%83.2k","5.54%","68","4.96%","33.4",""
"Dietolive","80572$1.65%80.6k","10.46%","72","9.20%","32.3",""
"Duhd","79528$1.63%79.5k","9.52%","72","6.56%","31.9",""
"Kurtz","73825$1.51%73.8k","14.77%","-","6.16%","29.6",""
"Drgupta","73484$1.51%73.5k","15.41%","68","7.23%","29.5",""
"Irisviiel","69746$1.43%69.7k","13.24%","76","5.05%","28.0",""
"Ghazan","67855$1.39%67.9k","12.47%","72","9.78%","27.2",""
"Tacomojo","63868$1.31%63.9k","20.15%","67","6.11%","25.6",""
"Parisshelton","57509$1.18%57.5k","8.93%","74","5.13%","23.1",""
"Nanahanapan","57466$1.18%57.5k","3.48%","-","4.32%","23.0",""
"Wangcake","56395$1.16%56.4k","13.51%","74","3.91%","22.6",""
"Necrohealya","51820$1.06%51.8k","10.56%","73","3.22%","20.8",""
"Melven","48541$1.00%48.5k","5.93%","70","3.91%","19.5",""
"Milku","48114$0.99%48.1k","9.36%","-","4.50%","19.3",""
"Slecht","47602$0.98%47.6k","14.72%","70","2.41%","19.1",""
"Pythagorean","46851$0.96%46.9k","5.87%","74","2.62%","18.8",""
"Shamallama","46053$0.94%46.1k","21.96%","68","4.55%","18.5",""
"Dayn","43363$0.89%43.4k","7.72%","-","4.14%","17.4",""
"Urumettu","37515$0.77%37.5k","13.18%","73","1.52%","15.0",""
"Ishney","34357$0.70%34.4k","11.85%","-","2.32%","13.8",""
"Fossett","5546$0.11%5.5k","8.01%","71","0.00%","2.2",""
