"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","537176$11.73%537.2k","49.31%","-","52.31%","241.1",""
"Guliveris","488721$10.67%488.7k","51.73%","-","61.92%","219.3",""
"Pemberstone","422546$9.23%422.5k","55.16%","-","48.04%","189.6",""
"Akecheta","300547$6.56%300.5k","26.40%","-","38.40%","134.9",""
"Changó","214595$4.69%214.6k","31.66%","-","28.66%","96.3",""
"Dohvyk","190973$4.17%191.0k","25.74%","-","25.21%","85.7",""
"Dïrty","148746$3.25%148.7k","12.50%","65","21.08%","66.8",""
"Synergy","142839$3.12%142.8k","8.26%","-","23.42%","64.1",""
"Deadstrike","134953$2.95%135.0k","9.68%","69","20.58%","60.6",""
"Pointed","134782$2.94%134.8k","8.82%","67","18.97%","60.5",""
"Buppybimbus","130698$2.85%130.7k","14.23%","-","18.04%","58.7",""
"Joepesci","119300$2.60%119.3k","5.08%","-","20.00%","53.5",""
"Gaunz","112356$2.45%112.4k","9.13%","-","13.20%","50.4",""
"Stankdik","107067$2.34%107.1k","15.25%","-","20.82%","48.0",""
"Kurtz","85533$1.87%85.5k","12.04%","72","10.05%","38.4",""
"Cubensis","79314$1.73%79.3k","16.99%","66","11.65%","35.6",""
"Ghazan","78121$1.71%78.1k","13.82%","71","9.56%","35.1",""
"Seadub","76800$1.68%76.8k","7.70%","-","6.61%","34.5",""
"Slecht","67356$1.47%67.4k","11.72%","70","7.05%","30.2",""
"Irisviiel","65670$1.43%65.7k","6.48%","-","9.68%","29.5",""
"Eighchbar","63762$1.39%63.8k","5.21%","70","6.36%","28.6",""
"Jáx","62526$1.37%62.5k","11.06%","68","6.35%","28.1",""
"Deyn","56633$1.24%56.6k","15.49%","70","4.19%","25.4",""
"Milku","56523$1.23%56.5k","11.02%","-","5.63%","25.4",""
"Lumieux","54449$1.19%54.4k","1.41%","52","3.61%","24.4",""
"Parisshelton","54405$1.19%54.4k","8.28%","70","3.37%","24.4",""
"Drgupta","53638$1.17%53.6k","10.12%","67","7.05%","24.1",""
"Finnagetit","52397$1.14%52.4k","6.56%","51","5.56%","23.5",""
"Apocryfy","51855$1.13%51.9k","8.37%","64","4.34%","23.3",""
"Duhd","49993$1.09%50.0k","9.32%","69","5.76%","22.4",""
"Enders","49111$1.07%49.1k","13.40%","72","6.00%","22.0",""
"Melven","45319$0.99%45.3k","7.17%","62","4.59%","20.3",""
"Jiero","42717$0.93%42.7k","23.75%","74","4.48%","19.2",""
"Dryrun","41047$0.90%41.0k","13.80%","-","3.22%","18.4",""
"Wangcake","39730$0.87%39.7k","10.73%","72","2.97%","17.8",""
"Ugara","38903$0.85%38.9k","3.39%","54","2.33%","17.5",""
"Urumettu","38302$0.84%38.3k","13.92%","68","2.57%","17.2",""
"Pythagorean","31665$0.69%31.7k","6.04%","71","1.60%","14.2",""
"Furkinstine","30298$0.66%30.3k","5.40%","65","2.09%","13.6",""
"Ishney","28726$0.63%28.7k","14.06%","74","1.23%","12.9",""
