"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","683303$12.04%683.3k","55.80%","-","51.67%","257.6",""
"Pemberstone","567343$9.99%567.3k","52.40%","-","40.91%","213.9",""
"Garglegop","541868$9.55%541.9k","46.58%","-","42.41%","204.2",""
"Guliveris","351972$6.20%352.0k","41.43%","-","32.18%","132.7",""
"Mortifier","251712$4.43%251.7k","52.21%","-","30.04%","94.9",""
"Furckinstein","212658$3.75%212.7k","19.55%","-","22.89%","80.2",""
"Akecheta","208468$3.67%208.5k","15.41%","-","26.55%","78.6",""
"Dohvyk","201205$3.54%201.2k","17.67%","-","23.69%","75.8",""
"Flatzz","157724$2.78%157.7k","17.03%","-","20.18%","59.5",""
"Melow","149860$2.64%149.9k","13.50%","68","22.96%","56.5",""
"Duhd","139602$2.46%139.6k","12.21%","73","14.52%","52.6",""
"Gaunz","129971$2.29%130.0k","12.33%","-","13.69%","49.0",""
"Synergy","127955$2.25%128.0k","14.91%","-","16.79%","48.2",""
"Sepitus","126801$2.23%126.8k","10.31%","-","15.76%","47.8",""
"Renke","125390$2.21%125.4k","7.23%","-","16.46%","47.3",""
"Nimda","125317$2.21%125.3k","15.55%","69","18.65%","47.2",""
"Deadstrike","121074$2.13%121.1k","13.82%","-","12.94%","45.6",""
"Accessdenied","116905$2.06%116.9k","17.81%","-","18.47%","44.1",""
"Parisshelton","101605$1.79%101.6k","10.20%","-","13.71%","38.3",""
"Dietolive","89922$1.58%89.9k","10.14%","72","12.85%","33.9",""
"Muja","85376$1.50%85.4k","15.33%","-","12.18%","32.2",""
"Irisviiel","84536$1.49%84.5k","23.28%","-","13.79%","31.9",""
"Urumettu","82666$1.46%82.7k","18.06%","-","8.94%","31.2",""
"Ultimecia","79742$1.40%79.7k","11.97%","-","12.71%","30.1",""
"Melven","77066$1.36%77.1k","7.34%","-","12.34%","29.0",""
"Tauraheim","62082$1.09%62.1k","15.96%","73","8.70%","23.4",""
"Milku","60295$1.06%60.3k","19.76%","-","9.07%","22.7",""
"Slecht","58904$1.04%58.9k","13.16%","71","7.85%","22.2",""
"Ghazan","57240$1.01%57.2k","22.90%","-","6.44%","21.6",""
"Necrohealya","55864$0.98%55.9k","13.24%","75","6.37%","21.1",""
"Lumieux","55796$0.98%55.8k","12.92%","-","8.88%","21.0",""
"Shamallama","55605$0.98%55.6k","20.11%","-","9.30%","21.0",""
"Eighchbar","52753$0.93%52.8k","7.36%","-","8.33%","19.9",""
"Wangcake","50650$0.89%50.7k","12.44%","74","7.30%","19.1",""
"Olom","49654$0.87%49.7k","9.58%","-","6.82%","18.7",""
"Drgupta","49462$0.87%49.5k","14.67%","70","7.02%","18.6",""
"Nanahanapan","47677$0.84%47.7k","10.35%","-","6.89%","18.0",""
"Ishney","40240$0.71%40.2k","14.53%","-","6.49%","15.2",""
"Pythagorean","37821$0.67%37.8k","9.82%","-","7.22%","14.3",""
"Razorgore the Untamed","2552$0.04%2.6k","-","-","0.00%","1.0",""
