"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","110654$23.49%110.7k","36.62%","-","38.70%","300.5",""
"Guliveris","52276$11.10%52.3k","35.62%","-","25.40%","142.0",""
"Duhd","19954$4.24%20.0k","18.37%","64","4.84%","54.2",""
"Gaunz","18091$3.84%18.1k","12.93%","66","6.58%","49.1",""
"Buffymctank","17535$3.72%17.5k","13.11%","64","5.95%","47.6",""
"Ghazan","17313$3.68%17.3k","12.99%","70","3.52%","47.0",""
"Pemberstone","17288$3.67%17.3k","35.99%","-","9.45%","46.9",""
"Dohvyk","15147$3.22%15.1k","11.50%","62","8.60%","41.1",""
"Stankdik","12005$2.55%12.0k","7.75%","66","1.54%","32.6",""
"Changó","11852$2.52%11.9k","24.08%","68","5.85%","32.2",""
"Dankling","11170$2.37%11.2k","22.40%","66","2.09%","30.3",""
"Furckinstein","10570$2.24%10.6k","24.36%","-","5.65%","28.7",""
"Tauraheim","9970$2.12%10.0k","21.33%","64","2.31%","27.1",""
"Seadub","9909$2.10%9.9k","7.75%","67","2.91%","26.9",""
"Ratshot","9792$2.08%9.8k","0.40%","64","0.00%","26.6",""
"Pythagorean","9498$2.02%9.5k","2.74%","70","0.56%","25.8",""
"Hoebowjoe","9477$2.01%9.5k","2.39%","69","0.00%","25.7",""
"Parisshelton","9418$2.00%9.4k","10.46%","68","0.00%","25.6",""
"Deyn","8873$1.88%8.9k","16.58%","68","2.21%","24.1",""
"Wangcake","8273$1.76%8.3k","1.15%","71","1.10%","22.5",""
"Eighchbar","8204$1.74%8.2k","5.63%","68","0.00%","22.3",""
"Cubensis","7876$1.67%7.9k","20.92%","63","0.00%","21.4",""
"Slecht","7646$1.62%7.6k","10.85%","-","1.66%","20.8",""
"Fossett","7639$1.62%7.6k","6.63%","-","0.00%","20.7",""
"Minuteman","7445$1.58%7.4k","14.34%","67","3.85%","20.2",""
"Dietolive","7226$1.53%7.2k","11.18%","-","1.95%","19.6",""
"Tumblebug","7115$1.51%7.1k","8.05%","64","1.65%","19.3",""
"Yunghelga","6934$1.47%6.9k","19.35%","64","3.29%","18.8",""
"Milku","5964$1.27%6.0k","7.00%","-","0.00%","16.2",""
"Deadstrike","5341$1.13%5.3k","18.48%","69","1.20%","14.5",""
"Valara","3285$0.70%3.3k","25.86%","67","0.00%","8.9",""
"Sur","3063$0.65%3.1k","14.61%","68","0.00%","8.3",""
"Shelton","2371$0.50%2.4k","9.74%","66","0.00%","6.4",""
"Jiero","965$0.20%965.0","50.00%","-","0.00%","2.6",""
"Irisviiel","570$0.12%570.0","33.95%","61","0.66%","1.5",""
"Dirtÿ","192$0.04%192.0","19.33%","71","0.00%","0.5",""
"Kiikii","90$0.02%90.0","-","66","0.00%","0.2",""
