"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"76","Jiero","91799$6.58%91.8k","66","89","80.47%","310.9",""
"67","Changó","74017$5.30%74.0k","66","63","58.73%","250.7",""
"39","Mogs","70321$5.04%70.3k","62","72","61.43%","238.1",""
"51","Deadstrike","69193$4.96%69.2k","63","84","73.17%","234.3",""
"54","Chingu","68136$4.88%68.1k","62","90","57.04%","230.7",""
"51","Fossett","64202$4.60%64.2k","-","71","67.07%","217.4",""
"25","Hoebowjoe","58731$4.21%58.7k","64","40","53.11%","198.9",""
"29","Overbit","55684$3.99%55.7k","62","65","67.60%","188.6",""
"38","Danty","52842$3.79%52.8k","62","62","40.61%","178.9",""
"20","Ultimecia","52825$3.79%52.8k","66","28","71.26%","178.9",""
"18","Valara","52376$3.75%52.4k","64","29","50.64%","177.4",""
"33","Muhhgi","51196$3.67%51.2k","64","41","51.21%","173.4",""
"22","Slybanana","47920$3.43%47.9k","61","58","54.76%","162.3",""
"30","Akecheta","47621$3.41%47.6k","63","45","41.84%","161.3",""
"16","Cavander","47429$3.40%47.4k","65","25","45.99%","160.6",""
"30","Trike","46302$3.32%46.3k","-","44","53.62%","156.8",""
"15","Claudiu","44485$3.19%44.5k","65","21","62.66%","150.6",""
"26","Flatzz","43484$3.12%43.5k","64","33","45.82%","147.3",""
"18","Trii","43419$3.11%43.4k","67","20","50.07%","147.0",""
"14","Kirilov","43043$3.08%43.0k","65","21","47.42%","145.8",""
"36","Crox","41910$3.00%41.9k","65","60","76.37%","141.9",""
"13","Chainguin","40687$2.92%40.7k","66","16","52.35%","137.8",""
"14","Dirtypantiz","39211$2.81%39.2k","62","29","55.88%","132.8",""
"9","Lachupacabra","37942$2.72%37.9k","61","19","53.24%","128.5",""
"19","Peareyeuh","35261$2.53%35.3k","-","45","49.84%","119.4",""
"18","Darunor","27833$1.99%27.8k","61","25","59.96%","94.3",""
"80","Tazdink","15933$1.14%15.9k","63","90","17.12%","54.0",""
"95","Phugoid","10966$0.79%11.0k","67","96","22.19%","37.1",""
"-","Bandakar","10169$0.73%10.2k","-","-","45.20%","34.4",""
"83","Ghazan","3733$0.27%3.7k","64","91","17.04%","12.6",""
"71","Gonz","2418$0.17%2.4k","66","76","0.98%","8.2",""
"75","Necrohealya","2352$0.17%2.4k","67","78","7.65%","8.0",""
"62","Pythagorean","1583$0.11%1.6k","65","68","4.36%","5.4",""
"55","Shamallama","375$0.03%375.0","-","61","17.70%","1.3",""
"60","Slecht","234$0.02%234.0","56","75","1.01%","0.8",""
