"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"52","Deyn","614579$13.42%614.6k","30.42%","67","52","37.83%","195.5",""
"69","Eighchbar","600205$13.10%600.2k","32.97%","69","69","70.80%","191.0",""
"62","Wangcake","525262$11.47%525.3k","38.75%","-","62","65.20%","167.1",""
"63","Milku","462313$10.09%462.3k","45.92%","-","57","66.22%","147.1",""
"55","Tauraheim","443270$9.68%443.3k","49.07%","66","63","61.17%","141.0",""
"36","Enders","441365$9.64%441.4k","28.57%","-","35","46.34%","140.4",""
"44","Slecht","401866$8.77%401.9k","43.90%","-","50","61.47%","127.9",""
"18","Grimtide","382910$8.36%382.9k","34.31%","59","42","40.62%","121.8",""
"20","Globz","373734$8.16%373.7k","23.49%","64","28","40.32%","118.9",""
"89","Pemberstone","29527$0.64%29.5k","36.04%","-","90","8.31%","9.4",""
"83","Criamona","26162$0.57%26.2k","-","-","80","1.35%","8.3",""
"76","Bandakar","26070$0.57%26.1k","28.89%","-","74","54.06%","8.3",""
"85","Hoebowjoe","25627$0.56%25.6k","-","69","85","2.11%","8.2",""
"77","Ultimecia","22269$0.49%22.3k","35.76%","72","76","4.59%","7.1",""
"59","Akecheta","18237$0.40%18.2k","40.22%","-","58","43.23%","5.8",""
"68","Samanthax","17660$0.39%17.7k","53.42%","-","68","5.79%","5.6",""
"63","Changó","16712$0.36%16.7k","40.21%","-","59","42.58%","5.3",""
"46","Flatzz","16229$0.35%16.2k","39.71%","-","45","39.65%","5.2",""
"53","Furckinstein","16146$0.35%16.1k","38.01%","-","51","40.99%","5.1",""
"91","Ratshot","15405$0.34%15.4k","4.37%","-","90","1.60%","4.9",""
"54","Dohvyk","14626$0.32%14.6k","33.91%","-","52","44.27%","4.7",""
"80","Claudiu","12235$0.27%12.2k","-","65","78","0.74%","3.9",""
"67","Stankdik","11645$0.25%11.6k","14.01%","67","70","1.14%","3.7",""
"65","Pointed","11548$0.25%11.5k","18.84%","-","69","1.44%","3.7",""
"-","Johnnysinz","9017$0.20%9.0k","7.05%","64","-","0.95%","2.9",""
"79","Valara","8555$0.19%8.6k","1.88%","-","79","0.00%","2.7",""
"74","Gaunz","8171$0.18%8.2k","13.26%","68","75","0.00%","2.6",""
"87","Jiero","6622$0.14%6.6k","6.34%","-","87","0.00%","2.1",""
"67","Deadstrike","5159$0.11%5.2k","43.58%","69","72","3.13%","1.6",""
"77","Seadub","5091$0.11%5.1k","43.07%","70","78","0.00%","1.6",""
"94","Daxis","4250$0.09%4.3k","-","-","93","0.00%","1.4",""
"67","Minuteman","3566$0.08%3.6k","11.84%","68","71","0.80%","1.1",""
"-","Fossett","1725$0.04%1.7k","-","69","-","0.00%","0.5",""
"75","Parisshelton","920$0.02%920.0","-","69","76","0.00%","0.3",""
"69","Trike","812$0.02%812.0","47.65%","-","71","2.97%","0.3",""
"-","Dirtÿ","750$0.02%750.0","-","72","-","0.00%","0.2",""
