"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"74","Jiero","84387$5.55%84.4k","67","60","85.73%","265.2",""
"67","Grimseeker","80077$5.27%80.1k","65","67","77.69%","251.6",""
"76","Ultimecia","76256$5.01%76.3k","64","72","66.62%","239.6",""
"71","Valara","72567$4.77%72.6k","62","73","79.12%","228.0",""
"74","Deadstrike","71936$4.73%71.9k","61","92","69.09%","226.1",""
"66","Funk","68989$4.54%69.0k","60","81","70.22%","216.8",""
"70","Melven","68967$4.54%69.0k","61","78","68.18%","216.7",""
"66","Hoebowjoe","66062$4.34%66.1k","62","67","65.85%","207.6",""
"57","Cavander","57732$3.80%57.7k","62","60","58.37%","181.4",""
"52","Kirilov","57164$3.76%57.2k","65","44","57.76%","179.6",""
"46","Mogs","55944$3.68%55.9k","62","47","56.04%","175.8",""
"69","Muhhgi","55279$3.63%55.3k","61","72","59.84%","173.7",""
"63","Mexius","53453$3.51%53.5k","64","57","72.37%","168.0",""
"67","Danty","53316$3.51%53.3k","64","60","50.51%","167.5",""
"66","Impervious","52241$3.44%52.2k","61","70","57.00%","164.2",""
"66","Fossett","48752$3.21%48.8k","64","58","70.39%","153.2",""
"30","Minuteman","43625$2.87%43.6k","61","51","29.38%","137.1",""
"52","Akecheta","43437$2.86%43.4k","-","49","48.47%","136.5",""
"54","Crox","42671$2.81%42.7k","63","65","82.30%","134.1",""
"77","Pemberstone","42028$2.76%42.0k","-","77","69.70%","132.1",""
"66","Bandakar","39153$2.57%39.2k","61","83","79.84%","123.0",""
"23","Claudiu","36026$2.37%36.0k","61","28","43.20%","113.2",""
"39","Changó","34584$2.27%34.6k","64","33","27.49%","108.7",""
"45","Darunor","31060$2.04%31.1k","60","48","61.31%","97.6",""
"9","Chainguin","28465$1.87%28.5k","64","9","47.58%","89.5",""
"31","Flatzz","28129$1.85%28.1k","61","33","36.97%","88.4",""
"8","Chingu","24832$1.63%24.8k","58","23","23.13%","78.0",""
"8","Trii","23858$1.57%23.9k","64","8","36.37%","75.0",""
"7","Dankling","19357$1.27%19.4k","57","19","52.30%","60.8",""
"-","Tazdink","16026$1.05%16.0k","60","-","12.34%","50.4",""
"97","Necrohealya","9728$0.64%9.7k","58","99","29.56%","30.6",""
"97","Phugoid","9600$0.63%9.6k","65","96","36.63%","30.2",""
"97","Nakur","7777$0.51%7.8k","64","97","18.83%","24.4",""
"55","Ghazan","7610$0.50%7.6k","63","55","7.87%","23.9",""
"96","Gonz","7013$0.46%7.0k","66","95","9.83%","22.0",""
"70","Hii","1450$0.10%1.5k","63","70","7.92%","4.6",""
"-","Bugenhagen","1039$0.07%1.0k","32","-","1.40%","3.3",""
"44","Pythagorean","176$0.01%176.0","62","46","2.29%","0.6",""
