"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"29","Funk","129317$8.17%129.3k","58","50","65.04%","165.1",""
"46","Mogs","113525$7.17%113.5k","-","67","56.24%","145.0",""
"39","Kirilov","113311$7.16%113.3k","61","63","57.00%","144.7",""
"34","Dietolive","103029$6.51%103.0k","-","51","53.74%","131.5",""
"13","Cavander","86735$5.48%86.7k","61","17","60.89%","110.7",""
"15","Hoebowjoe","86116$5.44%86.1k","-","25","54.40%","110.0",""
"22","Trii","85912$5.43%85.9k","61","39","44.09%","109.7",""
"18","Overbit","81818$5.17%81.8k","60","39","46.73%","104.5",""
"16","Deadstrike","78038$4.93%78.0k","58","43","53.57%","99.6",""
"7","Ultimecia","65916$4.16%65.9k","61","8","37.03%","84.2",""
"5","Valara","60238$3.80%60.2k","58","7","40.60%","76.9",""
"7","Mexius","58324$3.68%58.3k","-","8","39.56%","74.5",""
"21","Bandakar","58000$3.66%58.0k","-","28","66.33%","74.1",""
"14","Crox","56320$3.56%56.3k","-","21","71.39%","71.9",""
"5","Fossett","52428$3.31%52.4k","62","5","38.36%","66.9",""
"4","Melven","52325$3.30%52.3k","60","5","31.59%","66.8",""
"11","Furckinstein","46519$2.94%46.5k","-","28","57.15%","59.4",""
"7","Minuteman","43509$2.75%43.5k","58","16","22.49%","55.6",""
"11","Akecheta","41269$2.61%41.3k","-","24","25.01%","52.7",""
"5","Chainguin","38307$2.42%38.3k","-","8","30.60%","48.9",""
"9","Trike","35932$2.27%35.9k","59","17","27.59%","45.9",""
"5","Thicc","33187$2.10%33.2k","58","8","25.07%","42.4",""
"93","Phugoid","13104$0.83%13.1k","61","95","32.83%","16.7",""
"-","Jiero","8049$0.51%8.0k","65","-","2.36%","10.3",""
"-","Luneria","7372$0.47%7.4k","57","-","3.89%","9.4",""
"75","Gonz","5184$0.33%5.2k","-","78","6.01%","6.6",""
"-","Flatzz","3871$0.24%3.9k","58","-","1.91%","4.9",""
"-","Wolfsbane","3104$0.20%3.1k","58","-","2.57%","4.0",""
"74","Nakur","2638$0.17%2.6k","61","79","4.66%","3.4",""
"-","Muhhgi","2324$0.15%2.3k","59","-","1.60%","3.0",""
"-","Grimmeat","2198$0.14%2.2k","57","-","0.00%","2.8",""
"-","Limits","2009$0.13%2.0k","61","-","0.73%","2.6",""
"44","Enders","1920$0.12%1.9k","59","50","1.56%","2.5",""
"-","Tøes","1886$0.12%1.9k","55","-","3.05%","2.4",""
"-","Maneens","1851$0.12%1.9k","61","-","0.00%","2.4",""
"-","Odirunn","1044$0.07%1.0k","58","-","0.00%","1.3",""
"-","Loom","1005$0.06%1.0k","55","-","0.00%","1.3",""
"-","Dankling","904$0.06%904.0","48","-","1.34%","1.2",""
"-","Pinuzhk","830$0.05%830.0","40","-","0.94%","1.1",""
"-","Shoebag","618$0.04%618.0","64","-","0.00%","0.8",""
"-","Mcschloogan","585$0.04%585.0","61","-","0.00%","0.7",""
"-","Ghazan","576$0.04%576.0","59","-","0.00%","0.7",""
"-","Ethna","452$0.03%452.0","61","-","0.00%","0.6",""
"-","Dardrith","385$0.02%385.0","-","-","0.00%","0.5",""
"44","Necrohealya","344$0.02%344.0","62","46","0.00%","0.4",""
"-","Haptik","276$0.02%276.0","-","-","1.15%","0.4",""
"-","Pythagorean","238$0.02%238.0","-","-","0.00%","0.3",""
"-","Kozuki","235$0.01%235.0","61","-","0.00%","0.3",""
"-","Ever","192$0.01%192.0","64","-","0.00%","0.2",""
"44","Disk","151$0.01%151.0","61","47","0.00%","0.2",""
"-","Draw","116$0.01%116.0","59","-","0.00%","0.1",""
