"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","118052$17.83%118.1k","49.01%","-","35.35%","150.7",""
"Furckinstein","74974$11.32%75.0k","54.80%","-","27.61%","95.7",""
"Bandakar","63532$9.59%63.5k","49.06%","-","15.43%","81.1",""
"Gonz","25563$3.86%25.6k","17.54%","-","8.53%","32.6",""
"Ghazan","22287$3.37%22.3k","6.82%","59","2.53%","28.5",""
"Disk","20621$3.11%20.6k","9.58%","61","3.10%","26.3",""
"Akecheta","20545$3.10%20.5k","13.43%","-","5.77%","26.2",""
"Milku","19407$2.93%19.4k","2.28%","-","2.90%","24.8",""
"Overbit","17759$2.68%17.8k","4.87%","60","4.46%","22.7",""
"Funk","16500$2.49%16.5k","16.93%","58","5.61%","21.1",""
"Trike","13862$2.09%13.9k","15.70%","59","2.42%","17.7",""
"Trii","13861$2.09%13.9k","8.66%","61","4.76%","17.7",""
"Deadstrike","12445$1.88%12.4k","9.62%","58","4.13%","15.9",""
"Valara","12223$1.85%12.2k","6.14%","58","0.93%","15.6",""
"Dietolive","12196$1.84%12.2k","5.16%","-","2.28%","15.6",""
"Mogs","11516$1.74%11.5k","6.41%","-","3.30%","14.7",""
"Thicc","11470$1.73%11.5k","5.71%","58","2.73%","14.6",""
"Melven","10917$1.65%10.9k","5.44%","60","1.17%","13.9",""
"Kirilov","10685$1.61%10.7k","7.59%","61","1.05%","13.6",""
"Nakur","10561$1.59%10.6k","4.99%","61","0.00%","13.5",""
"Enders","10008$1.51%10.0k","0.69%","59","0.68%","12.8",""
"Ishney","9980$1.51%10.0k","3.02%","55","3.39%","12.7",""
"Deyn","9730$1.47%9.7k","-","-","1.02%","12.4",""
"Pythagorean","9475$1.43%9.5k","5.77%","-","2.31%","12.1",""
"Hoebowjoe","7706$1.16%7.7k","1.98%","-","0.64%","9.8",""
"Ultimecia","7044$1.06%7.0k","12.56%","61","1.50%","9.0",""
"Minuteman","6952$1.05%7.0k","7.47%","58","0.52%","8.9",""
"Cavander","6815$1.03%6.8k","12.68%","61","1.18%","8.7",""
"Necrohealya","6699$1.01%6.7k","10.31%","62","1.56%","8.6",""
"Mexius","6461$0.98%6.5k","10.69%","-","0.51%","8.2",""
"Flatzz","6289$0.95%6.3k","5.00%","58","4.57%","8.0",""
"Grimmeat","5963$0.90%6.0k","5.11%","57","2.57%","7.6",""
"Fossett","5394$0.81%5.4k","-","62","1.77%","6.9",""
"Phugoid","5332$0.81%5.3k","11.69%","61","0.00%","6.8",""
"Chainguin","5150$0.78%5.2k","9.73%","-","1.55%","6.6",""
"Loom","4567$0.69%4.6k","2.06%","55","2.45%","5.8",""
"Mohawkawakan","3663$0.55%3.7k","12.20%","58","1.31%","4.7",""
"Odirunn","3259$0.49%3.3k","10.98%","58","3.21%","4.2",""
"Khamsinvera","3002$0.45%3.0k","-","51","0.69%","3.8",""
"Equisp","2894$0.44%2.9k","18.11%","57","0.59%","3.7",""
"Kozuki","2142$0.32%2.1k","20.46%","61","0.63%","2.7",""
"Muhhgi","2068$0.31%2.1k","8.25%","59","1.39%","2.6",""
"Limits","2044$0.31%2.0k","2.53%","61","0.00%","2.6",""
"Trololololo","1794$0.27%1.8k","-","59","1.29%","2.3",""
"Tøes","1694$0.26%1.7k","29.74%","55","2.45%","2.2",""
"Luneria","1609$0.24%1.6k","-","57","0.50%","2.1",""
"Maneens","1569$0.24%1.6k","24.57%","61","1.68%","2.0",""
"Dankling","1366$0.21%1.4k","-","48","0.78%","1.7",""
"Blighter","1168$0.18%1.2k","-","50","0.00%","1.5",""
"Draw","901$0.14%901.0","-","59","0.00%","1.2",""
"Jiero","405$0.06%405.0","-","65","0.00%","0.5",""
"Ermacncheese","151$0.02%151.0","9.04%","60","0.00%","0.2",""
