"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"74","Jiero","91336$6.56%91.3k","66","87","79.24%","299.4",""
"62","Deadstrike","72275$5.19%72.3k","64","88","72.90%","236.9",""
"63","Muhhgi","69167$4.97%69.2k","63","79","71.26%","226.7",""
"61","Chingu","68253$4.90%68.3k","61","94","60.44%","223.7",""
"64","Changó","67564$4.85%67.6k","66","60","51.82%","221.5",""
"49","Mogs","65249$4.69%65.2k","63","78","54.07%","213.9",""
"58","Akecheta","60658$4.36%60.7k","63","75","38.75%","198.8",""
"49","Fossett","60123$4.32%60.1k","65","66","57.08%","197.1",""
"22","Hoebowjoe","59939$4.31%59.9k","66","28","54.04%","196.5",""
"46","Minuteman","58447$4.20%58.4k","63","81","43.12%","191.6",""
"42","Cavander","57791$4.15%57.8k","65","65","54.02%","189.4",""
"20","Claudiu","56162$4.03%56.2k","65","29","66.41%","184.1",""
"33","Kirilov","55820$4.01%55.8k","65","53","57.32%","183.0",""
"21","Valara","54535$3.92%54.5k","-","31","47.98%","178.8",""
"35","Dankling","52207$3.75%52.2k","61","78","43.95%","171.1",""
"37","Impervious","48282$3.47%48.3k","-","53","42.17%","158.3",""
"28","Slybanana","47758$3.43%47.8k","61","68","53.64%","156.6",""
"12","Ishney","45978$3.30%46.0k","65","18","53.88%","150.7",""
"50","Crox","45081$3.24%45.1k","65","73","73.55%","147.8",""
"15","Ultimecia","44400$3.19%44.4k","-","19","40.75%","145.5",""
"14","Lachupacabra","41651$2.99%41.7k","61","34","43.10%","136.5",""
"23","Flatzz","39781$2.86%39.8k","61","48","55.83%","130.4",""
"39","Bandakar","35583$2.56%35.6k","68","34","70.42%","116.6",""
"8","Dirtypantiz","31733$2.28%31.7k","61","17","36.67%","104.0",""
"8","Ghazan","26547$1.91%26.5k","64","13","43.71%","87.0",""
"8","Danty","19497$1.40%19.5k","63","10","44.86%","63.9",""
"94","Phugoid","7655$0.55%7.7k","67","95","25.68%","25.1",""
"89","Enders","5081$0.37%5.1k","65","94","10.99%","16.7",""
"75","Necrohealya","2231$0.16%2.2k","67","78","7.68%","7.3",""
"62","Pythagorean","1263$0.09%1.3k","65","68","1.07%","4.1",""
