"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1263094$10.03%1.26m","62.20%","74","39.84%","224.0",""
"Bandakar","1145119$9.09%1.15m","62.09%","-","40.01%","203.1",""
"Gaunz","917459$7.29%917.5k","54.68%","-","17.27%","162.7",""
"Pemberstone","779106$6.19%779.1k","48.20%","-","38.67%","138.2",""
"Dietolive","765850$6.08%765.9k","59.11%","-","18.70%","135.8",""
"Guliveris","550064$4.37%550.1k","48.72%","-","22.42%","97.5",""
"Furckinstein","348014$2.76%348.0k","39.56%","-","15.81%","61.7",""
"Akecheta","345851$2.75%345.9k","28.99%","-","13.53%","61.3",""
"Changó","324981$2.58%325.0k","30.93%","-","11.42%","57.6",""
"Tazdink","322155$2.56%322.2k","11.17%","71","6.57%","57.1",""
"Dohvyk","280287$2.23%280.3k","24.35%","70","11.33%","49.7",""
"Necrohealya","272519$2.16%272.5k","5.38%","-","4.52%","48.3",""
"Parisshelton","265651$2.11%265.7k","5.93%","70","3.56%","47.1",""
"Decimous","244157$1.94%244.2k","20.07%","-","7.23%","43.3",""
"Ghazan","243713$1.94%243.7k","16.71%","-","6.67%","43.2",""
"Synergy","241668$1.92%241.7k","15.73%","67","7.18%","42.9",""
"Lumieux","237117$1.88%237.1k","35.93%","-","4.04%","42.0",""
"Jáx","235201$1.87%235.2k","12.13%","-","3.78%","41.7",""
"Milku","232386$1.85%232.4k","19.67%","-","7.78%","41.2",""
"Kirilov","230589$1.83%230.6k","16.78%","74","6.76%","40.9",""
"Stankdik","220767$1.75%220.8k","16.53%","72","6.18%","39.1",""
"Dïrty","220019$1.75%220.0k","36.49%","-","6.58%","39.0",""
"Tauraheim","200559$1.59%200.6k","21.85%","-","4.55%","35.6",""
"Slecht","197497$1.57%197.5k","14.93%","70","6.16%","35.0",""
"Kurtz","196993$1.56%197.0k","13.31%","72","6.24%","34.9",""
"Melven","195149$1.55%195.1k","4.15%","-","3.27%","34.6",""
"Deadstrike","186767$1.48%186.8k","17.29%","69","4.14%","33.1",""
"Ultimecia","181182$1.44%181.2k","22.56%","-","4.44%","32.1",""
"Seadub","176938$1.41%176.9k","19.48%","-","5.39%","31.4",""
"Deyn","169302$1.34%169.3k","14.06%","71","5.43%","30.0",""
"Pythagorean","167920$1.33%167.9k","10.53%","-","5.78%","29.8",""
"Wangcake","158837$1.26%158.8k","13.45%","72","5.67%","28.2",""
"Jiero","156769$1.24%156.8k","20.18%","-","5.89%","27.8",""
"Irisviiel","154235$1.22%154.2k","16.55%","73","4.98%","27.3",""
"Eighchbar","151007$1.20%151.0k","13.05%","-","7.37%","26.8",""
"Duhd","146040$1.16%146.0k","7.92%","70","3.82%","25.9",""
"Urumettu","138921$1.10%138.9k","15.09%","71","3.54%","24.6",""
"Dryrun","121434$0.96%121.4k","11.93%","-","3.21%","21.5",""
"Ugara","111717$0.89%111.7k","17.92%","63","4.88%","19.8",""
"Ishney","96107$0.76%96.1k","18.70%","74","4.30%","17.0",""
