"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"42","Yunghelga","640599$13.59%640.6k","35.99%","69","37","51.41%","194.0",""
"52","Eighchbar","511658$10.85%511.7k","36.60%","-","50","77.33%","155.0",""
"45","Wangcake","502074$10.65%502.1k","40.11%","70","42","65.15%","152.1",""
"28","Gonz","492228$10.44%492.2k","31.05%","67","28","38.52%","149.1",""
"30","Pythagorean","415294$8.81%415.3k","32.01%","70","27","38.87%","125.8",""
"19","Kasako","368880$7.82%368.9k","46.04%","-","22","53.78%","111.7",""
"36","Slecht","356725$7.57%356.7k","53.43%","69","34","64.45%","108.1",""
"42","Tauraheim","352064$7.47%352.1k","55.51%","-","41","65.24%","106.6",""
"32","Enders","351049$7.45%351.0k","41.97%","71","30","46.57%","106.3",""
"24","Necrohealya","296194$6.28%296.2k","62.02%","70","22","65.60%","89.7",""
"46","Ghazan","195539$4.15%195.5k","31.67%","-","44","18.01%","59.2",""
"91","Hoebowjoe","36011$0.76%36.0k","-","69","91","1.65%","10.9",""
"62","Akecheta","19401$0.41%19.4k","48.92%","-","60","54.65%","5.9",""
"44","Furckinstein","17079$0.36%17.1k","45.21%","67","43","44.62%","5.2",""
"45","Bandakar","16360$0.35%16.4k","46.30%","-","50","45.52%","5.0",""
"52","Changó","15780$0.33%15.8k","47.97%","-","49","46.22%","4.8",""
"53","Guliveris","15498$0.33%15.5k","43.29%","-","52","43.52%","4.7",""
"90","Dryrun","13831$0.29%13.8k","-","64","89","0.56%","4.2",""
"70","Valayra","13630$0.29%13.6k","11.75%","-","73","1.52%","4.1",""
"76","Synergy","13206$0.28%13.2k","26.26%","66","79","3.50%","4.0",""
"89","Dietolive","10452$0.22%10.5k","19.61%","70","88","0.00%","3.2",""
"35","Dïrty","10355$0.22%10.4k","54.16%","-","35","33.79%","3.1",""
"74","Stankdik","8256$0.18%8.3k","24.47%","69","77","1.79%","2.5",""
"50","Crox","7765$0.16%7.8k","22.81%","-","44","2.30%","2.4",""
"74","Seadub","6095$0.13%6.1k","55.19%","70","74","0.00%","1.8",""
"86","Joepesci","6082$0.13%6.1k","-","-","85","0.61%","1.8",""
"98","Urumettu","5452$0.12%5.5k","-","67","98","0.00%","1.7",""
"73","Fossett","5323$0.11%5.3k","-","71","72","0.50%","1.6",""
"92","Parisshelton","4493$0.10%4.5k","-","69","92","0.00%","1.4",""
"97","Daxis","3349$0.07%3.3k","-","65","96","0.00%","1.0",""
"87","Jiero","3021$0.06%3.0k","-","-","88","0.00%","0.9",""
"-","Irisviiel","735$0.02%735.0","-","72","-","0.00%","0.2",""
