"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"47","Wangcake","1204186$8.40%1.20m","42.19%","-","45","68.09%","180.1",""
"43","Lavain","1146429$8.00%1.15m","37.80%","68","54","56.47%","171.5",""
"67","Milku","1132710$7.90%1.13m","50.65%","-","61","66.64%","169.4",""
"39","Pythagorean","1127363$7.87%1.13m","31.13%","-","38","55.87%","168.6",""
"34","Deyn","1060053$7.40%1.06m","33.14%","-","41","36.66%","158.6",""
"38","Drgupta","1056680$7.37%1.06m","41.35%","-","48","58.09%","158.1",""
"71","Eighchbar","1053032$7.35%1.05m","40.96%","-","77","66.45%","157.5",""
"65","Tauraheim","972386$6.79%972.4k","47.73%","-","65","68.26%","145.5",""
"34","Necrohealya","911314$6.36%911.3k","47.78%","71","40","63.63%","136.3",""
"57","Slecht","864160$6.03%864.2k","40.79%","70","65","63.27%","129.3",""
"23","Ghazan","855302$5.97%855.3k","37.03%","-","24","38.09%","127.9",""
"24","Lumieux","842470$5.88%842.5k","38.34%","-","39","50.92%","126.0",""
"26","Shamallama","811898$5.67%811.9k","28.77%","69","35","34.32%","121.4",""
"80","Ultimecia","88224$0.62%88.2k","14.38%","-","83","3.02%","13.2",""
"60","Decimous","79162$0.55%79.2k","29.93%","-","60","32.67%","11.8",""
"84","Guliveris","75552$0.53%75.6k","23.30%","-","80","42.93%","11.3",""
"79","Gaunz","75435$0.53%75.4k","3.86%","-","76","1.60%","11.3",""
"80","Dietolive","74600$0.52%74.6k","2.07%","-","78","2.05%","11.2",""
"80","Kirilov","53915$0.38%53.9k","15.94%","-","80","3.85%","8.1",""
"21","Kasako","52264$0.36%52.3k","13.29%","68","32","2.36%","7.8",""
"67","Akecheta","50942$0.36%50.9k","33.87%","-","66","36.06%","7.6",""
"58","Furckinstein","50204$0.35%50.2k","34.11%","-","57","36.29%","7.5",""
"64","Lexzie","49492$0.35%49.5k","31.44%","63","67","26.66%","7.4",""
"83","Deadstrike","49116$0.34%49.1k","44.62%","-","81","17.95%","7.3",""
"59","Changó","48631$0.34%48.6k","38.41%","-","57","42.04%","7.3",""
"80","Synergy","48429$0.34%48.4k","19.24%","-","80","5.64%","7.2",""
"61","Rajmako","47839$0.33%47.8k","28.48%","-","62","21.53%","7.2",""
"77","Nimda","47521$0.33%47.5k","18.57%","-","77","3.47%","7.1",""
"87","Kurtz","40089$0.28%40.1k","2.13%","-","86","1.43%","6.0",""
"87","Pemberstone","39581$0.28%39.6k","34.91%","-","88","4.19%","5.9",""
"65","Orcminian","39386$0.27%39.4k","23.37%","-","61","1.86%","5.9",""
"84","Ishney","37689$0.26%37.7k","-","-","83","2.36%","5.6",""
"52","Doomdoomdoom","34597$0.24%34.6k","33.81%","67","53","33.45%","5.2",""
"62","Mortifier","32268$0.23%32.3k","6.20%","-","62","1.40%","4.8",""
"74","Kiwifox","31944$0.22%31.9k","1.57%","-","72","1.96%","4.8",""
"87","Irisviiel","31212$0.22%31.2k","-","-","85","1.14%","4.7",""
"81","Ugara","24942$0.17%24.9k","3.01%","-","82","1.24%","3.7",""
"86","Kromatica","24827$0.17%24.8k","1.00%","69","84","0.00%","3.7",""
"77","Parisshelton","24460$0.17%24.5k","-","72","75","0.73%","3.7",""
"78","Duhd","20630$0.14%20.6k","-","-","72","0.00%","3.1",""
"76","Jáx","11336$0.08%11.3k","-","-","75","0.00%","1.7",""
"91","Urumettu","7317$0.05%7.3k","-","72","92","0.58%","1.1",""
