"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1121893$11.89%1.12m","47.64%","-","48.18%","230.9",""
"Pemberstone","1013321$10.74%1.01m","50.44%","-","42.79%","208.5",""
"Bandakar","858023$9.09%858.0k","49.76%","-","41.18%","176.6",""
"Garglegop","442571$4.69%442.6k","36.71%","-","28.93%","91.1",""
"Mortifier","434960$4.61%435.0k","52.96%","-","27.83%","89.5",""
"Akecheta","360672$3.82%360.7k","16.74%","-","22.85%","74.2",""
"Dohvyk","314982$3.34%315.0k","13.70%","-","20.78%","64.8",""
"Furckinstein","305235$3.23%305.2k","19.09%","-","20.82%","62.8",""
"Flatzz","303573$3.22%303.6k","15.09%","-","19.42%","62.5",""
"Renke","238032$2.52%238.0k","10.28%","-","14.99%","49.0",""
"Melow","229206$2.43%229.2k","10.48%","-","15.73%","47.2",""
"Synergy","224825$2.38%224.8k","13.13%","-","17.53%","46.3",""
"Deadstrike","217070$2.30%217.1k","14.85%","-","17.92%","44.7",""
"Gaunz","210819$2.23%210.8k","8.35%","73","12.45%","43.4",""
"Sepitus","209575$2.22%209.6k","12.73%","-","16.05%","43.1",""
"Johnnylol","196573$2.08%196.6k","13.65%","68","15.62%","40.5",""
"Accessdenied","191218$2.03%191.2k","10.55%","-","16.89%","39.4",""
"Nimda","189548$2.01%189.5k","15.91%","69","15.40%","39.0",""
"Seadub","172136$1.82%172.1k","6.14%","-","11.40%","35.4",""
"Duhd","171593$1.82%171.6k","9.70%","74","10.78%","35.3",""
"Tauraheim","158297$1.68%158.3k","16.19%","-","8.12%","32.6",""
"Irisviiel","139485$1.48%139.5k","15.37%","-","8.15%","28.7",""
"Parisshelton","138010$1.46%138.0k","10.76%","-","9.41%","28.4",""
"Melven","136838$1.45%136.8k","9.70%","-","8.64%","28.2",""
"Ghazan","120308$1.27%120.3k","25.61%","-","6.49%","24.8",""
"Drgupta","117483$1.24%117.5k","12.88%","70","7.20%","24.2",""
"Shamallama","110634$1.17%110.6k","9.17%","-","7.55%","22.8",""
"Thoominn","108216$1.15%108.2k","5.17%","56","6.35%","22.3",""
"Ratshot","95400$1.01%95.4k","8.98%","68","6.04%","19.6",""
"Lumieux","90301$0.96%90.3k","11.25%","68","5.08%","18.6",""
"Pythagorean","87666$0.93%87.7k","10.07%","-","4.32%","18.0",""
"Dietolive","87601$0.93%87.6k","8.82%","72","6.36%","18.0",""
"Muja","84937$0.90%84.9k","15.45%","-","5.56%","17.5",""
"Ishney","84657$0.90%84.7k","7.69%","-","5.67%","17.4",""
"Eighchbar","82389$0.87%82.4k","7.41%","-","4.09%","17.0",""
"Slecht","68763$0.73%68.8k","8.84%","71","3.84%","14.2",""
"Nanahanapan","63995$0.68%64.0k","12.60%","-","4.21%","13.2",""
"Urumettu","62610$0.66%62.6k","15.36%","-","3.75%","12.9",""
"Dieto","57562$0.61%57.6k","2.57%","-","2.74%","11.8",""
"Trolleficent","50660$0.54%50.7k","7.82%","66","1.28%","10.4",""
"Muscaria","33192$0.35%33.2k","6.10%","-","3.26%","6.8",""
"Razorgore the Untamed","28565$0.30%28.6k","-","-","0.00%","5.9",""
"Wangcake","23487$0.25%23.5k","11.17%","74","2.01%","4.8",""
