"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","587848$11.83%587.8k","50.54%","-","47.50%","233.3",""
"Guliveris","430755$8.67%430.8k","40.27%","-","43.28%","171.0",""
"Garglegop","399244$8.04%399.2k","39.32%","-","45.14%","158.4",""
"Pemberstone","359251$7.23%359.3k","49.97%","-","39.44%","142.6",""
"Mortifier","306066$6.16%306.1k","56.67%","-","38.92%","121.5",""
"Chrg","228041$4.59%228.0k","11.60%","66","23.26%","90.5",""
"Flatzz","201719$4.06%201.7k","18.83%","-","21.69%","80.1",""
"Gaunz","173576$3.49%173.6k","10.62%","71","13.26%","68.9",""
"Renke","161664$3.25%161.7k","10.01%","-","20.75%","64.2",""
"Nimda","158607$3.19%158.6k","11.71%","68","22.38%","62.9",""
"Accessdenied","156630$3.15%156.6k","13.78%","68","21.80%","62.2",""
"Deadstrike","140681$2.83%140.7k","13.20%","73","21.54%","55.8",""
"Sepitus","136258$2.74%136.3k","8.36%","63","17.13%","54.1",""
"Synergy","117584$2.37%117.6k","10.35%","75","19.08%","46.7",""
"Parisshelton","86754$1.75%86.8k","8.07%","-","8.30%","34.4",""
"Irisviiel","83361$1.68%83.4k","14.16%","77","7.35%","33.1",""
"Cubensis","80593$1.62%80.6k","9.53%","68","7.52%","32.0",""
"Muja","80144$1.61%80.1k","11.73%","-","5.24%","31.8",""
"Kurtz","77785$1.57%77.8k","11.25%","-","4.85%","30.9",""
"Deyn","72401$1.46%72.4k","12.53%","71","5.49%","28.7",""
"Olom","67965$1.37%68.0k","8.75%","-","5.98%","27.0",""
"Eighchbar","66789$1.34%66.8k","6.13%","71","4.57%","26.5",""
"Melven","63932$1.29%63.9k","7.51%","72","3.03%","25.4",""
"Dieto","62371$1.26%62.4k","3.61%","-","5.51%","24.8",""
"Quesogrande","60696$1.22%60.7k","4.81%","-","5.81%","24.1",""
"Tauraheim","59450$1.20%59.5k","19.97%","-","3.62%","23.6",""
"Milku","57343$1.15%57.3k","10.16%","74","3.99%","22.8",""
"Ghazan","56806$1.14%56.8k","8.41%","71","4.28%","22.5",""
"Trolleficent","55245$1.11%55.2k","10.67%","-","3.34%","21.9",""
"Shamallama","54925$1.11%54.9k","10.34%","70","3.05%","21.8",""
"Furky","52690$1.06%52.7k","4.46%","51","2.83%","20.9",""
"Urumettu","48727$0.98%48.7k","13.54%","74","3.43%","19.3",""
"Slecht","48185$0.97%48.2k","5.84%","71","2.36%","19.1",""
"Lumieux","46384$0.93%46.4k","9.25%","67","3.48%","18.4",""
"Ishney","44085$0.89%44.1k","10.85%","73","2.22%","17.5",""
"Pythagorean","43135$0.87%43.1k","12.68%","-","2.51%","17.1",""
"Zugshirt","40575$0.82%40.6k","4.69%","71","1.82%","16.1",""
