"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"57","Buffymctank","1276595$11.57%1.28m","-","64","70.36%","365.3",""
"80","Ultimecia","1067165$9.67%1.07m","-","68","60.22%","305.4",""
"67","Furckinstein","1020730$9.25%1.02m","67","57","67.28%","292.1",""
"75","Jiero","990012$8.97%990.0k","-","61","64.89%","283.3",""
"61","Dirtÿ","974683$8.83%974.7k","72","40","52.17%","278.9",""
"69","Gaunz","888207$8.05%888.2k","-","71","58.43%","254.2",""
"38","Pointed","861531$7.81%861.5k","-","65","65.59%","246.5",""
"61","Bandakar","711421$6.45%711.4k","69","50","63.99%","203.6",""
"41","Seadub","639558$5.80%639.6k","-","27","44.14%","183.0",""
"56","Changó","623380$5.65%623.4k","68","42","44.71%","178.4",""
"12","Decimous","580024$5.26%580.0k","63","13","65.43%","166.0",""
"49","Crox","515716$4.67%515.7k","-","50","70.76%","147.6",""
"53","Fossett","493142$4.47%493.1k","-","40","40.80%","141.1",""
"77","Eighchbar","253525$2.30%253.5k","-","78","22.73%","72.5",""
"88","Pythagorean","44255$0.40%44.3k","-","88","6.19%","12.7",""
"95","Slecht","39061$0.35%39.1k","67","95","14.21%","11.2",""
"-","Mad Servant","29379$0.27%29.4k","-","-","2.15%","8.4",""
"79","Tazdink","14344$0.13%14.3k","-","78","2.22%","4.1",""
"73","Tauraheim","4530$0.04%4.5k","-","74","1.16%","1.3",""
"68","Deyn","4156$0.04%4.2k","-","68","0.57%","1.2",""
"57","Wangcake","3091$0.03%3.1k","-","56","0.56%","0.9",""
