"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","82850$25.86%82.9k","50.46%","65","49.22%","280.6",""
"Bandakar","39347$12.28%39.3k","22.81%","-","15.04%","133.2",""
"Darunor","30603$9.55%30.6k","45.41%","61","15.92%","103.6",""
"Cavander","25346$7.91%25.3k","19.97%","65","8.20%","85.8",""
"Muhhgi","10880$3.40%10.9k","12.83%","64","0.69%","36.8",""
"Valara","8917$2.78%8.9k","-","64","0.69%","30.2",""
"Changó","8893$2.78%8.9k","10.34%","66","3.87%","30.1",""
"Pythagorean","8365$2.61%8.4k","15.71%","65","4.93%","28.3",""
"Takanu","8270$2.58%8.3k","9.07%","-","0.00%","28.0",""
"Danty","7703$2.40%7.7k","16.24%","62","5.35%","26.1",""
"Chingu","7073$2.21%7.1k","-","62","0.00%","24.0",""
"Overbit","6698$2.09%6.7k","-","62","0.00%","22.7",""
"Gonz","5619$1.75%5.6k","41.40%","66","0.00%","19.0",""
"Ultimecia","5189$1.62%5.2k","9.24%","66","0.00%","17.6",""
"Ghazan","4794$1.50%4.8k","-","64","0.00%","16.2",""
"Necrohealya","4680$1.46%4.7k","1.99%","67","0.00%","15.8",""
"Flatzz","4328$1.35%4.3k","-","64","1.99%","14.7",""
"Fossett","4260$1.33%4.3k","19.15%","-","4.52%","14.4",""
"Peareyeuh","4026$1.26%4.0k","30.19%","-","5.10%","13.6",""
"Slecht","3986$1.24%4.0k","1.92%","56","0.00%","13.5",""
"Chainguin","3913$1.22%3.9k","6.30%","66","2.56%","13.3",""
"Jiero","3759$1.17%3.8k","14.08%","66","1.60%","12.7",""
"Slybanana","3651$1.14%3.7k","2.61%","61","2.50%","12.4",""
"Trii","3066$0.96%3.1k","-","67","0.00%","10.4",""
"Claudiu","2961$0.92%3.0k","14.37%","65","0.00%","10.0",""
"Eighchbar","2717$0.85%2.7k","-","61","0.00%","9.2",""
"Hoebowjoe","2425$0.76%2.4k","38.70%","64","0.00%","8.2",""
"Akecheta","2358$0.74%2.4k","36.15%","63","6.03%","8.0",""
"Shamallama","2138$0.67%2.1k","39.89%","-","0.00%","7.2",""
"Trike","2024$0.63%2.0k","37.03%","-","3.84%","6.9",""
"Deadstrike","1909$0.60%1.9k","5.82%","63","0.00%","6.5",""
"Milku","1761$0.55%1.8k","5.07%","67","0.00%","6.0",""
"Phugoid","1758$0.55%1.8k","30.46%","67","0.00%","6.0",""
"Lachupacabra","1477$0.46%1.5k","-","61","0.00%","5.0",""
"Deyn","1050$0.33%1.1k","50.00%","64","0.00%","3.6",""
"Kirilov","932$0.29%932.0","30.60%","65","1.64%","3.2",""
"Mogs","647$0.20%647.0","22.88%","62","0.00%","2.2",""
