"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1766447$10.18%1.77m","53.64%","-","40.55%","240.9",""
"Pemberstone","1552434$8.95%1.55m","58.51%","-","32.91%","211.7",""
"Garglegop","802633$4.63%802.6k","49.97%","-","22.75%","109.5",""
"Mortifier","746752$4.30%746.8k","54.03%","-","25.82%","101.8",""
"Bandakar","739582$4.26%739.6k","46.78%","-","22.02%","100.9",""
"Milku","644930$3.72%644.9k","5.18%","-","7.12%","87.9",""
"Akecheta","576632$3.32%576.6k","31.91%","-","14.08%","78.6",""
"Ultimecia","538762$3.11%538.8k","47.38%","-","11.33%","73.5",""
"Dohvyk","526506$3.03%526.5k","36.15%","-","12.61%","71.8",""
"Furckinstein","522200$3.01%522.2k","29.37%","-","12.53%","71.2",""
"Dietolive","512172$2.95%512.2k","51.26%","-","12.36%","69.8",""
"Deyn","483344$2.79%483.3k","10.34%","-","7.95%","65.9",""
"Flatzz","453591$2.61%453.6k","24.34%","-","10.36%","61.9",""
"Nimda","445754$2.57%445.8k","12.22%","-","8.40%","60.8",""
"Synergy","398938$2.30%398.9k","17.66%","-","9.14%","54.4",""
"Deadstrike","396791$2.29%396.8k","16.67%","-","7.96%","54.1",""
"Sepitus","384862$2.22%384.9k","15.17%","-","9.20%","52.5",""
"Accessdenied","363925$2.10%363.9k","17.23%","70","8.90%","49.6",""
"Renke","344855$1.99%344.9k","29.20%","-","7.65%","47.0",""
"Necrohealya","327616$1.89%327.6k","7.01%","-","7.00%","44.7",""
"Tauraheim","320721$1.85%320.7k","22.96%","73","7.50%","43.7",""
"Zugshirt","299076$1.72%299.1k","6.82%","-","6.30%","40.8",""
"Duhd","299000$1.72%299.0k","11.32%","-","11.03%","40.8",""
"Drgupta","293576$1.69%293.6k","13.69%","70","7.26%","40.0",""
"Shamallama","288446$1.66%288.4k","20.04%","-","8.74%","39.3",""
"Wangcake","288392$1.66%288.4k","7.79%","74","6.67%","39.3",""
"Parisshelton","284907$1.64%284.9k","8.07%","73","6.66%","38.9",""
"Gaunz","263870$1.52%263.9k","14.07%","-","8.34%","36.0",""
"Muja","254750$1.47%254.8k","12.82%","73","7.79%","34.7",""
"Ghazan","254149$1.46%254.1k","23.91%","-","7.64%","34.7",""
"Lumieux","249809$1.44%249.8k","9.75%","-","7.59%","34.1",""
"Eighchbar","241683$1.39%241.7k","12.19%","71","6.52%","33.0",""
"Pythagorean","241216$1.39%241.2k","8.44%","-","6.37%","32.9",""
"Slecht","209384$1.21%209.4k","12.55%","71","6.13%","28.6",""
"Olom","200072$1.15%200.1k","22.54%","-","4.61%","27.3",""
"Melven","191856$1.11%191.9k","8.50%","-","5.75%","26.2",""
"Kurtz","188336$1.09%188.3k","14.02%","-","6.04%","25.7",""
"Ishney","185718$1.07%185.7k","19.13%","-","6.88%","25.3",""
"Irisviiel","182759$1.05%182.8k","21.07%","-","6.26%","24.9",""
"Decimous","70082$0.40%70.1k","9.62%","69","1.59%","9.6",""
"Urumettu","12522$0.07%12.5k","5.89%","74","0.00%","1.7",""
