"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"50","Nimda","1023689$6.12%1.02m","-","55","51.54%","224.9",""
"36","Duhd","845622$5.06%845.6k","-","45","42.90%","185.8",""
"16","Melven","812797$4.86%812.8k","-","34","53.61%","178.6",""
"59","Akecheta","763447$4.56%763.4k","-","58","42.78%","167.8",""
"66","Guliveris","762757$4.56%762.8k","-","68","49.19%","167.6",""
"40","Kurtz","760416$4.55%760.4k","-","50","45.45%","167.1",""
"32","Gaunz","743529$4.45%743.5k","-","34","45.09%","163.4",""
"19","Parisshelton","723722$4.33%723.7k","70","31","35.18%","159.0",""
"39","Irisviiel","722182$4.32%722.2k","-","34","45.99%","158.7",""
"50","Kirilov","679162$4.06%679.2k","-","51","36.02%","149.2",""
"36","Dohvyk","674428$4.03%674.4k","-","32","40.20%","148.2",""
"35","Ultimecia","662737$3.96%662.7k","-","34","37.67%","145.6",""
"41","Synergy","649592$3.88%649.6k","-","45","42.27%","142.7",""
"54","Changó","631462$3.78%631.5k","-","53","40.64%","138.8",""
"35","Deadstrike","621695$3.72%621.7k","-","35","44.13%","136.6",""
"45","Furckinstein","599438$3.58%599.4k","-","41","44.19%","131.7",""
"32","Jáx","590846$3.53%590.8k","-","44","31.57%","129.8",""
"35","Dietolive","535942$3.20%535.9k","-","39","34.93%","117.8",""
"75","Pemberstone","500971$3.00%501.0k","-","68","35.75%","110.1",""
"32","Bandakar","500417$2.99%500.4k","-","40","49.85%","110.0",""
"37","Flatzz","499681$2.99%499.7k","-","35","44.39%","109.8",""
"15","Seadub","479879$2.87%479.9k","-","15","24.16%","105.5",""
"19","Ishney","472318$2.82%472.3k","-","16","36.88%","103.8",""
"11","Ugara","438384$2.62%438.4k","-","12","40.43%","96.3",""
"38","Mortifier","361887$2.16%361.9k","-","34","53.74%","79.5",""
"53","Pointed","122767$0.73%122.8k","68","69","6.02%","27.0",""
"77","Furkinstine","96987$0.58%97.0k","65","88","5.84%","21.3",""
"65","Ghazan","95480$0.57%95.5k","-","62","8.92%","21.0",""
"93","Necrohealya","63917$0.38%63.9k","-","94","14.35%","14.0",""
"-","Rend","35804$0.21%35.8k","67","-","1.18%","7.9",""
"83","Pythagorean","35215$0.21%35.2k","-","82","5.30%","7.7",""
"-","Lexzie","31743$0.19%31.7k","63","-","1.74%","7.0",""
"-","Exyzee","20899$0.12%20.9k","59","-","1.58%","4.6",""
"85","Milku","19166$0.11%19.2k","-","84","0.78%","4.2",""
"-","Tastykake","17392$0.10%17.4k","-","-","0.00%","3.8",""
"63","Shamallama","16579$0.10%16.6k","68","70","3.40%","3.6",""
"-","Jarik","13729$0.08%13.7k","74","-","1.22%","3.0",""
"86","Slecht","12329$0.07%12.3k","70","87","1.44%","2.7",""
"69","Drgupta","12238$0.07%12.2k","68","75","1.43%","2.7",""
"-","Crissaegrim","11516$0.07%11.5k","-","-","0.91%","2.5",""
"68","Eighchbar","11248$0.07%11.2k","-","70","1.05%","2.5",""
"53","Lumieux","10321$0.06%10.3k","-","53","2.31%","2.3",""
"61","Wangcake","10127$0.06%10.1k","74","60","3.90%","2.2",""
"73","Deyn","8307$0.05%8.3k","-","78","0.61%","1.8",""
"45","Lavain","4847$0.03%4.8k","68","47","0.94%","1.1",""
"61","Kasako","3869$0.02%3.9k","68","68","2.35%","0.9",""
"-","Vigo","3644$0.02%3.6k","73","-","0.00%","0.8",""
"55","Tauraheim","3511$0.02%3.5k","73","56","0.86%","0.8",""
"-","Thaurisæn","2062$0.01%2.1k","70","-","0.00%","0.5",""
"-","Furrsuit","1463$0.01%1.5k","69","-","0.00%","0.3",""
"-","Numa","799$0.00%799.0","27","-","0.00%","0.2",""
"-","Deeb","485$0.00%485.0","-","-","0.00%","0.1",""
"-","Planned","358$0.00%358.0","73","-","0.00%","0.1",""
"-","Marcellusw","138$0.00%138.0","75","-","0.00%","0.0",""
"-","Parnlek","117$0.00%117.0","11","-","0.00%","0.0",""
"-","Mooimacow","34$0.00%34.0","5","-","0.00%","0.0",""
