"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","52664$13.71%52.7k","48.21%","-","44.09%","147.8",""
"Bandakar","51102$13.31%51.1k","38.56%","-","25.34%","143.4",""
"Guliveris","21687$5.65%21.7k","22.22%","66","13.95%","60.8",""
"Seadub","15592$4.06%15.6k","17.68%","70","5.27%","43.7",""
"Valara","12924$3.37%12.9k","11.70%","68","8.41%","36.3",""
"Dohvyk","12659$3.30%12.7k","22.87%","65","10.00%","35.5",""
"Pemberstone","11952$3.11%12.0k","8.63%","-","10.22%","33.5",""
"Sur","11305$2.94%11.3k","19.50%","68","5.79%","31.7",""
"Duhd","10567$2.75%10.6k","18.47%","63","6.65%","29.6",""
"Flatzz","10294$2.68%10.3k","4.16%","64","2.73%","28.9",""
"Slecht","10147$2.64%10.1k","19.76%","67","6.82%","28.5",""
"Tumblebug","9951$2.59%10.0k","24.75%","64","6.13%","27.9",""
"Ratshot","9421$2.45%9.4k","3.49%","65","3.49%","26.4",""
"Dietolive","9350$2.43%9.4k","5.46%","64","1.36%","26.2",""
"Changó","9217$2.40%9.2k","16.16%","68","1.94%","25.9",""
"Tazdink","8237$2.14%8.2k","32.21%","68","7.73%","23.1",""
"Parisshelton","7841$2.04%7.8k","28.22%","66","2.18%","22.0",""
"Deadstrike","7655$1.99%7.7k","32.07%","69","5.23%","21.5",""
"Wangcake","7635$1.99%7.6k","15.11%","69","1.70%","21.4",""
"Yunghelga","7265$1.89%7.3k","9.98%","64","0.79%","20.4",""
"Akecheta","6993$1.82%7.0k","14.48%","-","3.06%","19.6",""
"Gaunz","6826$1.78%6.8k","13.55%","-","0.79%","19.2",""
"Necrohealya","6726$1.75%6.7k","-","-","0.00%","18.9",""
"Fossett","6615$1.72%6.6k","13.64%","-","1.94%","18.6",""
"Leetwreck","6431$1.67%6.4k","26.42%","-","5.92%","18.0",""
"Pythagorean","6201$1.61%6.2k","30.68%","-","0.00%","17.4",""
"Jiero","5607$1.46%5.6k","16.06%","-","1.25%","15.7",""
"Eighchbar","5176$1.35%5.2k","-","69","0.00%","14.5",""
"Ultimecia","5067$1.32%5.1k","10.81%","72","0.00%","14.2",""
"Milku","4734$1.23%4.7k","22.37%","71","3.41%","13.3",""
"Ishney","4127$1.07%4.1k","27.19%","69","1.70%","11.6",""
"Dirtÿ","3957$1.03%4.0k","39.99%","71","3.75%","11.1",""
"Deyn","3407$0.89%3.4k","36.23%","69","0.00%","9.6",""
"Enders","3210$0.84%3.2k","12.89%","69","0.00%","9.0",""
"Guki","3127$0.81%3.1k","13.62%","69","0.00%","8.8",""
"Dankling","2260$0.59%2.3k","47.11%","67","3.53%","6.3",""
"Irisviiel","2049$0.53%2.0k","1.25%","61","0.00%","5.7",""
"Stankdik","1640$0.43%1.6k","-","66","0.00%","4.6",""
"Kirilov","1386$0.36%1.4k","24.63%","-","0.00%","3.9",""
"Hoebowjoe","888$0.23%888.0","10.03%","-","0.00%","2.5",""
"Diorvision","49$0.01%49.0","14.04%","28","0.00%","0.1",""
"Rued","44$0.01%44.0","20.00%","11","0.57%","0.1",""
"Moffa","39$0.01%39.0","35.00%","7","1.72%","0.1",""
"Xakure","4$0.00%4.0","66.67%","21","0.00%","0.0",""
