"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"61","Deyn","641690$11.08%641.7k","35.80%","70","68","53.09%","227.8",""
"49","Yunghelga","621577$10.73%621.6k","25.81%","69","58","51.17%","220.7",""
"57","Shelton","587307$10.14%587.3k","52.34%","-","61","84.99%","208.5",""
"52","Wangcake","571182$9.86%571.2k","40.80%","72","54","78.04%","202.8",""
"45","Pythagorean","549970$9.49%550.0k","26.59%","-","53","59.18%","195.3",""
"64","Eighchbar","512939$8.86%512.9k","41.39%","-","70","71.36%","182.1",""
"44","Slecht","414863$7.16%414.9k","45.81%","69","51","68.80%","147.3",""
"55","Milku","413323$7.14%413.3k","48.09%","-","54","67.73%","146.7",""
"35","Ghazan","301320$5.20%301.3k","29.83%","-","35","33.85%","107.0",""
"15","Enders","290991$5.02%291.0k","33.95%","70","18","33.18%","103.3",""
"27","Necrohealya","287925$4.97%287.9k","44.48%","71","29","53.20%","102.2",""
"16","Drgupta","275615$4.76%275.6k","37.80%","62","41","54.46%","97.9",""
"79","Fossett","24190$0.42%24.2k","28.12%","-","76","3.00%","8.6",""
"65","Guliveris","23409$0.40%23.4k","40.63%","-","64","49.78%","8.3",""
"82","Dryrun","23061$0.40%23.1k","-","67","81","3.66%","8.2",""
"62","Dohvyk","22692$0.39%22.7k","39.66%","-","60","64.73%","8.1",""
"63","Bandakar","20073$0.35%20.1k","35.15%","-","67","53.92%","7.1",""
"60","Akecheta","19610$0.34%19.6k","46.11%","-","58","60.61%","7.0",""
"60","Jáx","18856$0.33%18.9k","-","-","60","3.40%","6.7",""
"79","Ultimecia","17149$0.30%17.1k","27.04%","-","78","0.98%","6.1",""
"48","Furckinstein","15469$0.27%15.5k","47.58%","-","46","52.60%","5.5",""
"59","Decimous","13212$0.23%13.2k","49.08%","-","58","48.42%","4.7",""
"57","Changó","12598$0.22%12.6k","45.87%","68","55","41.15%","4.5",""
"63","Tumblebug","12472$0.22%12.5k","-","71","63","2.35%","4.4",""
"70","Dietolive","11688$0.20%11.7k","8.21%","70","71","0.00%","4.1",""
"49","Flatzz","11158$0.19%11.2k","58.56%","-","49","45.10%","4.0",""
"63","Parisshelton","11049$0.19%11.0k","-","-","61","2.36%","3.9",""
"47","Dïrty","10395$0.18%10.4k","54.52%","63","49","44.45%","3.7",""
"67","Synergy","9755$0.17%9.8k","30.44%","-","68","3.84%","3.5",""
"71","Pemberstone","9721$0.17%9.7k","62.45%","-","73","5.87%","3.5",""
"58","Gaunz","7600$0.13%7.6k","13.81%","-","58","0.00%","2.7",""
"72","Kirilov","5728$0.10%5.7k","75.33%","-","69","17.14%","2.0",""
"51","Crox","5687$0.10%5.7k","38.99%","-","53","1.16%","2.0",""
"81","Jiero","4138$0.07%4.1k","-","-","83","0.81%","1.5",""
"25","Duhd","3181$0.05%3.2k","-","-","26","1.15%","1.1",""
"64","Stankdik","2817$0.05%2.8k","54.08%","-","65","1.35%","1.0",""
"66","Deadstrike","2772$0.05%2.8k","69.87%","-","67","4.53%","1.0",""
"64","Seadub","2573$0.04%2.6k","59.70%","-","65","0.00%","0.9",""
"66","Ishney","2500$0.04%2.5k","23.08%","73","69","0.00%","0.9",""
