"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","830221$14.66%830.2k","50.51%","-","56.24%","254.1",""
"Bandakar","707840$12.50%707.8k","51.54%","-","49.69%","216.6",""
"Guliveris","673184$11.89%673.2k","51.71%","-","49.42%","206.0",""
"Akecheta","301041$5.32%301.0k","23.62%","-","27.18%","92.1",""
"Dohvyk","286375$5.06%286.4k","25.66%","-","27.26%","87.6",""
"Dïrty","202505$3.58%202.5k","9.75%","-","20.42%","62.0",""
"Kirilov","196070$3.46%196.1k","9.32%","74","19.16%","60.0",""
"Pointed","187374$3.31%187.4k","4.73%","-","16.90%","57.3",""
"Stankdik","179844$3.18%179.8k","12.41%","72","17.79%","55.0",""
"Deadstrike","179572$3.17%179.6k","9.66%","69","18.53%","55.0",""
"Hbar","176162$3.11%176.2k","3.59%","62","16.41%","53.9",""
"Buppybimbus","172114$3.04%172.1k","11.20%","-","15.27%","52.7",""
"Gaunz","142856$2.52%142.9k","6.26%","71","9.14%","43.7",""
"Jiero","98129$1.73%98.1k","11.65%","74","5.12%","30.0",""
"Ghazan","98084$1.73%98.1k","13.04%","71","5.98%","30.0",""
"Jáx","83832$1.48%83.8k","9.73%","-","3.87%","25.7",""
"Slecht","80360$1.42%80.4k","7.17%","70","4.14%","24.6",""
"Lumieux","80184$1.42%80.2k","6.55%","65","3.63%","24.5",""
"Wangcake","80153$1.42%80.2k","8.44%","73","4.60%","24.5",""
"Milku","79081$1.40%79.1k","16.42%","-","5.65%","24.2",""
"Kurtz","77009$1.36%77.0k","13.59%","72","3.33%","23.6",""
"Furrsuit","68653$1.21%68.7k","13.46%","-","3.73%","21.0",""
"Lavain","67834$1.20%67.8k","10.12%","68","4.34%","20.8",""
"Ugara","67745$1.20%67.7k","11.34%","67","4.58%","20.7",""
"Hypnosa","67111$1.19%67.1k","5.50%","-","2.76%","20.5",""
"Tacomojo","66135$1.17%66.1k","10.21%","63","3.11%","20.2",""
"Parisshelton","61325$1.08%61.3k","7.90%","70","3.81%","18.8",""
"Vannawight","58173$1.03%58.2k","8.58%","67","4.04%","17.8",""
"Gnarlsbarkly","58055$1.03%58.1k","2.36%","38","2.65%","17.8",""
"Irisviiel","56329$0.99%56.3k","20.51%","-","2.57%","17.2",""
"Melven","55270$0.98%55.3k","8.49%","65","2.31%","16.9",""
"Ishney","50810$0.90%50.8k","13.66%","74","3.30%","15.6",""
"Furkinstine","44899$0.79%44.9k","10.14%","-","1.35%","13.7",""
"Deyn","27845$0.49%27.8k","9.59%","70","1.58%","8.5",""
