"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","751398$22.31%751.4k","49.30%","-","63.33%","200.8",""
"Crox","392608$11.66%392.6k","59.82%","-","45.80%","104.9",""
"Changó","294316$8.74%294.3k","27.65%","68","24.77%","78.7",""
"Furckinstein","266795$7.92%266.8k","28.92%","-","25.61%","71.3",""
"Dohvyk","257721$7.65%257.7k","15.43%","-","24.90%","68.9",""
"Buffymctank","239750$7.12%239.8k","14.44%","-","26.05%","64.1",""
"Gaunz","162316$4.82%162.3k","13.44%","66","16.69%","43.4",""
"Dietolive","148866$4.42%148.9k","12.08%","-","13.65%","39.8",""
"Dirtÿ","125867$3.74%125.9k","14.37%","71","13.05%","33.6",""
"Funk","122547$3.64%122.5k","11.32%","65","11.85%","32.8",""
"Seadub","118410$3.52%118.4k","10.35%","-","15.04%","31.6",""
"Deyn","93348$2.77%93.3k","14.89%","-","8.94%","24.9",""
"Necrohealya","89698$2.66%89.7k","19.11%","-","11.83%","24.0",""
"Eighchbar","79283$2.35%79.3k","15.45%","69","10.15%","21.2",""
"Jiero","63498$1.89%63.5k","23.66%","68","10.48%","17.0",""
"Pythagorean","62148$1.85%62.1k","11.45%","70","7.35%","16.6",""
"Trolleficent","52891$1.57%52.9k","8.25%","59","7.93%","14.1",""
"Slecht","46165$1.37%46.2k","13.22%","67","5.74%","12.3",""
