"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","947717$19.10%947.7k","51.87%","-","70.17%","311.6",""
"Bandakar","476576$9.61%476.6k","49.77%","-","42.81%","156.7",""
"Darunor","365670$7.37%365.7k","44.83%","-","34.47%","120.2",""
"Flatzz","222038$4.48%222.0k","18.30%","63","18.84%","73.0",""
"Changó","212507$4.28%212.5k","20.60%","65","18.06%","69.9",""
"Trike","201480$4.06%201.5k","15.97%","63","15.52%","66.3",""
"Impervious","182102$3.67%182.1k","21.82%","61","16.14%","59.9",""
"Deadstrike","157872$3.18%157.9k","6.08%","61","16.95%","51.9",""
"Overbit","142414$2.87%142.4k","9.30%","61","16.68%","46.8",""
"Pemberstone","141329$2.85%141.3k","5.44%","59","14.06%","46.5",""
"Dankling","125877$2.54%125.9k","5.30%","57","11.20%","41.4",""
"Mementomory","122430$2.47%122.4k","2.61%","56","10.84%","40.3",""
"Trii","116608$2.35%116.6k","7.54%","-","11.37%","38.3",""
"Chainguin","113828$2.29%113.8k","8.01%","64","12.42%","37.4",""
"Ultimecia","88957$1.79%89.0k","6.88%","64","5.30%","29.3",""
"Milku","80854$1.63%80.9k","10.31%","-","4.25%","26.6",""
"Mexius","80521$1.62%80.5k","9.10%","64","6.14%","26.5",""
"Kirilov","79594$1.60%79.6k","12.42%","65","7.27%","26.2",""
"Ghazan","77121$1.55%77.1k","6.46%","63","7.01%","25.4",""
"Melven","71901$1.45%71.9k","10.92%","61","4.14%","23.6",""
"Deyn","68513$1.38%68.5k","14.25%","64","3.71%","22.5",""
"Gonz","68122$1.37%68.1k","7.22%","65","7.63%","22.4",""
"Saphex","60496$1.22%60.5k","10.46%","61","4.14%","19.9",""
"Jiero","55161$1.11%55.2k","13.87%","-","4.65%","18.1",""
"Pythagorean","53076$1.07%53.1k","6.12%","62","2.21%","17.5",""
"Hoebowjoe","51813$1.04%51.8k","12.92%","-","2.52%","17.0",""
"Dietolive","50445$1.02%50.4k","9.30%","61","1.80%","16.6",""
"Crow","49714$1.00%49.7k","7.61%","52","2.16%","16.3",""
"Tazdink","49324$0.99%49.3k","6.45%","-","1.45%","16.2",""
"Fossett","46611$0.94%46.6k","7.99%","64","2.34%","15.3",""
"Cavander","45719$0.92%45.7k","6.62%","62","2.99%","15.0",""
"Claudiu","45672$0.92%45.7k","8.53%","-","3.94%","15.0",""
"Derka","43030$0.87%43.0k","4.93%","65","2.77%","14.1",""
"Eighchbar","41772$0.84%41.8k","4.80%","58","1.96%","13.7",""
"Phugoid","41725$0.84%41.7k","8.95%","-","2.05%","13.7",""
"Funk","40762$0.82%40.8k","5.85%","60","0.69%","13.4",""
"Valara","40185$0.81%40.2k","7.76%","-","3.09%","13.2",""
"Necrohealya","38280$0.77%38.3k","8.16%","-","2.92%","12.6",""
"Grimseeker","33627$0.68%33.6k","16.88%","-","1.35%","11.1",""
"Ishney","30234$0.61%30.2k","5.99%","-","1.14%","9.9",""
