"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","672361$13.60%672.4k","54.97%","-","53.27%","264.6",""
"Bandakar","468202$9.47%468.2k","50.02%","-","45.83%","184.2",""
"Pemberstone","464041$9.39%464.0k","46.91%","-","46.82%","182.6",""
"Guliveris","405991$8.21%406.0k","45.22%","-","36.17%","159.8",""
"Dohvyk","182398$3.69%182.4k","25.50%","-","21.91%","71.8",""
"Furckinstein","176420$3.57%176.4k","19.15%","67","23.97%","69.4",""
"Changó","156521$3.17%156.5k","24.00%","68","23.52%","61.6",""
"Akecheta","151856$3.07%151.9k","22.86%","-","25.51%","59.8",""
"Flatzz","145451$2.94%145.5k","16.22%","-","20.64%","57.2",""
"Jiera","137123$2.77%137.1k","12.15%","-","16.71%","54.0",""
"Dïrty","129907$2.63%129.9k","18.29%","63","19.61%","51.1",""
"Razorgore the Untamed","111535$2.26%111.5k","-","-","2.47%","43.9",""
"Urumettu","97558$1.97%97.6k","22.36%","-","14.75%","38.4",""
"Stankdik","94190$1.91%94.2k","17.53%","-","15.52%","37.1",""
"Jáx","92663$1.87%92.7k","13.90%","-","13.30%","36.5",""
"Gaunz","85093$1.72%85.1k","11.12%","-","12.09%","33.5",""
"Synergy","83552$1.69%83.6k","14.98%","69","12.20%","32.9",""
"Ultimecia","80052$1.62%80.1k","9.78%","-","12.15%","31.5",""
"Duhd","77850$1.57%77.9k","12.71%","-","11.73%","30.6",""
"Kirilov","74599$1.51%74.6k","17.57%","-","11.25%","29.4",""
"Shelton","73667$1.49%73.7k","10.23%","-","11.27%","29.0",""
"Dietolive","65792$1.33%65.8k","3.95%","70","11.39%","25.9",""
"Yunghelga","65670$1.33%65.7k","19.74%","69","8.76%","25.8",""
"Spaghetties","63858$1.29%63.9k","5.45%","-","10.27%","25.1",""
"Tumblebug","61961$1.25%62.0k","11.92%","-","11.28%","24.4",""
"Deyn","60036$1.21%60.0k","18.40%","70","8.81%","23.6",""
"Dryrun","58022$1.17%58.0k","13.25%","-","10.31%","22.8",""
"Ishney","54935$1.11%54.9k","12.03%","-","8.80%","21.6",""
"Necrohealya","54163$1.10%54.2k","9.16%","-","11.56%","21.3",""
"Parisshelton","52561$1.06%52.6k","11.43%","-","10.09%","20.7",""
"Milku","49163$0.99%49.2k","17.10%","-","7.83%","19.3",""
"Ghazan","48953$0.99%49.0k","14.43%","-","8.61%","19.3",""
"Tauraheim","47710$0.96%47.7k","11.65%","-","8.53%","18.8",""
"Eighchbar","47506$0.96%47.5k","9.97%","-","7.79%","18.7",""
"Enders","46946$0.95%46.9k","15.01%","-","6.47%","18.5",""
"Pythagorean","45598$0.92%45.6k","9.69%","-","7.34%","17.9",""
"Drgupta","42384$0.86%42.4k","20.89%","-","6.15%","16.7",""
"Wangcake","41124$0.83%41.1k","17.86%","72","8.31%","16.2",""
"Slecht","38644$0.78%38.6k","17.94%","69","6.21%","15.2",""
"Irisviiel","38267$0.77%38.3k","15.90%","72","6.61%","15.1",""
