"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"36","Mogs","851638$5.86%851.6k","63","60","50.77%","254.6",""
"27","Valara","727910$5.01%727.9k","-","47","43.61%","217.6",""
"16","Changó","694759$4.78%694.8k","66","10","60.28%","207.7",""
"31","Jiero","689018$4.74%689.0k","-","42","66.52%","206.0",""
"8","Chingu","680988$4.68%681.0k","62","23","49.26%","203.6",""
"16","Impervious","679846$4.67%679.8k","-","17","61.40%","203.2",""
"18","Muhhgi","674678$4.64%674.7k","-","18","66.35%","201.7",""
"24","Hoebowjoe","670888$4.61%670.9k","-","39","34.80%","200.5",""
"7","Chainguin","649877$4.47%649.9k","66","10","47.19%","194.3",""
"7","Kirilov","649296$4.46%649.3k","64","14","47.20%","194.1",""
"7","Trii","637279$4.38%637.3k","67","10","44.46%","190.5",""
"6","Deadstrike","621087$4.27%621.1k","65","9","49.03%","185.6",""
"20","Dirtÿ","576735$3.97%576.7k","-","35","39.00%","172.4",""
"6","Overbit","566643$3.90%566.6k","62","14","46.62%","169.4",""
"16","Cavander","485321$3.34%485.3k","65","25","46.35%","145.1",""
"19","Ultimecia","452432$3.11%452.4k","-","27","57.40%","135.2",""
"33","Crox","427243$2.94%427.2k","-","35","79.04%","127.7",""
"27","Bandakar","409282$2.81%409.3k","-","24","66.19%","122.3",""
"21","Fossett","365944$2.52%365.9k","-","29","54.01%","109.4",""
"10","Ennja","354507$2.44%354.5k","56","41","70.61%","106.0",""
"15","Leetwreck","343349$2.36%343.3k","60","29","37.89%","102.6",""
"7","Claudiu","337740$2.32%337.7k","65","10","29.77%","101.0",""
"6","Urumettu","324594$2.23%324.6k","-","19","42.90%","97.0",""
"13","Akecheta","321511$2.21%321.5k","-","9","33.50%","96.1",""
"11","Dietolive","315435$2.17%315.4k","-","26","44.10%","94.3",""
"4","Ishney","269860$1.86%269.9k","-","5","38.72%","80.7",""
"5","Danty","264659$1.82%264.7k","-","4","56.57%","79.1",""
"31","Pemberstone","250794$1.72%250.8k","-","28","28.01%","75.0",""
"3","Minuteman","188734$1.30%188.7k","63","6","16.43%","56.4",""
"93","Gonz","12839$0.09%12.8k","-","93","0.00%","3.8",""
"88","Tazdink","11344$0.08%11.3k","64","90","2.17%","3.4",""
"79","Slecht","10189$0.07%10.2k","62","83","3.22%","3.0",""
"96","Pythagorean","8914$0.06%8.9k","65","96","0.75%","2.7",""
"48","Eighchbar","6991$0.05%7.0k","-","57","1.54%","2.1",""
"88","Ghazan","3064$0.02%3.1k","-","90","0.58%","0.9",""
"45","Milku","2807$0.02%2.8k","68","44","0.56%","0.8",""
"-","Necrohealya","2586$0.02%2.6k","67","-","0.64%","0.8",""
"78","Wangcake","777$0.01%777.0","-","80","0.67%","0.2",""
"91","Deyn","544$0.00%544.0","-","92","0.00%","0.2",""
"93","Enders","407$0.00%407.0","-","92","0.76%","0.1",""
