"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"70","Deyn","549634$9.70%549.6k","38.28%","-","66","43.89%","189.3",""
"56","Yunghelga","533273$9.41%533.3k","32.03%","68","56","45.39%","183.6",""
"46","Wangcake","504157$8.90%504.2k","50.74%","-","47","77.13%","173.6",""
"66","Milku","451292$7.97%451.3k","53.05%","71","61","80.13%","155.4",""
"36","Enders","447633$7.90%447.6k","39.93%","71","34","50.33%","154.1",""
"53","Pythagorean","447441$7.90%447.4k","41.56%","-","53","51.94%","154.1",""
"34","Shelton","422366$7.46%422.4k","52.53%","-","37","76.40%","145.4",""
"59","Eighchbar","413710$7.30%413.7k","51.13%","-","62","73.59%","142.4",""
"51","Slecht","395048$6.97%395.0k","52.58%","69","51","74.95%","136.0",""
"37","Necrohealya","384948$6.79%384.9k","59.18%","-","38","75.51%","132.5",""
"36","Tauraheim","335158$5.92%335.2k","54.43%","-","37","67.66%","115.4",""
"50","Ratshot","319467$5.64%319.5k","55.79%","-","59","66.35%","110.0",""
"62","Ghazan","129767$2.29%129.8k","28.89%","-","61","14.30%","44.7",""
"92","Hoebowjoe","41003$0.72%41.0k","-","-","92","7.31%","14.1",""
"82","Jáx","31708$0.56%31.7k","-","65","83","5.85%","10.9",""
"74","Bandakar","26437$0.47%26.4k","34.58%","-","73","46.89%","9.1",""
"76","Fossett","25198$0.44%25.2k","24.97%","70","75","3.72%","8.7",""
"65","Akecheta","18934$0.33%18.9k","45.69%","-","63","58.22%","6.5",""
"60","Dohvyk","17054$0.30%17.1k","47.93%","-","60","58.65%","5.9",""
"74","Ultimecia","15383$0.27%15.4k","50.52%","-","73","0.00%","5.3",""
"48","Furckinstein","15284$0.27%15.3k","45.93%","-","46","50.42%","5.3",""
"62","Guliveris","15002$0.26%15.0k","41.11%","-","60","33.02%","5.2",""
"60","Flatzz","12626$0.22%12.6k","55.57%","-","59","50.80%","4.3",""
"71","Pemberstone","12071$0.21%12.1k","57.10%","-","73","6.86%","4.2",""
"54","Valara","11648$0.21%11.6k","-","-","54","2.68%","4.0",""
"65","Dietolive","10322$0.18%10.3k","17.18%","70","64","0.78%","3.6",""
"32","Changó","9519$0.17%9.5k","58.92%","68","30","44.32%","3.3",""
"46","Tumblebug","9189$0.16%9.2k","-","-","45","1.26%","3.2",""
"46","Decimous","9172$0.16%9.2k","51.04%","63","45","26.47%","3.2",""
"51","Parisshelton","8475$0.15%8.5k","16.42%","69","50","0.91%","2.9",""
"42","Danty","7857$0.14%7.9k","54.89%","68","40","28.01%","2.7",""
"67","Stankdik","6007$0.11%6.0k","25.83%","-","70","1.78%","2.1",""
"69","Kirilov","5881$0.10%5.9k","39.79%","72","69","2.36%","2.0",""
"73","Deadstrike","5833$0.10%5.8k","48.43%","69","77","4.10%","2.0",""
"51","Crox","4029$0.07%4.0k","46.57%","-","50","0.72%","1.4",""
"64","Gaunz","3682$0.06%3.7k","14.77%","-","65","0.00%","1.3",""
"72","Ishney","3642$0.06%3.6k","32.38%","73","71","0.00%","1.3",""
"21","Duhd","2118$0.04%2.1k","-","-","19","0.00%","0.7",""
"11","Dirtÿ","1840$0.03%1.8k","-","-","9","0.00%","0.6",""
"59","Irisviiel","1490$0.03%1.5k","40.40%","-","60","0.00%","0.5",""
