"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","90337$33.65%90.3k","52.49%","61","47.78%","278.2",""
"Bandakar","22965$8.55%23.0k","59.28%","62","23.06%","70.7",""
"Akecheta","14032$5.23%14.0k","15.51%","-","6.62%","43.2",""
"Gonz","13301$4.95%13.3k","28.82%","65","4.50%","41.0",""
"Darunor","9654$3.60%9.7k","42.87%","60","7.87%","29.7",""
"Nakur","9257$3.45%9.3k","26.04%","64","4.25%","28.5",""
"Hoebowjoe","8400$3.13%8.4k","9.50%","62","0.00%","25.9",""
"Impervious","7676$2.86%7.7k","-","60","0.00%","23.6",""
"Trike","7584$2.82%7.6k","18.12%","63","5.25%","23.4",""
"Phugoid","6720$2.50%6.7k","13.96%","65","5.25%","20.7",""
"Pemberstone","6603$2.46%6.6k","-","-","0.00%","20.3",""
"Enders","6268$2.33%6.3k","7.82%","63","0.00%","19.3",""
"Jiero","5738$2.14%5.7k","14.29%","66","3.13%","17.7",""
"Necrohealya","5151$1.92%5.2k","-","62","0.00%","15.9",""
"Cavander","4445$1.66%4.4k","16.79%","62","2.51%","13.7",""
"Minuteman","4191$1.56%4.2k","27.37%","61","5.87%","12.9",""
"Funk","3770$1.40%3.8k","-","61","0.00%","11.6",""
"Mexius","3646$1.36%3.6k","12.48%","62","0.00%","11.2",""
"Eighchbar","3587$1.34%3.6k","-","55","0.00%","11.0",""
"Furckinstein","3456$1.29%3.5k","38.85%","-","8.46%","10.6",""
"Deadstrike","3116$1.16%3.1k","10.54%","61","2.74%","9.6",""
"Flatzz","3057$1.14%3.1k","8.91%","-","0.00%","9.4",""
"Overbit","2916$1.09%2.9k","11.37%","61","1.14%","9.0",""
"Pythagorean","2816$1.05%2.8k","15.41%","62","2.62%","8.7",""
"Changó","2455$0.91%2.5k","31.71%","64","3.37%","7.6",""
"Danty","2451$0.91%2.5k","38.11%","64","4.37%","7.5",""
"Hii","2428$0.90%2.4k","21.75%","62","0.61%","7.5",""
"Valara","2116$0.79%2.1k","-","60","0.00%","6.5",""
"Ghazan","1853$0.69%1.9k","10.05%","59","0.00%","5.7",""
"Mogs","1716$0.64%1.7k","25.00%","62","0.00%","5.3",""
"Fossett","1448$0.54%1.4k","-","64","0.00%","4.5",""
"Ishney","1399$0.52%1.4k","-","60","0.00%","4.3",""
"Dirtypantiz","1361$0.51%1.4k","24.97%","57","0.00%","4.2",""
"Chainguin","1198$0.45%1.2k","22.11%","64","2.12%","3.7",""
"Deyn","777$0.29%777.0","31.60%","63","0.62%","2.4",""
"Claudiu","328$0.12%328.0","16.33%","60","0.00%","1.0",""
"Trii","276$0.10%276.0","27.94%","64","0.00%","0.8",""
