"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1520957$13.62%1.52m","60.32%","-","58.87%","265.5",""
"Bandakar","876067$7.84%876.1k","55.94%","-","36.38%","152.9",""
"Darunor","768350$6.88%768.4k","50.32%","-","33.67%","134.1",""
"Danty","649492$5.81%649.5k","48.82%","-","29.00%","113.4",""
"Furckinstein","452171$4.05%452.2k","35.76%","-","25.12%","78.9",""
"Flatzz","385498$3.45%385.5k","24.68%","-","24.08%","67.3",""
"Pemberstone","363337$3.25%363.3k","40.40%","-","20.27%","63.4",""
"Akecheta","362974$3.25%363.0k","17.18%","-","20.06%","63.4",""
"Razorgore the Untamed","329953$2.95%330.0k","-","-","0.87%","57.6",""
"Changó","304440$2.73%304.4k","20.47%","67","18.20%","53.1",""
"Deadstrike","286036$2.56%286.0k","19.24%","-","18.18%","49.9",""
"Minuteman","279674$2.50%279.7k","14.21%","-","15.47%","48.8",""
"Overbit","265145$2.37%265.1k","15.07%","-","15.34%","46.3",""
"Dankling","220293$1.97%220.3k","13.28%","64","13.75%","38.5",""
"Chainguin","205326$1.84%205.3k","18.76%","-","15.10%","35.8",""
"Ultimecia","201798$1.81%201.8k","15.94%","-","11.54%","35.2",""
"Dietolive","201342$1.80%201.3k","11.55%","-","12.32%","35.1",""
"Spicyhot","191773$1.72%191.8k","18.32%","66","11.13%","33.5",""
"Mogs","185396$1.66%185.4k","11.20%","65","11.27%","32.4",""
"Hoebowjoe","184680$1.65%184.7k","16.79%","-","11.83%","32.2",""
"Mexius","182694$1.64%182.7k","14.54%","-","11.40%","31.9",""
"Kirilov","178395$1.60%178.4k","17.65%","-","10.78%","31.1",""
"Guki","171584$1.54%171.6k","14.10%","63","9.39%","30.0",""
"Deyn","165556$1.48%165.6k","21.76%","-","10.00%","28.9",""
"Jiero","165299$1.48%165.3k","24.08%","-","11.29%","28.9",""
"Gonz","163354$1.46%163.4k","20.50%","67","8.93%","28.5",""
"Milku","160406$1.44%160.4k","14.17%","-","6.69%","28.0",""
"Dirtÿ","151781$1.36%151.8k","16.70%","-","10.50%","26.5",""
"Enders","141435$1.27%141.4k","13.97%","67","7.49%","24.7",""
"Tazdink","139728$1.25%139.7k","19.83%","-","6.70%","24.4",""
"Eighchbar","135937$1.22%135.9k","13.51%","66","7.13%","23.7",""
"Cavander","125044$1.12%125.0k","20.88%","-","8.03%","21.8",""
"Necrohealya","123875$1.11%123.9k","14.86%","-","7.49%","21.6",""
"Fossett","123577$1.11%123.6k","12.79%","-","7.83%","21.6",""
"Ghazan","123479$1.11%123.5k","28.97%","-","9.42%","21.6",""
"Valara","123262$1.10%123.3k","15.03%","-","8.06%","21.5",""
"Ishney","113502$1.02%113.5k","23.39%","-","6.59%","19.8",""
"Slecht","113388$1.02%113.4k","12.00%","64","5.87%","19.8",""
"Tumblebug","110316$0.99%110.3k","12.36%","-","6.04%","19.3",""
"Pythagorean","110280$0.99%110.3k","13.62%","-","6.63%","19.3",""
"Wangcake","96312$0.86%96.3k","13.89%","-","5.01%","16.8",""
"Dohvyk","15384$0.14%15.4k","7.51%","59","0.00%","2.7",""
