"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"85","Duhd","1036687$6.40%1.04m","70","81","67.93%","353.7",""
"43","Stankdik","926145$5.72%926.1k","69","44","66.92%","316.0",""
"72","Jiero","908223$5.61%908.2k","-","63","73.90%","309.9",""
"49","Akecheta","888119$5.48%888.1k","-","40","79.62%","303.0",""
"61","Parisshelton","880275$5.43%880.3k","69","57","66.88%","300.4",""
"27","Synergy","803828$4.96%803.8k","66","39","66.91%","274.3",""
"53","Changó","800290$4.94%800.3k","-","44","69.56%","273.1",""
"58","Dryrun","793328$4.90%793.3k","64","80","66.95%","270.7",""
"37","Urumettu","724740$4.47%724.7k","67","39","69.95%","247.3",""
"31","Dïrty","719259$4.44%719.3k","-","41","69.38%","245.4",""
"35","Furckinstein","707652$4.37%707.7k","67","30","66.39%","241.5",""
"37","Irisviiel","695145$4.29%695.1k","72","25","61.96%","237.2",""
"60","Dietolive","639208$3.95%639.2k","70","54","42.36%","218.1",""
"34","Seadub","584584$3.61%584.6k","70","27","59.34%","199.5",""
"19","Ishney","581570$3.59%581.6k","73","11","72.82%","198.4",""
"49","Bandakar","566294$3.50%566.3k","-","55","72.69%","193.2",""
"48","Guliveris","557798$3.44%557.8k","-","45","71.27%","190.3",""
"25","Daxis","552665$3.41%552.7k","65","38","59.86%","188.6",""
"42","Hoebowjoe","544581$3.36%544.6k","69","37","68.53%","185.8",""
"59","Fossett","540931$3.34%540.9k","71","46","51.57%","184.6",""
"16","Joepesci","536166$3.31%536.2k","-","45","59.69%","182.9",""
"48","Crox","396993$2.45%397.0k","-","41","74.64%","135.5",""
"24","Valayra","358339$2.21%358.3k","-","73","53.42%","122.3",""
"71","Ghazan","204491$1.26%204.5k","-","69","25.37%","69.8",""
"80","Valara","86930$0.54%86.9k","69","76","7.44%","29.7",""
"58","Pointed","79429$0.49%79.4k","64","85","8.91%","27.1",""
"68","Enders","19111$0.12%19.1k","71","68","4.65%","6.5",""
"95","Slecht","17621$0.11%17.6k","69","95","8.02%","6.0",""
"89","Pythagorean","12925$0.08%12.9k","70","89","4.33%","4.4",""
"89","Gonz","11949$0.07%11.9k","-","89","1.06%","4.1",""
"91","Necrohealya","9466$0.06%9.5k","70","91","1.82%","3.2",""
"82","Kasako","4622$0.03%4.6k","-","84","3.34%","1.6",""
"-","Tauraheim","4180$0.03%4.2k","-","-","1.39%","1.4",""
"81","Wangcake","2704$0.02%2.7k","70","81","1.16%","0.9",""
"61","Yunghelga","1142$0.01%1.1k","69","57","0.00%","0.4",""
"65","Eighchbar","1129$0.01%1.1k","-","68","0.57%","0.4",""
"-","Magma Totem IV","612$0.00%612.0","-","-","0.00%","0.2",""
