"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"52","Akecheta","1096496$5.19%1.10m","-","47","74.54%","377.5",""
"46","Dohvyk","1096120$5.19%1.10m","-","45","72.88%","377.4",""
"78","Duhd","983849$4.66%983.8k","-","78","63.46%","338.8",""
"73","Parisshelton","977481$4.63%977.5k","69","75","57.29%","336.6",""
"40","Furckinstein","955038$4.52%955.0k","-","35","63.39%","328.8",""
"33","Flatzz","893796$4.23%893.8k","-","34","74.66%","307.8",""
"52","Dirtÿ","887722$4.20%887.7k","-","39","58.91%","305.7",""
"42","Stankdik","882675$4.18%882.7k","-","48","56.23%","303.9",""
"60","Ultimecia","876479$4.15%876.5k","-","54","65.42%","301.8",""
"51","Hoebowjoe","851871$4.03%851.9k","-","55","56.95%","293.3",""
"70","Dietolive","849528$4.02%849.5k","70","66","61.38%","292.5",""
"38","Jáx","806314$3.82%806.3k","65","59","57.02%","277.6",""
"65","Bandakar","792276$3.75%792.3k","-","61","78.66%","272.8",""
"26","Changó","744399$3.52%744.4k","68","21","60.51%","256.3",""
"48","Irisviiel","720462$3.41%720.5k","-","54","62.42%","248.1",""
"41","Kirilov","689569$3.26%689.6k","72","35","42.37%","237.4",""
"58","Gaunz","667749$3.16%667.7k","-","65","54.01%","229.9",""
"20","Deadstrike","645721$3.06%645.7k","69","23","53.58%","222.3",""
"55","Valara","637617$3.02%637.6k","-","62","48.18%","219.5",""
"56","Guliveris","635138$3.01%635.1k","-","50","67.34%","218.7",""
"81","Pemberstone","611003$2.89%611.0k","-","79","68.13%","210.4",""
"62","Fossett","595210$2.82%595.2k","70","56","52.72%","204.9",""
"28","Danty","521679$2.47%521.7k","68","23","47.94%","179.6",""
"14","Tumblebug","504221$2.39%504.2k","-","14","43.93%","173.6",""
"59","Crox","496697$2.35%496.7k","-","57","68.99%","171.0",""
"16","Decimous","492102$2.33%492.1k","63","17","54.47%","169.4",""
"24","Ishney","477794$2.26%477.8k","73","16","57.61%","164.5",""
"46","Ghazan","372401$1.76%372.4k","-","44","34.44%","128.2",""
"17","Daxis","147457$0.70%147.5k","65","34","17.19%","50.8",""
"97","Deyn","79820$0.38%79.8k","-","98","1.58%","27.5",""
"80","Ratshot","56844$0.27%56.8k","-","81","4.50%","19.6",""
"75","Pythagorean","21209$0.10%21.2k","-","75","1.60%","7.3",""
"88","Necrohealya","18103$0.09%18.1k","-","88","1.31%","6.2",""
"64","Tauraheim","15902$0.08%15.9k","-","65","2.52%","5.5",""
"84","Slecht","13947$0.07%13.9k","69","84","3.16%","4.8",""
"92","Wangcake","11482$0.05%11.5k","-","92","0.00%","4.0",""
"48","Eighchbar","3092$0.01%3.1k","-","48","0.53%","1.1",""
"87","Yunghelga","2312$0.01%2.3k","68","88","0.84%","0.8",""
"58","Milku","2147$0.01%2.1k","71","57","0.71%","0.7",""
"-","Shelton","255$0.00%255.0","-","-","0.00%","0.1",""
