"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","95972$20.00%96.0k","48.14%","65","52.14%","247.4",""
"Bandakar","67800$14.13%67.8k","47.18%","-","35.48%","174.8",""
"Danty","21637$4.51%21.6k","39.00%","64","10.86%","55.8",""
"Drtymilk","20404$4.25%20.4k","21.64%","58","6.81%","52.6",""
"Changó","19008$3.96%19.0k","17.10%","66","5.11%","49.0",""
"Indignant","17406$3.63%17.4k","5.58%","59","2.30%","44.9",""
"Pemberstone","16499$3.44%16.5k","22.57%","-","9.81%","42.5",""
"Mexius","16160$3.37%16.2k","27.14%","65","5.65%","41.7",""
"Eighchbar","15594$3.25%15.6k","13.69%","61","5.76%","40.2",""
"Fossett","14969$3.12%15.0k","13.55%","65","6.06%","38.6",""
"Ultimecia","14886$3.10%14.9k","6.76%","66","2.45%","38.4",""
"Natu","14690$3.06%14.7k","25.97%","60","8.36%","37.9",""
"Takanu","14478$3.02%14.5k","3.56%","63","0.63%","37.3",""
"Ragewind","12842$2.68%12.8k","14.35%","60","4.84%","33.1",""
"Slybanana","12348$2.57%12.3k","7.51%","62","1.36%","31.8",""
"Kagomi","11190$2.33%11.2k","1.11%","59","4.18%","28.8",""
"Deyn","9941$2.07%9.9k","11.13%","64","1.05%","25.6",""
"Gonz","9856$2.05%9.9k","21.11%","65","3.12%","25.4",""
"Wangcake","8515$1.77%8.5k","-","-","0.00%","21.9",""
"Milku","7910$1.65%7.9k","24.01%","68","3.13%","20.4",""
"Valara","7764$1.62%7.8k","32.63%","65","3.23%","20.0",""
"Muhhgi","7548$1.57%7.5k","29.73%","64","1.36%","19.5",""
"Flatzz","6752$1.41%6.8k","5.39%","64","0.62%","17.4",""
"Hoebowjoe","6040$1.26%6.0k","16.38%","65","2.71%","15.6",""
"Leetwreck","5998$1.25%6.0k","26.29%","60","2.60%","15.5",""
"Jiero","5510$1.15%5.5k","26.57%","66","3.85%","14.2",""
"Claudiu","4410$0.92%4.4k","15.74%","65","2.91%","11.4",""
"Pythagorean","4156$0.87%4.2k","1.84%","65","0.00%","10.7",""
"Urumettu","3015$0.63%3.0k","15.21%","61","0.00%","7.8",""
"Deadstrike","2714$0.57%2.7k","14.92%","65","1.36%","7.0",""
"Kirilov","1638$0.34%1.6k","24.10%","65","1.16%","4.2",""
"Chingu","1352$0.28%1.4k","25.01%","61","0.00%","3.5",""
"Slecht","941$0.20%941.0","49.97%","58","0.00%","2.4",""
