"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","723002$12.26%723.0k","57.85%","-","57.91%","252.5",""
"Crox","683566$11.59%683.6k","58.41%","-","47.79%","238.7",""
"Pemberstone","596914$10.12%596.9k","53.93%","-","47.90%","208.4",""
"Guliveris","391155$6.63%391.2k","41.48%","-","34.41%","136.6",""
"Akecheta","253263$4.29%253.3k","18.93%","-","32.34%","88.4",""
"Changó","222847$3.78%222.8k","20.47%","-","26.79%","77.8",""
"Leetwreck","218457$3.70%218.5k","18.48%","-","26.16%","76.3",""
"Dohvyk","210887$3.57%210.9k","15.63%","-","25.65%","73.6",""
"Flatzz","205432$3.48%205.4k","11.81%","-","27.69%","71.7",""
"Deadstrike","143683$2.44%143.7k","17.95%","-","19.27%","50.2",""
"Stankdik","138241$2.34%138.2k","10.20%","67","18.58%","48.3",""
"Kirilov","124018$2.10%124.0k","15.78%","-","19.33%","43.3",""
"Dankling","110656$1.88%110.7k","13.42%","66","16.14%","38.6",""
"Gaunz","108831$1.84%108.8k","12.97%","66","12.72%","38.0",""
"Ultimecia","98424$1.67%98.4k","13.21%","-","12.94%","34.4",""
"Dietolive","98001$1.66%98.0k","7.79%","70","13.13%","34.2",""
"Duhd","92906$1.57%92.9k","10.98%","64","11.31%","32.4",""
"Dirtÿ","90969$1.54%91.0k","10.32%","71","10.29%","31.8",""
"Razorgore the Untamed","90577$1.54%90.6k","-","-","1.45%","31.6",""
"Hoebowjoe","87309$1.48%87.3k","10.53%","-","17.47%","30.5",""
"Jiero","85685$1.45%85.7k","22.56%","-","15.14%","29.9",""
"Seadub","84388$1.43%84.4k","6.93%","70","9.65%","29.5",""
"Parisshelton","81331$1.38%81.3k","9.00%","68","11.44%","28.4",""
"Milku","71804$1.22%71.8k","21.86%","-","8.31%","25.1",""
"Ratshot","64848$1.10%64.8k","12.26%","65","10.18%","22.6",""
"Sur","63899$1.08%63.9k","15.02%","68","7.88%","22.3",""
"Necrohealya","62380$1.06%62.4k","13.80%","70","8.33%","21.8",""
"Tumblebug","61265$1.04%61.3k","11.74%","-","9.35%","21.4",""
"Valara","60260$1.02%60.3k","9.33%","-","7.86%","21.0",""
"Tazdink","56823$0.96%56.8k","16.17%","68","7.67%","19.8",""
"Fossett","56679$0.96%56.7k","9.88%","68","7.19%","19.8",""
"Enders","53049$0.90%53.0k","17.57%","-","7.22%","18.5",""
"Yunghelga","51064$0.87%51.1k","20.67%","64","9.50%","17.8",""
"Wangcake","48814$0.83%48.8k","9.14%","70","6.69%","17.0",""
"Irisviiel","48124$0.82%48.1k","8.04%","61","7.26%","16.8",""
"Eighchbar","47516$0.81%47.5k","10.85%","-","6.75%","16.6",""
"Pythagorean","46499$0.79%46.5k","10.35%","-","6.38%","16.2",""
"Shelton","45948$0.78%45.9k","6.17%","66","5.95%","16.0",""
"Deyn","44588$0.76%44.6k","20.04%","69","6.72%","15.6",""
"Slecht","37980$0.64%38.0k","15.85%","67","4.59%","13.3",""
"Ishney","36878$0.63%36.9k","18.53%","-","6.46%","12.9",""
