"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","457124$11.76%457.1k","57.95%","-","57.58%","244.5",""
"Guliveris","448834$11.55%448.8k","52.04%","-","53.63%","240.1",""
"Bandakar","410015$10.55%410.0k","56.64%","-","50.31%","219.3",""
"Mortifier","207267$5.33%207.3k","55.94%","-","35.47%","110.9",""
"Dohvyk","185943$4.78%185.9k","31.11%","-","24.25%","99.5",""
"Flatzz","171242$4.41%171.2k","43.85%","-","29.58%","91.6",""
"Changó","166435$4.28%166.4k","41.22%","-","20.74%","89.0",""
"Akecheta","153108$3.94%153.1k","26.00%","-","21.63%","81.9",""
"Furckinstein","122810$3.16%122.8k","28.40%","-","17.21%","65.7",""
"Kirilov","120105$3.09%120.1k","17.41%","-","16.06%","64.2",""
"Deadstrike","113891$2.93%113.9k","16.42%","-","16.44%","60.9",""
"Nimda","101495$2.61%101.5k","20.77%","-","11.90%","54.3",""
"Synergy","100554$2.59%100.6k","14.62%","-","13.91%","53.8",""
"Tauraheim","65960$1.70%66.0k","33.69%","73","11.02%","35.3",""
"Ultimecia","62511$1.61%62.5k","16.81%","-","10.86%","33.4",""
"Seadub","61789$1.59%61.8k","19.71%","-","6.82%","33.1",""
"Lumieux","61002$1.57%61.0k","11.73%","-","5.63%","32.6",""
"Kurtz","58853$1.51%58.9k","18.23%","72","8.41%","31.5",""
"Dietolive","57098$1.47%57.1k","17.21%","-","11.66%","30.5",""
"Parisshelton","56520$1.45%56.5k","15.66%","70","10.94%","30.2",""
"Lavain","55787$1.44%55.8k","16.46%","-","5.73%","29.8",""
"Shamallama","55496$1.43%55.5k","29.18%","-","5.76%","29.7",""
"Jáx","50200$1.29%50.2k","11.66%","71","7.47%","26.9",""
"Deyn","48631$1.25%48.6k","23.67%","70","3.44%","26.0",""
"Milku","48185$1.24%48.2k","15.50%","-","4.43%","25.8",""
"Pythagorean","47688$1.23%47.7k","14.05%","72","6.00%","25.5",""
"Melven","43600$1.12%43.6k","11.77%","68","6.40%","23.3",""
"Duhd","40728$1.05%40.7k","13.61%","70","6.77%","21.8",""
"Jiero","38820$1.00%38.8k","29.38%","74","4.06%","20.8",""
"Gaunz","38598$0.99%38.6k","11.11%","-","6.19%","20.6",""
"Eighchbar","37603$0.97%37.6k","15.75%","-","2.45%","20.1",""
"Urumettu","36907$0.95%36.9k","21.71%","-","3.68%","19.7",""
"Drgupta","35926$0.92%35.9k","27.81%","67","4.04%","19.2",""
"Ghazan","31022$0.80%31.0k","34.02%","-","3.82%","16.6",""
"Slecht","31004$0.80%31.0k","17.34%","70","2.39%","16.6",""
"Ugara","23159$0.60%23.2k","25.56%","-","4.32%","12.4",""
"Irisviiel","22758$0.59%22.8k","19.09%","75","4.12%","12.2",""
"Ishney","17985$0.46%18.0k","20.43%","-","3.62%","9.6",""
