"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"55","Funk","1024242$5.08%1.02m","60","71","62.96%","295.1",""
"56","Changó","1002297$4.97%1.00m","-","48","62.98%","288.8",""
"63","Trike","997952$4.94%998.0k","-","60","62.06%","287.5",""
"39","Flatzz","940891$4.66%940.9k","62","33","66.72%","271.1",""
"62","Mogs","923729$4.58%923.7k","62","63","56.80%","266.2",""
"52","Akecheta","916123$4.54%916.1k","62","48","66.74%","264.0",""
"49","Impervious","904167$4.48%904.2k","60","58","57.50%","260.5",""
"39","Hoebowjoe","888852$4.40%888.9k","62","38","52.92%","256.1",""
"25","Overbit","863098$4.28%863.1k","-","42","59.65%","248.7",""
"56","Jiero","858194$4.25%858.2k","66","48","69.69%","247.3",""
"30","Deadstrike","856374$4.24%856.4k","61","51","66.25%","246.7",""
"43","Valara","805070$3.99%805.1k","60","59","55.36%","232.0",""
"21","Chingu","772063$3.83%772.1k","54","70","60.28%","222.5",""
"35","Cavander","737568$3.65%737.6k","62","36","56.55%","212.5",""
"36","Danty","710582$3.52%710.6k","-","32","65.14%","204.7",""
"28","Trii","694143$3.44%694.1k","63","34","51.11%","200.0",""
"44","Fossett","667803$3.31%667.8k","-","35","59.58%","192.4",""
"36","Mexius","655533$3.25%655.5k","-","34","57.83%","188.9",""
"13","Chainguin","648406$3.21%648.4k","-","15","53.22%","186.8",""
"57","Pemberstone","608347$3.01%608.3k","-","54","53.30%","175.3",""
"13","Minuteman","572240$2.84%572.2k","61","22","49.61%","164.9",""
"13","Claudiu","564062$2.79%564.1k","60","20","43.76%","162.5",""
"9","Ishney","466766$2.31%466.8k","58","26","42.33%","134.5",""
"51","Crox","445348$2.21%445.3k","-","57","82.03%","128.3",""
"29","Bandakar","427971$2.12%428.0k","62","33","77.16%","123.3",""
"18","Dadikins","425271$2.11%425.3k","58","30","47.68%","122.5",""
"34","Darunor","359194$1.78%359.2k","-","37","64.64%","103.5",""
"20","Furckinstein","329453$1.63%329.5k","-","17","58.87%","94.9",""
"94","Hii","39653$0.20%39.7k","-","94","6.10%","11.4",""
"68","Gonz","19559$0.10%19.6k","65","67","3.11%","5.6",""
"50","Tazdink","15688$0.08%15.7k","-","50","1.94%","4.5",""
"96","Derka","12200$0.06%12.2k","-","96","3.90%","3.5",""
"99","Ghazan","9268$0.05%9.3k","-","99","0.97%","2.7",""
"95","Nakur","8813$0.04%8.8k","64","95","4.38%","2.5",""
"97","Necrohealya","6171$0.03%6.2k","62","98","1.09%","1.8",""
"95","Enders","3215$0.02%3.2k","63","95","0.53%","0.9",""
"-","Pythagorean","1083$0.01%1.1k","-","-","0.00%","0.3",""
