"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","1169017$9.73%1.17m","60.38%","-","36.11%","211.3",""
"Guliveris","925272$7.70%925.3k","56.66%","-","33.13%","167.2",""
"Pemberstone","821971$6.84%822.0k","56.39%","-","35.82%","148.5",""
"Gaunz","631663$5.26%631.7k","50.03%","-","16.84%","114.2",""
"Flatzz","565187$4.70%565.2k","47.96%","-","20.11%","102.1",""
"Dietolive","537350$4.47%537.4k","52.53%","-","11.86%","97.1",""
"Mortifier","388809$3.24%388.8k","47.50%","-","19.34%","70.3",""
"Furckinstein","371017$3.09%371.0k","34.02%","-","12.86%","67.1",""
"Akecheta","343466$2.86%343.5k","36.79%","-","14.59%","62.1",""
"Decimous","341571$2.84%341.6k","31.20%","-","12.73%","61.7",""
"Deadstrike","307197$2.56%307.2k","20.19%","-","8.06%","55.5",""
"Dohvyk","259768$2.16%259.8k","26.12%","-","10.41%","46.9",""
"Changó","253121$2.11%253.1k","27.60%","-","8.80%","45.7",""
"Eighchbar","238252$1.98%238.3k","8.15%","-","8.16%","43.1",""
"Tauraheim","234561$1.95%234.6k","17.21%","-","7.37%","42.4",""
"Milku","233514$1.94%233.5k","14.87%","-","7.05%","42.2",""
"Seadub","233336$1.94%233.3k","7.72%","71","5.82%","42.2",""
"Synergy","232989$1.94%233.0k","17.32%","-","5.87%","42.1",""
"Wangcake","232050$1.93%232.1k","9.64%","74","9.00%","41.9",""
"Deyn","221356$1.84%221.4k","19.62%","-","8.60%","40.0",""
"Kirilov","216735$1.80%216.7k","19.92%","74","8.00%","39.2",""
"Slecht","211131$1.76%211.1k","10.11%","70","8.33%","38.2",""
"Stankdik","205329$1.71%205.3k","17.31%","-","5.83%","37.1",""
"Necrohealya","202742$1.69%202.7k","12.20%","70","7.95%","36.6",""
"Drgupta","202141$1.68%202.1k","21.70%","67","7.93%","36.5",""
"Melven","196667$1.64%196.7k","8.40%","66","6.02%","35.5",""
"Lumieux","188790$1.57%188.8k","9.18%","66","6.26%","34.1",""
"Lavain","187715$1.56%187.7k","10.53%","68","7.03%","33.9",""
"Ghazan","187290$1.56%187.3k","22.38%","-","9.63%","33.8",""
"Pythagorean","182673$1.52%182.7k","9.89%","-","5.89%","33.0",""
"Jiero","178788$1.49%178.8k","20.83%","-","8.49%","32.3",""
"Ishney","177606$1.48%177.6k","17.39%","-","7.91%","32.1",""
"Irisviiel","164742$1.37%164.7k","11.31%","-","6.90%","29.8",""
"Kurtz","163518$1.36%163.5k","18.58%","72","7.27%","29.6",""
"Ultimecia","160269$1.33%160.3k","14.05%","-","6.03%","29.0",""
"Ugara","149907$1.25%149.9k","9.82%","67","5.19%","27.1",""
"Parisshelton","141030$1.17%141.0k","13.41%","70","7.57%","25.5",""
"Urumettu","138520$1.15%138.5k","18.93%","-","6.26%","25.0",""
"Jáx","126145$1.05%126.1k","10.48%","-","3.64%","22.8",""
"Duhd","94067$0.78%94.1k","7.22%","-","3.88%","17.0",""
