"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"61","Deyn","468680$14.14%468.7k","27.00%","67","61","45.95%","238.0",""
"64","Wangcake","438847$13.24%438.8k","38.48%","69","65","80.04%","222.9",""
"66","Milku","382636$11.54%382.6k","32.94%","-","63","81.74%","194.3",""
"74","Eighchbar","370092$11.16%370.1k","22.53%","-","84","60.20%","187.9",""
"37","Yunghelga","321159$9.69%321.2k","18.40%","59","68","53.01%","163.1",""
"47","Slecht","290222$8.75%290.2k","44.22%","-","64","75.81%","147.4",""
"39","Shelton","280674$8.47%280.7k","31.13%","60","69","54.02%","142.5",""
"14","Ghazan","278501$8.40%278.5k","25.07%","68","12","34.57%","141.4",""
"48","Necrohealya","243298$7.34%243.3k","36.72%","70","46","53.19%","123.6",""
"90","Hoebowjoe","22291$0.67%22.3k","-","-","90","2.10%","11.3",""
"86","Jáx","20500$0.62%20.5k","-","-","84","1.95%","10.4",""
"87","Ultimecia","17412$0.53%17.4k","42.84%","70","86","10.89%","8.8",""
"82","Tumblebug","16213$0.49%16.2k","-","-","78","0.00%","8.2",""
"88","Valara","14892$0.45%14.9k","-","67","87","2.06%","7.6",""
"74","Pemberstone","14744$0.44%14.7k","17.86%","-","75","4.99%","7.5",""
"63","Guliveris","12011$0.36%12.0k","27.77%","62","68","33.49%","6.1",""
"71","Bandakar","11502$0.35%11.5k","15.26%","-","69","6.14%","5.8",""
"55","Danty","10232$0.31%10.2k","17.04%","-","49","25.11%","5.2",""
"86","Smitty","9732$0.29%9.7k","-","55","83","1.21%","4.9",""
"85","Gaunz","8470$0.26%8.5k","-","63","86","0.51%","4.3",""
"79","Cavander","7569$0.23%7.6k","18.87%","67","80","0.86%","3.8",""
"66","Furckinstein","7469$0.23%7.5k","27.91%","-","65","18.95%","3.8",""
"53","Changó","7376$0.22%7.4k","40.62%","67","51","34.56%","3.7",""
"77","Deadstrike","7273$0.22%7.3k","33.98%","67","81","5.01%","3.7",""
"41","Flatzz","6479$0.20%6.5k","45.70%","65","39","41.52%","3.3",""
"65","Kagomi","6201$0.19%6.2k","12.43%","-","68","0.00%","3.1",""
"45","Leetwreck","6168$0.19%6.2k","45.18%","64","44","35.08%","3.1",""
"43","Fossett","5206$0.16%5.2k","-","67","41","0.00%","2.6",""
"52","Guki","4430$0.13%4.4k","-","-","45","0.00%","2.2",""
"91","Sur","4206$0.13%4.2k","-","63","88","0.00%","2.1",""
"81","Marrco","3923$0.12%3.9k","10.23%","66","79","0.98%","2.0",""
"-","Spicyhot","3655$0.11%3.7k","-","66","-","0.51%","1.9",""
"85","Jiero","3125$0.09%3.1k","-","-","84","0.00%","1.6",""
"88","Dankling","3106$0.09%3.1k","-","64","85","0.00%","1.6",""
"91","Ishney","3011$0.09%3.0k","-","69","91","0.00%","1.5",""
"33","Duhd","1840$0.06%1.8k","-","60","29","0.00%","0.9",""
"60","Dohvyk","1111$0.03%1.1k","-","-","58","0.00%","0.6",""
"64","Minuteman","735$0.02%735.0","53.63%","67","68","0.00%","0.4",""
"-","Parisshelton","703$0.02%703.0","-","59","-","0.00%","0.4",""
