"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","890105$16.73%890.1k","54.51%","-","68.95%","299.7",""
"Bandakar","702875$13.21%702.9k","46.42%","-","51.20%","236.7",""
"Danty","333600$6.27%333.6k","44.59%","-","28.43%","112.3",""
"Akecheta","199577$3.75%199.6k","10.88%","-","19.24%","67.2",""
"Changó","196834$3.70%196.8k","19.34%","-","20.58%","66.3",""
"Flatzz","188333$3.54%188.3k","17.24%","-","15.46%","63.4",""
"Pemberstone","182161$3.42%182.2k","33.04%","-","20.01%","61.3",""
"Sond","161982$3.04%162.0k","7.76%","-","19.95%","54.5",""
"Slybanana","161075$3.03%161.1k","9.17%","62","18.16%","54.2",""
"Leetwreck","155936$2.93%155.9k","8.11%","60","14.11%","52.5",""
"Muhhgi","153462$2.88%153.5k","15.84%","-","15.21%","51.7",""
"Chingu","144761$2.72%144.8k","12.67%","-","17.11%","48.7",""
"Deadstrike","139397$2.62%139.4k","6.83%","64","18.88%","46.9",""
"Indignant","133735$2.51%133.7k","10.40%","59","11.42%","45.0",""
"Ragewind","129292$2.43%129.3k","14.92%","-","10.87%","43.5",""
"Kirilov","106951$2.01%107.0k","9.70%","65","13.00%","36.0",""
"Gaunz","88111$1.66%88.1k","11.00%","61","5.23%","29.7",""
"Ultimecia","84916$1.60%84.9k","11.80%","66","6.61%","28.6",""
"Mexius","84314$1.58%84.3k","12.14%","-","6.02%","28.4",""
"Cavander","71876$1.35%71.9k","10.91%","65","6.15%","24.2",""
"Tazdink","69107$1.30%69.1k","9.45%","63","4.84%","23.3",""
"Jiero","68079$1.28%68.1k","14.63%","66","4.94%","22.9",""
"Fossett","63507$1.19%63.5k","9.39%","65","4.56%","21.4",""
"Ennja","63317$1.19%63.3k","5.00%","45","3.15%","21.3",""
"Eighchbar","55186$1.04%55.2k","11.76%","61","3.39%","18.6",""
"Natu","54681$1.03%54.7k","8.10%","60","2.15%","18.4",""
"Slecht","52603$0.99%52.6k","6.61%","57","2.02%","17.7",""
"Phugoid","49999$0.94%50.0k","20.61%","-","3.46%","16.8",""
"Drhealsgood","49518$0.93%49.5k","17.77%","60","2.40%","16.7",""
"Valara","49272$0.93%49.3k","12.27%","65","2.95%","16.6",""
"Brolla","49056$0.92%49.1k","16.98%","-","1.59%","16.5",""
"Pythagorean","48071$0.90%48.1k","9.29%","65","2.20%","16.2",""
"Deyn","47250$0.89%47.3k","17.16%","64","2.52%","15.9",""
"Takanu","45777$0.86%45.8k","12.74%","-","1.18%","15.4",""
"Urumettu","43281$0.81%43.3k","13.82%","60","3.22%","14.6",""
"Hoebowjoe","42551$0.80%42.6k","16.63%","66","1.67%","14.3",""
"Milku","42161$0.79%42.2k","13.20%","-","3.08%","14.2",""
"Wangcake","40226$0.76%40.2k","9.58%","57","1.55%","13.5",""
"Dirtÿ","40080$0.75%40.1k","14.63%","63","2.25%","13.5",""
"Claudiu","37686$0.71%37.7k","16.78%","-","0.87%","12.7",""
