"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1025755$12.42%1.03m","62.27%","-","55.15%","227.8",""
"Bandakar","972303$11.78%972.3k","55.04%","-","44.08%","216.0",""
"Danty","656281$7.95%656.3k","52.14%","-","37.83%","145.8",""
"Darunor","532488$6.45%532.5k","49.67%","-","28.46%","118.3",""
"Pemberstone","396365$4.80%396.4k","52.85%","-","30.64%","88.0",""
"Guliveris","364833$4.42%364.8k","39.40%","-","27.10%","81.0",""
"Akecheta","271365$3.29%271.4k","20.50%","-","20.10%","60.3",""
"Leetwreck","246906$2.99%246.9k","20.45%","65","17.12%","54.8",""
"Furckinstein","245685$2.98%245.7k","23.24%","-","20.79%","54.6",""
"Changó","244371$2.96%244.4k","22.81%","-","16.98%","54.3",""
"Dankling","198760$2.41%198.8k","17.37%","65","14.23%","44.1",""
"Deadstrike","196209$2.38%196.2k","17.75%","-","14.13%","43.6",""
"Kirilov","170788$2.07%170.8k","18.02%","-","13.41%","37.9",""
"Stankdik","157493$1.91%157.5k","11.80%","62","11.53%","35.0",""
"Hoebowjoe","141792$1.72%141.8k","17.85%","-","13.06%","31.5",""
"Dietolive","138695$1.68%138.7k","11.88%","-","9.26%","30.8",""
"Jáx","123272$1.49%123.3k","11.26%","64","11.54%","27.4",""
"Dirtÿ","113670$1.38%113.7k","14.93%","-","11.07%","25.2",""
"Duhd","112106$1.36%112.1k","13.74%","-","9.21%","24.9",""
"Ratshot","105297$1.28%105.3k","11.10%","63","7.40%","23.4",""
"Razorgore the Untamed","104515$1.27%104.5k","-","-","0.69%","23.2",""
"Milku","103558$1.25%103.6k","16.86%","70","7.39%","23.0",""
"Jiero","101969$1.23%102.0k","22.46%","-","10.05%","22.6",""
"Fossett","101627$1.23%101.6k","15.32%","-","6.89%","22.6",""
"Seadub","100797$1.22%100.8k","13.34%","-","6.03%","22.4",""
"Eighchbar","99975$1.21%100.0k","13.03%","-","6.20%","22.2",""
"Ultimecia","99144$1.20%99.1k","13.52%","-","7.56%","22.0",""
"Deyn","95870$1.16%95.9k","22.16%","-","6.20%","21.3",""
"Ghazan","92111$1.12%92.1k","26.91%","-","7.96%","20.5",""
"Gonz","90447$1.10%90.4k","17.79%","-","5.37%","20.1",""
"Parisshelton","86964$1.05%87.0k","12.15%","65","6.59%","19.3",""
"Spicyhot","86601$1.05%86.6k","23.62%","-","6.47%","19.2",""
"Enders","85029$1.03%85.0k","16.71%","68","3.52%","18.9",""
"Sur","82863$1.00%82.9k","19.19%","-","7.00%","18.4",""
"Guki","81627$0.99%81.6k","18.55%","-","7.21%","18.1",""
"Wangcake","76477$0.93%76.5k","13.12%","-","3.60%","17.0",""
"Pythagorean","76404$0.93%76.4k","14.51%","-","4.77%","17.0",""
"Shelton","73359$0.89%73.4k","13.27%","-","4.98%","16.3",""
"Slecht","71573$0.87%71.6k","13.10%","-","4.71%","15.9",""
"Valara","71321$0.86%71.3k","15.23%","-","6.21%","15.8",""
"Ishney","60062$0.73%60.1k","23.08%","-","5.02%","13.3",""
"Bigblink","41$0.00%41.0","-","58","0.00%","0.0",""
