"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","60484$26.66%60.5k","51.10%","65","39.92%","198.3",""
"Bandakar","34509$15.21%34.5k","45.52%","68","27.74%","113.1",""
"Takanu","11474$5.06%11.5k","4.90%","61","1.06%","37.6",""
"Muhhgi","8863$3.91%8.9k","20.10%","63","7.72%","29.1",""
"Danty","6774$2.99%6.8k","54.37%","63","8.37%","22.2",""
"Minuteman","6769$2.98%6.8k","3.26%","63","1.07%","22.2",""
"Changó","6766$2.98%6.8k","8.12%","66","1.99%","22.2",""
"Flatzz","6618$2.92%6.6k","8.24%","61","0.00%","21.7",""
"Milku","6473$2.85%6.5k","9.38%","68","1.99%","21.2",""
"Slybanana","6245$2.75%6.2k","13.81%","61","1.33%","20.5",""
"Ultimecia","5966$2.63%6.0k","17.54%","-","3.72%","19.6",""
"Fossett","5512$2.43%5.5k","15.94%","65","0.00%","18.1",""
"Claudiu","5472$2.41%5.5k","30.05%","65","4.38%","17.9",""
"Gonz","5457$2.41%5.5k","3.81%","65","0.00%","17.9",""
"Deadstrike","5020$2.21%5.0k","13.94%","64","1.21%","16.5",""
"Chingu","4999$2.20%5.0k","11.35%","61","0.98%","16.4",""
"Impervious","4212$1.86%4.2k","7.00%","-","1.19%","13.8",""
"Enders","3511$1.55%3.5k","-","65","0.00%","11.5",""
"Valara","3474$1.53%3.5k","10.90%","-","0.00%","11.4",""
"Pythagorean","3433$1.51%3.4k","-","65","0.00%","11.3",""
"Dankling","3284$1.45%3.3k","3.33%","61","0.00%","10.8",""
"Slecht","3174$1.40%3.2k","13.61%","57","0.00%","10.4",""
"Eighchbar","2981$1.31%3.0k","-","61","0.00%","9.8",""
"Jiero","2468$1.09%2.5k","-","66","0.00%","8.1",""
"Cavander","1972$0.87%2.0k","-","65","0.00%","6.5",""
"Ishney","1775$0.78%1.8k","-","65","0.00%","5.8",""
"Deyn","1664$0.73%1.7k","-","64","0.00%","5.5",""
"Ghazan","1606$0.71%1.6k","-","64","0.00%","5.3",""
"Hoebowjoe","1503$0.66%1.5k","-","66","0.00%","4.9",""
"Kirilov","1426$0.63%1.4k","-","65","0.00%","4.7",""
"Necrohealya","1376$0.61%1.4k","1.99%","67","0.00%","4.5",""
"Mogs","1149$0.51%1.1k","49.98%","63","0.00%","3.8",""
"Akecheta","474$0.21%474.0","39.62%","63","0.00%","1.6",""
