"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","895772$28.82%895.8k","51.74%","68","68.92%","210.5",""
"Dïrty","431504$13.88%431.5k","54.98%","-","45.01%","101.4",""
"Slecht","178724$5.75%178.7k","30.27%","-","17.44%","42.0",""
"Seadub","174740$5.62%174.7k","10.24%","-","17.22%","41.1",""
"Joepesci","146369$4.71%146.4k","14.38%","-","16.74%","34.4",""
"Ghazan","142013$4.57%142.0k","24.90%","-","14.61%","33.4",""
"Dietolive","141184$4.54%141.2k","10.82%","70","13.69%","33.2",""
"Gonz","124778$4.01%124.8k","18.46%","-","15.89%","29.3",""
"Hoebowjoe","116640$3.75%116.6k","14.22%","-","16.22%","27.4",""
"Fossett","99219$3.19%99.2k","20.02%","-","10.11%","23.3",""
"Eighchbar","94486$3.04%94.5k","13.46%","-","11.79%","22.2",""
"Cubensis","89327$2.87%89.3k","25.55%","66","10.86%","21.0",""
"Urumettu","73246$2.36%73.2k","21.75%","-","9.98%","17.2",""
"Deyn","68050$2.19%68.1k","17.93%","71","10.51%","16.0",""
"Necrohealya","66046$2.12%66.0k","10.30%","70","8.73%","15.5",""
"Dryrun","63877$2.06%63.9k","11.89%","64","5.49%","15.0",""
"Furkinstine","61488$1.98%61.5k","10.75%","50","6.80%","14.5",""
"Pythagorean","52421$1.69%52.4k","7.77%","-","7.38%","12.3",""
"Dirtywifeÿ","44292$1.42%44.3k","8.59%","-","3.91%","10.4",""
"Ishney","44157$1.42%44.2k","29.30%","73","5.54%","10.4",""
