"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","654699$12.50%654.7k","52.37%","-","55.37%","218.3",""
"Guliveris","545674$10.42%545.7k","46.03%","-","44.01%","182.0",""
"Bandakar","526234$10.05%526.2k","57.56%","-","41.07%","175.5",""
"Akecheta","241423$4.61%241.4k","12.05%","66","22.73%","80.5",""
"Changó","231064$4.41%231.1k","27.31%","-","23.13%","77.1",""
"Furckinstein","225008$4.30%225.0k","27.31%","-","20.87%","75.0",""
"Flatzz","190478$3.64%190.5k","11.84%","-","18.80%","63.5",""
"Dohvyk","186545$3.56%186.5k","20.82%","-","20.60%","62.2",""
"Buffymctank","168914$3.22%168.9k","7.60%","60","15.52%","56.3",""
"Deadstrike","139431$2.66%139.4k","11.95%","69","19.00%","46.5",""
"Dankling","131783$2.52%131.8k","11.45%","65","15.79%","43.9",""
"Ultimecia","127481$2.43%127.5k","13.78%","71","7.83%","42.5",""
"Minuteman","121327$2.32%121.3k","9.09%","-","11.95%","40.5",""
"Ghazan","115879$2.21%115.9k","18.18%","71","11.54%","38.6",""
"Leetwreck","110383$2.11%110.4k","8.45%","-","11.86%","36.8",""
"Jiero","89818$1.71%89.8k","14.09%","-","4.96%","30.0",""
"Jáx","82616$1.58%82.6k","15.80%","-","5.03%","27.5",""
"Yunghelga","78142$1.49%78.1k","14.39%","63","5.75%","26.1",""
"Wangcake","76872$1.47%76.9k","14.57%","-","4.28%","25.6",""
"Seadub","76303$1.46%76.3k","5.61%","-","5.86%","25.4",""
"Shelton","75113$1.43%75.1k","9.58%","62","3.19%","25.0",""
"Gaunz","72270$1.38%72.3k","8.47%","66","3.75%","24.1",""
"Deyn","71082$1.36%71.1k","13.69%","-","3.82%","23.7",""
"Dietolive","69882$1.33%69.9k","7.52%","67","4.56%","23.3",""
"Dirtÿ","69828$1.33%69.8k","12.90%","69","2.18%","23.3",""
"Sur","67609$1.29%67.6k","14.44%","65","3.38%","22.5",""
"Milku","67260$1.28%67.3k","21.25%","-","2.85%","22.4",""
"Slecht","62474$1.19%62.5k","11.93%","65","3.21%","20.8",""
"Pythagorean","62199$1.19%62.2k","12.72%","-","2.50%","20.7",""
"Valara","61067$1.17%61.1k","10.17%","67","2.33%","20.4",""
"Parisshelton","60728$1.16%60.7k","11.97%","65","3.92%","20.3",""
"Hoebowjoe","57649$1.10%57.6k","14.79%","-","4.00%","19.2",""
"Duhd","55627$1.06%55.6k","11.67%","62","2.42%","18.5",""
"Necrohealya","55451$1.06%55.5k","14.68%","70","3.98%","18.5",""
"Fossett","53109$1.01%53.1k","8.81%","67","3.18%","17.7",""
"Smitty","51960$0.99%52.0k","8.86%","57","3.24%","17.3",""
"Tumblebug","40606$0.78%40.6k","8.26%","-","1.22%","13.5",""
"Spicyhot","33105$0.63%33.1k","20.39%","67","0.55%","11.0",""
"Ishney","31099$0.59%31.1k","23.87%","69","0.51%","10.4",""
