"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"53","Deyn","510459$11.73%510.5k","35.90%","70","55","46.62%","229.1",""
"40","Drgupta","462980$10.64%463.0k","36.58%","67","53","59.81%","207.8",""
"57","Wangcake","441330$10.15%441.3k","37.89%","72","55","73.63%","198.1",""
"70","Eighchbar","416692$9.58%416.7k","41.60%","70","71","69.75%","187.0",""
"37","Cubensis","408944$9.40%408.9k","42.78%","66","52","56.03%","183.5",""
"53","Milku","348407$8.01%348.4k","51.58%","-","45","76.23%","156.4",""
"21","Apocryfy","325278$7.48%325.3k","35.68%","64","39","58.68%","146.0",""
"45","Pythagorean","321835$7.40%321.8k","29.44%","71","44","37.67%","144.4",""
"37","Enders","309207$7.11%309.2k","33.91%","72","34","44.51%","138.8",""
"40","Slecht","270173$6.21%270.2k","44.40%","70","40","54.49%","121.2",""
"24","Ghazan","187508$4.31%187.5k","34.08%","71","22","31.84%","84.1",""
"8","Lumieux","116442$2.68%116.4k","54.97%","52","28","44.02%","52.3",""
"80","Akecheta","20358$0.47%20.4k","35.71%","-","79","63.94%","9.1",""
"81","Synergy","19059$0.44%19.1k","16.58%","-","81","5.73%","8.6",""
"65","Guliveris","17890$0.41%17.9k","30.36%","-","64","41.34%","8.0",""
"88","Finnagetit","16867$0.39%16.9k","1.68%","51","89","1.86%","7.6",""
"64","Dohvyk","15887$0.37%15.9k","36.41%","-","62","52.47%","7.1",""
"69","Bandakar","15753$0.36%15.8k","40.75%","-","71","53.58%","7.1",""
"80","Dryrun","13509$0.31%13.5k","-","-","80","0.76%","6.1",""
"88","Pemberstone","12124$0.28%12.1k","25.99%","-","86","3.98%","5.4",""
"77","Jáx","11747$0.27%11.7k","-","68","76","1.43%","5.3",""
"77","Stankdik","11302$0.26%11.3k","16.64%","-","77","2.77%","5.1",""
"33","Buppybimbus","10744$0.25%10.7k","13.94%","-","40","9.43%","4.8",""
"61","Changó","10662$0.25%10.7k","51.18%","-","60","50.71%","4.8",""
"67","Parisshelton","9688$0.22%9.7k","-","70","67","1.07%","4.3",""
"42","Dïrty","9432$0.22%9.4k","50.75%","65","43","42.10%","4.2",""
"97","Urumettu","5574$0.13%5.6k","-","68","96","0.00%","2.5",""
"68","Deadstrike","4787$0.11%4.8k","39.36%","69","69","2.07%","2.1",""
"54","Kurtz","3830$0.09%3.8k","-","72","57","0.97%","1.7",""
"67","Pointed","3705$0.09%3.7k","38.06%","67","69","2.39%","1.7",""
"79","Jiero","3664$0.08%3.7k","-","74","81","0.53%","1.6",""
"75","Seadub","3138$0.07%3.1k","67.72%","-","77","0.00%","1.4",""
"82","Furkinstine","3037$0.07%3.0k","-","65","78","0.00%","1.4",""
"68","Gaunz","2634$0.06%2.6k","8.54%","-","69","0.00%","1.2",""
"86","Ugara","2380$0.05%2.4k","4.26%","54","85","0.00%","1.1",""
"-","Ishney","1225$0.03%1.2k","-","74","-","0.00%","0.5",""
"-","Irisviiel","980$0.02%980.0","-","-","-","0.00%","0.4",""
"61","Joepesci","824$0.02%824.0","74.65%","-","65","1.07%","0.4",""
