"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"46","Akecheta","1171352$5.55%1.17m","-","57","53.96%","207.7",""
"47","Kirilov","1046556$4.96%1.05m","74","53","42.96%","185.6",""
"46","Kurtz","1001091$4.74%1.00m","72","53","51.47%","177.5",""
"36","Parisshelton","994095$4.71%994.1k","70","50","49.69%","176.3",""
"35","Synergy","952109$4.51%952.1k","67","67","38.33%","168.8",""
"26","Changó","933187$4.42%933.2k","-","32","53.40%","165.5",""
"26","Dryrun","882008$4.18%882.0k","-","36","49.29%","156.4",""
"17","Stankdik","871409$4.13%871.4k","72","27","36.77%","154.5",""
"16","Dohvyk","851946$4.04%851.9k","70","17","46.23%","151.1",""
"50","Jiero","803321$3.81%803.3k","-","51","47.76%","142.4",""
"26","Duhd","795499$3.77%795.5k","70","33","45.64%","141.1",""
"12","Deadstrike","784660$3.72%784.7k","69","26","32.91%","139.1",""
"42","Dietolive","741750$3.51%741.8k","-","49","36.00%","131.5",""
"11","Decimous","736318$3.49%736.3k","-","23","51.51%","130.6",""
"52","Ultimecia","716255$3.39%716.3k","-","58","41.29%","127.0",""
"18","Furckinstein","712751$3.38%712.8k","-","22","48.38%","126.4",""
"32","Jáx","697055$3.30%697.1k","-","40","38.37%","123.6",""
"11","Irisviiel","681024$3.23%681.0k","73","12","37.48%","120.8",""
"23","Gaunz","666554$3.16%666.6k","-","37","32.72%","118.2",""
"13","Melven","610750$2.89%610.8k","-","29","38.19%","108.3",""
"18","Urumettu","600173$2.84%600.2k","71","24","38.83%","106.4",""
"60","Bandakar","549699$2.60%549.7k","-","63","37.68%","97.5",""
"69","Crox","521784$2.47%521.8k","74","77","47.09%","92.5",""
"18","Seadub","512036$2.43%512.0k","-","21","25.38%","90.8",""
"8","Ishney","506372$2.40%506.4k","74","8","39.24%","89.8",""
"35","Guliveris","499769$2.37%499.8k","-","49","35.50%","88.6",""
"8","Dïrty","408709$1.94%408.7k","-","23","29.16%","72.5",""
"4","Ugara","397714$1.88%397.7k","63","11","43.44%","70.5",""
"80","Pemberstone","390421$1.85%390.4k","-","85","36.90%","69.2",""
"90","Ghazan","25504$0.12%25.5k","-","92","2.22%","4.5",""
"96","Tazdink","12199$0.06%12.2k","71","97","0.72%","2.2",""
"-","Pythagorean","10158$0.05%10.2k","-","-","1.50%","1.8",""
"99","Necrohealya","7594$0.04%7.6k","-","99","0.92%","1.3",""
"99","Wangcake","7011$0.03%7.0k","72","99","0.00%","1.2",""
"99","Tauraheim","3854$0.02%3.9k","-","99","1.96%","0.7",""
"98","Eighchbar","2648$0.01%2.6k","-","98","0.00%","0.5",""
"99","Lumieux","2516$0.01%2.5k","-","99","0.00%","0.4",""
"99","Deyn","2140$0.01%2.1k","71","99","0.00%","0.4",""
"-","Slecht","426$0.00%426.0","70","-","0.00%","0.1",""
"-","Milku","22$0.00%22.0","-","-","0.00%","0.0",""
