"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"56","Deyn","774786$10.25%774.8k","34.07%","70","68","47.38%","182.1",""
"43","Pythagorean","708529$9.38%708.5k","35.50%","71","48","59.28%","166.6",""
"50","Wangcake","691171$9.15%691.2k","37.44%","72","52","56.41%","162.5",""
"61","Milku","666517$8.82%666.5k","44.46%","72","64","62.66%","156.7",""
"64","Eighchbar","648770$8.58%648.8k","36.62%","-","69","54.12%","152.5",""
"31","Drgupta","601838$7.96%601.8k","36.60%","67","46","56.16%","141.5",""
"36","Enders","565908$7.49%565.9k","28.18%","-","38","39.42%","133.0",""
"60","Slecht","552489$7.31%552.5k","41.56%","70","69","60.38%","129.9",""
"31","Tazdink","494405$6.54%494.4k","25.69%","-","35","34.74%","116.2",""
"24","Ghazan","488290$6.46%488.3k","34.45%","-","27","44.20%","114.8",""
"49","Tauraheim","466822$6.18%466.8k","47.91%","-","58","48.07%","109.7",""
"25","Necrohealya","449243$5.94%449.2k","53.99%","70","30","55.25%","105.6",""
"89","Ultimecia","42178$0.56%42.2k","16.83%","-","88","1.72%","9.9",""
"83","Dietolive","34313$0.45%34.3k","11.10%","-","84","1.38%","8.1",""
"74","Gaunz","28921$0.38%28.9k","3.92%","-","74","0.53%","6.8",""
"72","Akecheta","28294$0.37%28.3k","37.43%","-","71","50.03%","6.7",""
"80","Furckinstein","27017$0.36%27.0k","27.85%","-","79","31.04%","6.4",""
"69","Changó","26024$0.34%26.0k","34.78%","-","70","36.44%","6.1",""
"91","Stankdik","22619$0.30%22.6k","9.55%","72","91","1.98%","5.3",""
"64","Dohvyk","22142$0.29%22.1k","30.39%","-","65","31.24%","5.2",""
"75","Guliveris","21574$0.29%21.6k","26.11%","-","75","22.49%","5.1",""
"71","Bandakar","21138$0.28%21.1k","26.34%","-","70","25.59%","5.0",""
"94","Pemberstone","19503$0.26%19.5k","34.81%","-","94","3.53%","4.6",""
"53","Decimous","16844$0.22%16.8k","48.42%","-","58","26.44%","4.0",""
"40","Dïrty","15994$0.21%16.0k","39.19%","-","44","29.88%","3.8",""
"74","Kirilov","15819$0.21%15.8k","52.44%","74","74","11.41%","3.7",""
"48","Flatzz","14049$0.19%14.0k","40.82%","-","51","27.76%","3.3",""
"76","Synergy","13682$0.18%13.7k","25.25%","67","76","2.77%","3.2",""
"77","Seadub","12790$0.17%12.8k","33.35%","-","75","1.70%","3.0",""
"77","Dryrun","11287$0.15%11.3k","-","-","72","0.00%","2.7",""
"47","Crox","10443$0.14%10.4k","23.95%","-","48","2.10%","2.5",""
"63","Deadstrike","9731$0.13%9.7k","29.57%","69","63","2.58%","2.3",""
"96","Jáx","8463$0.11%8.5k","-","-","95","0.52%","2.0",""
"91","Irisviiel","4772$0.06%4.8k","-","-","87","0.00%","1.1",""
"89","Urumettu","4671$0.06%4.7k","-","-","89","0.52%","1.1",""
"-","Melven","4607$0.06%4.6k","-","61","-","0.00%","1.1",""
"78","Parisshelton","4480$0.06%4.5k","-","70","75","0.00%","1.1",""
"91","Jiero","4457$0.06%4.5k","-","-","93","0.00%","1.0",""
"93","Duhd","2056$0.03%2.1k","-","70","91","0.00%","0.5",""
"78","Ishney","736$0.01%736.0","-","-","79","0.00%","0.2",""
