"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"75","Enders","248779$10.48%248.8k","24.66%","66","80","47.65%","124.0",""
"81","Shamallama","234032$9.86%234.0k","20.06%","-","85","33.81%","116.6",""
"85","Milku","232568$9.80%232.6k","34.05%","-","86","58.68%","115.9",""
"80","Eighchbar","212376$8.95%212.4k","28.46%","-","90","43.09%","105.8",""
"74","Necrohealya","212363$8.94%212.4k","38.06%","67","80","47.98%","105.8",""
"72","Tazdink","200237$8.43%200.2k","18.00%","65","79","39.77%","99.8",""
"73","Ghazan","194943$8.21%194.9k","24.22%","64","82","32.15%","97.1",""
"67","Deyn","174401$7.35%174.4k","19.17%","-","71","18.77%","86.9",""
"68","Slecht","141364$5.95%141.4k","39.19%","-","82","54.32%","70.4",""
"62","Gonz","139354$5.87%139.4k","20.78%","-","63","16.46%","69.4",""
"48","Pythagorean","117783$4.96%117.8k","31.82%","67","52","20.68%","58.7",""
"84","Wangcake","97190$4.09%97.2k","21.10%","-","87","13.91%","48.4",""
"94","Hoebowjoe","23137$0.97%23.1k","-","66","94","8.44%","11.5",""
"96","Ultimecia","14200$0.60%14.2k","8.53%","-","96","2.06%","7.1",""
"86","Bandakar","13485$0.57%13.5k","13.44%","-","86","16.42%","6.7",""
"93","Mogs","13326$0.56%13.3k","-","63","92","4.26%","6.6",""
"80","Akecheta","10546$0.44%10.5k","13.04%","64","80","34.97%","5.3",""
"94","Claudiu","10265$0.43%10.3k","-","65","93","3.31%","5.1",""
"77","Flatzz","9520$0.40%9.5k","17.23%","-","76","36.89%","4.7",""
"71","Changó","7171$0.30%7.2k","30.25%","-","69","23.16%","3.6",""
"99","Jiero","6705$0.28%6.7k","-","-","99","1.43%","3.3",""
"97","Valara","6388$0.27%6.4k","-","-","97","0.91%","3.2",""
"95","Dietolive","6005$0.25%6.0k","9.45%","-","95","0.00%","3.0",""
"80","Fossett","5811$0.24%5.8k","-","66","79","2.00%","2.9",""
"78","Pemberstone","4748$0.20%4.7k","35.55%","-","82","3.40%","2.4",""
"96","Cavander","4709$0.20%4.7k","-","66","97","0.00%","2.3",""
"93","Ennja","4280$0.18%4.3k","27.35%","62","93","8.09%","2.1",""
"85","Dirtÿ","4056$0.17%4.1k","-","64","85","1.42%","2.0",""
"54","Muhhgi","3579$0.15%3.6k","28.32%","-","51","24.28%","1.8",""
"69","Danty","3553$0.15%3.6k","14.53%","-","77","2.51%","1.8",""
"97","Ishney","3399$0.14%3.4k","-","67","97","1.21%","1.7",""
"86","Kirilov","3294$0.14%3.3k","24.12%","-","88","3.10%","1.6",""
"80","Trii","2409$0.10%2.4k","25.69%","-","82","1.18%","1.2",""
"93","Mexius","2400$0.10%2.4k","-","-","93","0.00%","1.2",""
"83","Deadstrike","2155$0.09%2.2k","30.71%","65","86","1.69%","1.1",""
"96","Darunor","1263$0.05%1.3k","-","-","96","0.00%","0.6",""
"74","Overbit","968$0.04%968.0","37.02%","62","78","0.00%","0.5",""
"73","Chainguin","874$0.04%874.0","10.63%","66","77","0.00%","0.4",""
"84","Dankling","500$0.02%500.0","-","61","87","0.00%","0.2",""
"81","Minuteman","98$0.00%98.0","85.46%","-","83","0.00%","0.0",""
