"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"59","Deyn","479389$10.99%479.4k","43.99%","70","56","56.94%","201.9",""
"51","Wangcake","421450$9.66%421.5k","54.03%","71","49","80.25%","177.5",""
"51","Yunghelga","416600$9.55%416.6k","37.53%","69","49","41.54%","175.5",""
"33","Shelton","351863$8.07%351.9k","56.45%","69","34","84.38%","148.2",""
"38","Pythagorean","347710$7.97%347.7k","39.25%","-","38","58.84%","146.5",""
"59","Eighchbar","346049$7.93%346.0k","54.20%","-","57","76.90%","145.8",""
"42","Necrohealya","325508$7.46%325.5k","64.10%","70","42","81.15%","137.1",""
"45","Slecht","301150$6.90%301.2k","53.33%","69","46","65.49%","126.9",""
"55","Milku","290760$6.67%290.8k","59.68%","-","49","74.32%","122.5",""
"31","Ghazan","287390$6.59%287.4k","45.65%","-","27","48.76%","121.1",""
"47","Tauraheim","265910$6.10%265.9k","67.66%","69","47","71.57%","112.0",""
"24","Tazdink","256565$5.88%256.6k","36.15%","-","23","40.65%","108.1",""
"86","Hoebowjoe","35576$0.82%35.6k","-","-","86","8.18%","15.0",""
"70","Guliveris","21760$0.50%21.8k","44.77%","-","69","51.70%","9.2",""
"68","Fossett","21300$0.49%21.3k","34.51%","-","67","3.29%","9.0",""
"70","Bandakar","18181$0.42%18.2k","49.37%","-","69","58.32%","7.7",""
"55","Dohvyk","17164$0.39%17.2k","45.11%","-","55","67.62%","7.2",""
"63","Jáx","15799$0.36%15.8k","-","-","64","3.16%","6.7",""
"59","Akecheta","14712$0.34%14.7k","56.25%","-","57","64.93%","6.2",""
"79","Parisshelton","14047$0.32%14.0k","-","-","79","2.96%","5.9",""
"75","Pemberstone","12903$0.30%12.9k","56.55%","-","75","8.27%","5.4",""
"48","Furckinstein","11852$0.27%11.9k","47.15%","-","46","50.75%","5.0",""
"41","Decimous","10485$0.24%10.5k","62.16%","-","39","53.65%","4.4",""
"74","Synergy","9216$0.21%9.2k","41.98%","-","76","5.90%","3.9",""
"42","Tumblebug","8728$0.20%8.7k","-","-","42","2.51%","3.7",""
"38","Changó","8466$0.19%8.5k","67.39%","-","36","56.10%","3.6",""
"63","Duhd","7335$0.17%7.3k","-","-","62","1.36%","3.1",""
"35","Dïrty","7090$0.16%7.1k","70.33%","63","34","53.74%","3.0",""
"70","Kirilov","7012$0.16%7.0k","70.72%","-","65","16.66%","3.0",""
"62","Stankdik","6377$0.15%6.4k","32.35%","-","67","2.80%","2.7",""
"68","Ultimecia","6338$0.15%6.3k","59.65%","-","66","0.00%","2.7",""
"76","Dietolive","5791$0.13%5.8k","17.09%","70","72","0.57%","2.4",""
"78","Jiero","3275$0.08%3.3k","-","-","77","1.25%","1.4",""
"45","Crox","2110$0.05%2.1k","50.31%","-","44","1.22%","0.9",""
"59","Joepesci","1935$0.04%1.9k","45.75%","64","63","1.09%","0.8",""
"-","Gaunz","1440$0.03%1.4k","-","-","-","0.00%","0.6",""
"62","Deadstrike","1359$0.03%1.4k","80.44%","-","66","3.67%","0.6",""
"61","Ishney","750$0.02%750.0","62.50%","73","59","0.00%","0.3",""
"57","Urumettu","500$0.01%500.0","75.00%","-","59","0.00%","0.2",""
