"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","107791$34.91%107.8k","42.58%","69","68.10%","358.3",""
"Danty","41000$13.28%41.0k","22.72%","-","18.06%","136.3",""
"Cavander","34400$11.14%34.4k","12.31%","68","13.73%","114.4",""
"Akecheta","18975$6.15%19.0k","19.83%","66","6.46%","63.1",""
"Dohvyk","13232$4.29%13.2k","5.88%","60","10.10%","44.0",""
"Flatzz","11438$3.70%11.4k","10.92%","64","7.88%","38.0",""
"Changó","7127$2.31%7.1k","11.41%","67","3.36%","23.7",""
"Minuteman","6354$2.06%6.4k","9.10%","66","1.88%","21.1",""
"Ishney","5915$1.92%5.9k","13.52%","69","1.11%","19.7",""
"Eighchbar","5509$1.78%5.5k","11.49%","66","4.58%","18.3",""
"Ghazan","5240$1.70%5.2k","21.49%","70","2.70%","17.4",""
"Milku","4655$1.51%4.7k","-","70","0.00%","15.5",""
"Deyn","4595$1.49%4.6k","19.75%","68","6.78%","15.3",""
"Slecht","4422$1.43%4.4k","-","65","0.00%","14.7",""
"Parisshelton","4137$1.34%4.1k","9.67%","58","0.00%","13.8",""
"Tazdink","4114$1.33%4.1k","17.29%","68","0.00%","13.7",""
"Hoebowjoe","3522$1.14%3.5k","-","67","0.00%","11.7",""
"Kirilov","3110$1.01%3.1k","11.85%","-","2.01%","10.3",""
"Deadstrike","2890$0.94%2.9k","-","67","0.00%","9.6",""
"Wangcake","2842$0.92%2.8k","-","68","0.00%","9.4",""
"Flesharrow","2210$0.72%2.2k","46.41%","70","2.69%","7.3",""
"Spicyhot","1927$0.62%1.9k","27.06%","66","0.00%","6.4",""
"Tumblebug","1900$0.62%1.9k","4.19%","64","0.00%","6.3",""
"Gaunz","1745$0.57%1.7k","-","62","0.00%","5.8",""
"Necrohealya","1581$0.51%1.6k","-","69","0.00%","5.3",""
"Valara","1532$0.50%1.5k","25.01%","66","0.00%","5.1",""
"Pythagorean","1459$0.47%1.5k","-","69","0.00%","4.9",""
"Jiero","1409$0.46%1.4k","24.97%","67","0.00%","4.7",""
"Dirtÿ","1396$0.45%1.4k","24.99%","67","0.00%","4.6",""
"Ultimecia","1113$0.36%1.1k","49.98%","70","0.00%","3.7",""
"Guki","884$0.29%884.0","50.00%","64","0.00%","2.9",""
"Furckinstein","342$0.11%342.0","55.98%","66","1.49%","1.1",""
