"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"69","Milku","523017$10.98%523.0k","45.87%","68","72","77.54%","170.3",""
"57","Enders","503809$10.57%503.8k","34.99%","66","68","64.69%","164.0",""
"55","Pythagorean","485021$10.18%485.0k","31.18%","65","68","56.11%","157.9",""
"23","Gonz","460621$9.67%460.6k","29.57%","-","22","35.95%","149.9",""
"26","Takanu","428163$8.99%428.2k","41.72%","63","38","47.15%","139.4",""
"54","Eighchbar","420204$8.82%420.2k","38.13%","62","76","66.49%","136.8",""
"11","Ghazan","345448$7.25%345.4k","33.39%","-","16","31.28%","112.5",""
"18","Wangcake","344002$7.22%344.0k","46.11%","-","37","62.59%","112.0",""
"33","Tazdink","330370$6.93%330.4k","24.15%","-","41","41.27%","107.5",""
"31","Slecht","316275$6.64%316.3k","45.71%","63","46","67.44%","103.0",""
"17","Drhealsgood","299727$6.29%299.7k","47.68%","-","30","62.36%","97.6",""
"88","Unknown","33582$0.70%33.6k","-","-","87","1.25%","10.9",""
"88","Mogs","24052$0.50%24.1k","-","63","86","0.73%","7.8",""
"76","Lachupacabra","19769$0.41%19.8k","-","61","72","0.53%","6.4",""
"62","Akecheta","17703$0.37%17.7k","35.38%","64","62","44.22%","5.8",""
"59","Changó","15096$0.32%15.1k","41.09%","-","58","41.66%","4.9",""
"60","Impervious","15018$0.32%15.0k","45.35%","-","62","43.37%","4.9",""
"55","Leetwreck","14665$0.31%14.7k","44.17%","60","63","40.95%","4.8",""
"78","Pemberstone","13016$0.27%13.0k","30.07%","-","78","3.41%","4.2",""
"46","Muhhgi","12731$0.27%12.7k","34.58%","-","45","32.91%","4.1",""
"62","Fossett","11218$0.24%11.2k","-","-","57","1.39%","3.7",""
"82","Valara","9469$0.20%9.5k","0.67%","65","79","0.00%","3.1",""
"83","Claudiu","9163$0.19%9.2k","-","65","81","0.55%","3.0",""
"71","Trii","8886$0.19%8.9k","22.62%","-","74","1.21%","2.9",""
"82","Ennja","8770$0.18%8.8k","26.75%","-","83","9.57%","2.9",""
"70","Overbit","8719$0.18%8.7k","36.82%","62","75","2.58%","2.8",""
"49","Crox","8576$0.18%8.6k","21.52%","-","55","1.51%","2.8",""
"76","Cavander","8504$0.18%8.5k","17.78%","66","76","0.00%","2.8",""
"95","Urumettu","8444$0.18%8.4k","7.38%","-","94","1.04%","2.7",""
"75","Deadstrike","8236$0.17%8.2k","42.48%","65","78","4.72%","2.7",""
"81","Mexius","7935$0.17%7.9k","18.67%","-","81","2.62%","2.6",""
"31","Bandakar","7229$0.15%7.2k","32.81%","-","28","17.50%","2.4",""
"98","Funk","7080$0.15%7.1k","-","-","97","0.00%","2.3",""
"57","Danty","5625$0.12%5.6k","32.97%","64","62","1.45%","1.8",""
"74","Dirtÿ","3882$0.08%3.9k","-","65","69","0.59%","1.3",""
"68","Kirilov","3676$0.08%3.7k","52.97%","-","72","2.48%","1.2",""
"91","Jiero","2677$0.06%2.7k","-","66","91","0.00%","0.9",""
"-","Nineveh","2193$0.05%2.2k","17.87%","-","-","0.00%","0.7",""
"63","Minuteman","2116$0.04%2.1k","33.48%","63","68","0.00%","0.7",""
"-","Iaz","2000$0.04%2.0k","2.91%","-","-","0.00%","0.7",""
"61","Chainguin","1977$0.04%2.0k","44.29%","66","63","0.00%","0.6",""
"-","Thugzilla","1730$0.04%1.7k","-","-","-","0.00%","0.6",""
"-","Torage","1535$0.03%1.5k","-","61","-","0.00%","0.5",""
"-","Dankling","1250$0.03%1.3k","-","61","-","0.00%","0.4",""
"-","Wormboy","835$0.02%835.0","-","55","-","0.00%","0.3",""
"-","Hestrix","299$0.01%299.0","-","54","-","0.00%","0.1",""
"-","Lorm","113$0.00%113.0","-","67","-","0.00%","0.0",""
"-","Bigdrip","100$0.00%100.0","-","-","-","0.00%","0.0",""
"-","Iteration","49$0.00%49.0","-","-","-","0.00%","0.0",""
