"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","1051431$23.29%1.05m","54.39%","68","64.46%","202.4",""
"Dohvyk","539836$11.96%539.8k","26.97%","-","32.43%","103.9",""
"Akecheta","440661$9.76%440.7k","33.96%","-","29.34%","84.8",""
"Eighchbar","381426$8.45%381.4k","39.41%","-","26.62%","73.4",""
"Furckinstein","320201$7.09%320.2k","34.08%","-","23.11%","61.6",""
"Gaunz","254555$5.64%254.6k","14.32%","-","19.88%","49.0",""
"Seadub","195609$4.33%195.6k","10.47%","71","14.16%","37.7",""
"Ghazan","186076$4.12%186.1k","22.58%","70","18.39%","35.8",""
"Hoebowjoe","182256$4.04%182.3k","13.07%","-","17.47%","35.1",""
"Pointed","181939$4.03%181.9k","16.14%","-","13.86%","35.0",""
"Tazdink","157666$3.49%157.7k","15.00%","68","13.19%","30.4",""
"Cubensis","121631$2.69%121.6k","29.59%","64","12.59%","23.4",""
"Enders","113637$2.52%113.6k","13.31%","-","12.56%","21.9",""
"Necrohealya","110231$2.44%110.2k","19.67%","-","9.65%","21.2",""
"Wangcake","106212$2.35%106.2k","12.60%","-","10.41%","20.4",""
"Slecht","97461$2.16%97.5k","14.44%","67","7.75%","18.8",""
"Pythagorean","73949$1.64%73.9k","11.81%","-","10.85%","14.2",""
