"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"82","Milku","31702$12.16%31.7k","38.17%","62","85","83.37%","104.9",""
"67","Enders","29758$11.41%29.8k","35.83%","60","83","55.27%","98.4",""
"64","Pythagorean","28670$11.00%28.7k","31.43%","61","77","59.81%","94.8",""
"77","Ghazan","27391$10.51%27.4k","13.64%","60","88","23.16%","90.6",""
"48","Derka","23483$9.01%23.5k","36.45%","60","65","20.94%","77.7",""
"64","Deyn","23019$8.83%23.0k","33.06%","59","81","18.33%","76.1",""
"36","Necrohealya","20024$7.68%20.0k","27.99%","62","44","24.75%","66.2",""
"29","Nakur","15534$5.96%15.5k","55.26%","62","32","65.07%","51.4",""
"36","Gonz","15488$5.94%15.5k","21.35%","63","34","6.96%","51.2",""
"12","Phugoid","11277$4.33%11.3k","50.78%","61","16","31.08%","37.3",""
"95","Minuteman","3574$1.37%3.6k","10.31%","58","96","1.32%","11.8",""
"91","Kirilov","2614$1.00%2.6k","31.45%","63","91","4.15%","8.6",""
"72","Fossett","2543$0.98%2.5k","-","62","73","0.00%","8.4",""
"91","Jiero","2472$0.95%2.5k","-","66","91","0.00%","8.2",""
"88","Impervious","2432$0.93%2.4k","3.95%","59","88","14.72%","8.0",""
"84","Hoebowjoe","2381$0.91%2.4k","-","60","83","0.00%","7.9",""
"89","Overbit","2346$0.90%2.3k","15.70%","60","90","1.84%","7.8",""
"77","Mexius","2213$0.85%2.2k","20.71%","62","77","8.97%","7.3",""
"85","Darunor","1683$0.65%1.7k","41.54%","59","86","6.95%","5.6",""
"81","Bandakar","1566$0.60%1.6k","21.70%","61","80","2.32%","5.2",""
"86","Ishney","1519$0.58%1.5k","-","57","87","0.00%","5.0",""
"83","Trii","1378$0.53%1.4k","-","61","82","0.00%","4.6",""
"62","Cavander","1348$0.52%1.3k","30.52%","62","61","8.96%","4.5",""
"78","Muhhgi","1325$0.51%1.3k","25.77%","59","78","24.09%","4.4",""
"78","Changó","1150$0.44%1.2k","38.34%","62","76","20.52%","3.8",""
"67","Funk","1120$0.43%1.1k","-","61","66","0.00%","3.7",""
"58","Dietolive","998$0.38%998.0","-","59","58","0.00%","3.3",""
"55","Ultimecia","659$0.25%659.0","-","64","55","0.00%","2.2",""
"65","Danty","640$0.25%640.0","70.43%","61","64","39.47%","2.1",""
"53","Crox","306$0.12%306.0","22.14%","60","61","0.00%","1.0",""
"37","Akecheta","98$0.04%98.0","67.33%","60","40","0.00%","0.3",""
