"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"57","Milku","528395$11.47%528.4k","36.48%","-","64","73.58%","165.9",""
"63","Disk","517438$11.24%517.4k","24.55%","61","76","68.35%","162.4",""
"22","Deyn","448821$9.75%448.8k","29.97%","-","27","49.08%","140.9",""
"33","Phugoid","402528$8.74%402.5k","30.98%","-","43","54.45%","126.3",""
"31","Gonz","399532$8.68%399.5k","15.90%","-","28","34.62%","125.4",""
"35","Enders","397460$8.63%397.5k","24.46%","59","55","40.82%","124.8",""
"33","Pythagorean","378469$8.22%378.5k","32.31%","-","49","50.71%","118.8",""
"26","Ghazan","351781$7.64%351.8k","22.02%","59","36","33.22%","110.4",""
"14","Trololololo","335985$7.30%336.0k","22.42%","59","19","33.80%","105.5",""
"22","Nakur","260172$5.65%260.2k","48.19%","61","29","58.47%","81.7",""
"16","Necrohealya","215423$4.68%215.4k","29.21%","62","20","31.05%","67.6",""
"82","Hoebowjoe","36470$0.79%36.5k","-","59","81","2.41%","11.4",""
"81","Ultimecia","26044$0.57%26.0k","29.57%","61","81","5.93%","8.2",""
"85","Kirilov","25394$0.55%25.4k","18.68%","-","86","6.84%","8.0",""
"66","Mogs","20298$0.44%20.3k","-","59","62","0.00%","6.4",""
"76","Flatzz","19677$0.43%19.7k","9.95%","59","78","31.48%","6.2",""
"85","Deadstrike","18046$0.39%18.0k","1.04%","-","88","1.64%","5.7",""
"84","Tøes","17680$0.38%17.7k","1.95%","-","85","2.32%","5.5",""
"85","Valara","17049$0.37%17.0k","-","58","85","0.75%","5.4",""
"76","Mexius","16806$0.36%16.8k","12.55%","-","76","5.15%","5.3",""
"77","Dankling","14621$0.32%14.6k","7.75%","48","-","1.13%","4.6",""
"60","Crox","14230$0.31%14.2k","13.90%","-","68","2.29%","4.5",""
"56","Fossett","12819$0.28%12.8k","13.85%","62","55","1.10%","4.0",""
"51","Trike","12637$0.27%12.6k","37.55%","-","52","33.21%","4.0",""
"75","Trii","12197$0.26%12.2k","5.79%","61","76","1.47%","3.8",""
"76","Grimmeat","11269$0.24%11.3k","5.06%","57","74","17.01%","3.5",""
"75","Dietolive","11044$0.24%11.0k","19.36%","59","76","46.94%","3.5",""
"69","Muhhgi","11010$0.24%11.0k","10.32%","-","69","19.63%","3.5",""
"94","Jiero","10532$0.23%10.5k","-","65","94","0.00%","3.3",""
"91","Ishney","9515$0.21%9.5k","9.26%","55","91","0.00%","3.0",""
"69","Thicc","7182$0.16%7.2k","3.36%","58","76","0.60%","2.3",""
"73","Cavander","7000$0.15%7.0k","16.38%","61","72","2.39%","2.2",""
"84","Melven","6476$0.14%6.5k","7.17%","60","86","0.53%","2.0",""
"79","Overbit","6309$0.14%6.3k","-","60","80","0.00%","2.0",""
"57","Furckinstein","5644$0.12%5.6k","-","60","60","0.60%","1.8",""
"83","Chainguin","5240$0.11%5.2k","4.33%","-","84","0.00%","1.6",""
"39","Akecheta","4627$0.10%4.6k","31.46%","-","41","1.11%","1.5",""
"60","Funk","4156$0.09%4.2k","-","58","55","0.00%","1.3",""
"76","Bandakar","3300$0.07%3.3k","7.04%","-","77","0.00%","1.0",""
"73","Loom","1947$0.04%1.9k","-","55","79","0.00%","0.6",""
