"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"63","Milku","37864$13.49%37.9k","50.65%","68","64","94.01%","131.8",""
"58","Eighchbar","32285$11.51%32.3k","49.43%","62","84","76.79%","112.4",""
"53","Enders","29417$10.48%29.4k","51.52%","66","69","65.58%","102.4",""
"27","Takanu","27949$9.96%27.9k","47.92%","63","43","47.30%","97.3",""
"33","Pythagorean","26201$9.34%26.2k","50.22%","65","49","61.86%","91.2",""
"23","Tazdink","22343$7.96%22.3k","24.56%","63","36","27.36%","77.8",""
"33","Slecht","21763$7.76%21.8k","59.06%","63","59","79.14%","75.7",""
"16","Wangcake","19905$7.09%19.9k","61.99%","59","48","73.35%","69.3",""
"14","Necrohealya","15214$5.42%15.2k","66.08%","67","17","33.63%","52.9",""
"9","Gonz","14039$5.00%14.0k","41.07%","66","9","12.52%","48.9",""
"7","Deyn","11611$4.14%11.6k","76.80%","66","7","26.21%","40.4",""
"8","Ghazan","10169$3.62%10.2k","25.64%","-","12","6.07%","35.4",""
"90","Pemberstone","1577$0.56%1.6k","-","-","88","0.00%","5.5",""
"64","Ultimecia","1360$0.48%1.4k","70.71%","67","66","22.11%","4.7",""
"79","Hoebowjoe","1349$0.48%1.3k","-","65","76","0.00%","4.7",""
"75","Bandakar","1087$0.39%1.1k","53.03%","-","73","14.75%","3.8",""
"76","Muhhgi","1036$0.37%1.0k","54.54%","64","77","26.51%","3.6",""
"54","Kagomi","1000$0.36%1,000.0","20.00%","58","61","1.40%","3.5",""
"68","Valara","920$0.33%920.0","-","64","64","0.00%","3.2",""
"68","Claudiu","859$0.31%859.0","-","65","64","0.00%","3.0",""
"48","Cavander","632$0.23%632.0","-","66","48","0.00%","2.2",""
"39","Ennja","531$0.19%531.0","76.93%","56","49","36.61%","1.8",""
"47","Impervious","495$0.18%495.0","40.00%","62","53","19.87%","1.7",""
"21","Crox","389$0.14%389.0","31.39%","68","18","0.70%","1.4",""
"32","Changó","269$0.10%269.0","82.75%","65","32","29.54%","0.9",""
"56","Overbit","136$0.05%136.0","42.62%","61","57","2.93%","0.5",""
"56","Trii","125$0.04%125.0","64.18%","67","57","0.00%","0.4",""
"16","Danty","78$0.03%78.0","66.09%","-","17","0.00%","0.3",""
