"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","750773$15.23%750.8k","54.78%","-","59.70%","255.6",""
"Bandakar","476353$9.66%476.4k","46.69%","-","48.22%","162.2",""
"Darunor","474131$9.62%474.1k","45.30%","-","38.16%","161.4",""
"Danty","373273$7.57%373.3k","39.19%","-","36.50%","127.1",""
"Changó","174761$3.55%174.8k","10.00%","-","17.65%","59.5",""
"Flatzz","168699$3.42%168.7k","6.97%","65","19.03%","57.4",""
"Impervious","165928$3.37%165.9k","10.54%","64","17.75%","56.5",""
"Deadstrike","157282$3.19%157.3k","10.07%","65","19.12%","53.6",""
"Pemberstone","152832$3.10%152.8k","31.62%","-","18.90%","52.0",""
"Overbit","147751$3.00%147.8k","12.05%","63","17.40%","50.3",""
"Slybanana","138426$2.81%138.4k","9.63%","62","15.59%","47.1",""
"Chainguin","129335$2.62%129.3k","10.30%","66","16.95%","44.0",""
"Dankling","125655$2.55%125.7k","8.82%","61","14.90%","42.8",""
"Trii","106123$2.15%106.1k","12.52%","69","11.80%","36.1",""
"Kirilov","94205$1.91%94.2k","7.19%","65","11.68%","32.1",""
"Ultimecia","85634$1.74%85.6k","5.46%","-","6.39%","29.2",""
"Kagomi","85609$1.74%85.6k","8.69%","61","6.64%","29.2",""
"Dietolive","70601$1.43%70.6k","4.64%","-","4.90%","24.0",""
"Gonz","65362$1.33%65.4k","9.16%","67","4.07%","22.3",""
"Hoebowjoe","62918$1.28%62.9k","9.42%","66","5.01%","21.4",""
"Ghazan","57275$1.16%57.3k","12.13%","-","2.15%","19.5",""
"Jáx","54544$1.11%54.5k","4.44%","59","2.64%","18.6",""
"Wangcake","54404$1.10%54.4k","6.99%","-","2.67%","18.5",""
"Takanu","51353$1.04%51.4k","9.24%","-","1.38%","17.5",""
"Deyn","51187$1.04%51.2k","13.73%","65","2.70%","17.4",""
"Milku","49731$1.01%49.7k","6.92%","-","1.79%","16.9",""
"Cavander","49635$1.01%49.6k","15.05%","66","3.40%","16.9",""
"Dirtÿ","49531$1.00%49.5k","14.06%","64","3.30%","16.9",""
"Jiero","48704$0.99%48.7k","15.94%","-","1.58%","16.6",""
"Fossett","48612$0.99%48.6k","5.05%","-","2.32%","16.6",""
"Valara","48540$0.98%48.5k","13.69%","66","1.32%","16.5",""
"Necrohealya","47696$0.97%47.7k","7.66%","-","1.52%","16.2",""
"Pythagorean","46737$0.95%46.7k","3.91%","67","1.13%","15.9",""
"Eighchbar","45516$0.92%45.5k","6.08%","-","1.56%","15.5",""
"Tazdink","43196$0.88%43.2k","8.03%","-","2.45%","14.7",""
"Slecht","41834$0.85%41.8k","10.31%","64","1.58%","14.2",""
"Enders","38972$0.79%39.0k","10.66%","66","1.59%","13.3",""
"Mogs","36663$0.74%36.7k","9.60%","63","1.51%","12.5",""
"Claudiu","29951$0.61%30.0k","10.88%","65","0.89%","10.2",""
"Urumettu","29499$0.60%29.5k","18.68%","67","0.63%","10.0",""
