"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1320414$10.85%1.32m","53.97%","-","44.80%","262.6",""
"Pemberstone","1234747$10.14%1.23m","59.40%","-","42.16%","245.5",""
"Garglegop","649652$5.34%649.7k","49.95%","-","26.16%","129.2",""
"Bandakar","619584$5.09%619.6k","49.42%","-","26.60%","123.2",""
"Mortifier","501100$4.12%501.1k","59.43%","-","29.68%","99.6",""
"Ultimecia","448382$3.68%448.4k","50.86%","-","15.84%","89.2",""
"Dohvyk","426444$3.50%426.4k","33.73%","-","17.75%","84.8",""
"Akecheta","393458$3.23%393.5k","32.51%","-","16.92%","78.2",""
"Dietolive","392334$3.22%392.3k","51.06%","-","13.37%","78.0",""
"Decimous","351349$2.89%351.3k","41.15%","-","17.74%","69.9",""
"Hercalees","335644$2.76%335.6k","27.66%","-","12.08%","66.7",""
"Deadstrike","295505$2.43%295.5k","19.44%","-","11.98%","58.8",""
"Johnnylol","289613$2.38%289.6k","21.61%","-","12.33%","57.6",""
"Furckinstein","284313$2.34%284.3k","31.42%","-","11.37%","56.5",""
"Renke","274510$2.26%274.5k","29.27%","-","10.20%","54.6",""
"Melow","266331$2.19%266.3k","17.57%","-","9.26%","53.0",""
"Duhd","261898$2.15%261.9k","10.83%","-","12.55%","52.1",""
"Nimda","260993$2.14%261.0k","21.15%","-","8.99%","51.9",""
"Tauraheim","237340$1.95%237.3k","19.32%","74","9.62%","47.2",""
"Thoominn","234274$1.92%234.3k","22.38%","-","8.43%","46.6",""
"Seadub","220625$1.81%220.6k","12.50%","-","8.79%","43.9",""
"Deyn","193589$1.59%193.6k","13.57%","-","9.83%","38.5",""
"Gaunz","183034$1.50%183.0k","15.82%","-","9.46%","36.4",""
"Necrohealya","171889$1.41%171.9k","11.94%","-","8.78%","34.2",""
"Shamallama","169280$1.39%169.3k","23.41%","-","9.00%","33.7",""
"Slecht","162769$1.34%162.8k","12.93%","71","8.40%","32.4",""
"Lumieux","160314$1.32%160.3k","13.59%","-","8.07%","31.9",""
"Parisshelton","158166$1.30%158.2k","12.32%","-","7.08%","31.5",""
"Drgupta","155714$1.28%155.7k","17.16%","-","6.83%","31.0",""
"Wangcake","155085$1.27%155.1k","12.02%","77","6.79%","30.8",""
"Pythagorean","149002$1.22%149.0k","11.31%","-","6.93%","29.6",""
"Ghazan","144270$1.19%144.3k","22.66%","-","8.90%","28.7",""
"Jiero","141969$1.17%142.0k","22.77%","-","9.95%","28.2",""
"Milku","137848$1.13%137.8k","21.28%","-","9.13%","27.4",""
"Muja","136994$1.13%137.0k","14.50%","73","5.65%","27.2",""
"Eighchbar","131814$1.08%131.8k","13.66%","71","6.89%","26.2",""
"Hamhocks","130330$1.07%130.3k","12.24%","70","6.42%","25.9",""
"Irisviiel","128200$1.05%128.2k","26.28%","-","7.13%","25.5",""
"Urumettu","125084$1.03%125.1k","25.49%","-","7.77%","24.9",""
"Ishney","120006$0.99%120.0k","20.48%","-","10.15%","23.9",""
"Kasako","17901$0.15%17.9k","26.26%","65","0.00%","3.6",""
