"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"76","Funk","950704$4.73%950.7k","60","87","64.07%","312.6",""
"51","Flatzz","904128$4.49%904.1k","63","43","65.14%","297.3",""
"73","Dietolive","885606$4.40%885.6k","61","79","58.20%","291.2",""
"59","Changó","881303$4.38%881.3k","65","56","60.13%","289.8",""
"71","Ultimecia","832032$4.14%832.0k","64","65","59.41%","273.6",""
"59","Melven","825585$4.10%825.6k","61","67","50.82%","271.5",""
"44","Overbit","824380$4.10%824.4k","61","67","68.93%","271.1",""
"58","Trike","803558$3.99%803.6k","63","53","58.63%","264.2",""
"40","Deadstrike","787463$3.91%787.5k","61","62","63.92%","258.9",""
"58","Grimseeker","779046$3.87%779.0k","-","69","66.39%","256.2",""
"57","Valara","778391$3.87%778.4k","-","54","55.64%","255.9",""
"69","Cavander","747498$3.72%747.5k","62","71","55.69%","245.8",""
"54","Impervious","734299$3.65%734.3k","61","57","56.47%","241.5",""
"39","Trii","689236$3.43%689.2k","-","38","51.97%","226.6",""
"64","Jiero","684898$3.40%684.9k","-","52","67.37%","225.2",""
"39","Hoebowjoe","670426$3.33%670.4k","-","34","55.22%","220.4",""
"48","Kirilov","658504$3.27%658.5k","65","42","55.32%","216.5",""
"35","Saphex","657598$3.27%657.6k","61","42","50.16%","216.2",""
"74","Fossett","654487$3.25%654.5k","64","66","53.98%","215.2",""
"21","Chainguin","639366$3.18%639.4k","64","20","53.90%","210.2",""
"34","Crow","592619$2.95%592.6k","52","83","43.92%","194.9",""
"57","Mexius","586053$2.91%586.1k","64","51","50.78%","192.7",""
"72","Pemberstone","583928$2.90%583.9k","59","74","52.87%","192.0",""
"23","Dankling","562635$2.80%562.6k","57","53","54.09%","185.0",""
"15","Claudiu","501661$2.49%501.7k","-","15","40.42%","165.0",""
"17","Ishney","426407$2.12%426.4k","-","23","41.42%","140.2",""
"45","Mementomory","392776$1.95%392.8k","56","30","44.73%","129.2",""
"39","Bandakar","354978$1.76%355.0k","-","41","71.01%","116.7",""
"52","Crox","346043$1.72%346.0k","-","55","77.20%","113.8",""
"33","Darunor","281721$1.40%281.7k","-","34","60.55%","92.6",""
"84","Ghazan","36075$0.18%36.1k","63","85","4.12%","11.9",""
"95","Phugoid","28915$0.14%28.9k","-","95","4.44%","9.5",""
"56","Tazdink","26754$0.13%26.8k","-","56","3.29%","8.8",""
"91","Gonz","10175$0.05%10.2k","65","90","4.99%","3.3",""
"-","Pythagorean","316$0.00%316.0","62","-","0.00%","0.1",""
"-","Derka","144$0.00%144.0","65","-","0.00%","0.0",""
