"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","540175$11.24%540.2k","48.47%","-","52.56%","226.0",""
"Bandakar","421815$8.78%421.8k","43.08%","-","37.63%","176.5",""
"Pemberstone","399574$8.31%399.6k","52.13%","-","41.41%","167.1",""
"Mortifier","301728$6.28%301.7k","52.85%","-","34.30%","126.2",""
"Garglegop","245533$5.11%245.5k","31.04%","72","30.43%","102.7",""
"Flatzz","170458$3.55%170.5k","12.25%","-","20.50%","71.3",""
"Akecheta","165276$3.44%165.3k","8.31%","-","26.40%","69.1",""
"Dohvyk","153213$3.19%153.2k","5.81%","-","24.16%","64.1",""
"Furckinstein","132419$2.76%132.4k","13.59%","-","18.22%","55.4",""
"Synergy","117785$2.45%117.8k","8.78%","-","18.61%","49.3",""
"Renke","116760$2.43%116.8k","9.44%","-","15.10%","48.8",""
"Melow","116025$2.41%116.0k","9.33%","-","16.21%","48.5",""
"Johnnylol","115404$2.40%115.4k","12.70%","68","19.50%","48.3",""
"Nimda","113193$2.36%113.2k","8.58%","69","17.62%","47.4",""
"Deadstrike","110755$2.30%110.8k","12.49%","74","18.31%","46.3",""
"Sepitus","109694$2.28%109.7k","10.62%","-","15.99%","45.9",""
"Thoominn","108216$2.25%108.2k","5.17%","56","12.92%","45.3",""
"Gaunz","103145$2.15%103.1k","7.26%","73","11.41%","43.1",""
"Accessdenied","102592$2.13%102.6k","8.81%","72","20.71%","42.9",""
"Irisviiel","84632$1.76%84.6k","10.48%","77","6.75%","35.4",""
"Seadub","82111$1.71%82.1k","6.59%","72","7.91%","34.3",""
"Tauraheim","78090$1.62%78.1k","18.39%","72","7.00%","32.7",""
"Drgupta","75214$1.57%75.2k","10.19%","70","9.75%","31.5",""
"Ghazan","72343$1.51%72.3k","25.09%","-","6.54%","30.3",""
"Duhd","69384$1.44%69.4k","8.90%","74","7.60%","29.0",""
"Shamallama","67672$1.41%67.7k","9.15%","71","8.34%","28.3",""
"Pythagorean","57882$1.20%57.9k","10.32%","75","4.10%","24.2",""
"Lumieux","57836$1.20%57.8k","12.08%","68","5.09%","24.2",""
"Parisshelton","57650$1.20%57.7k","13.04%","-","5.63%","24.1",""
"Dieto","57562$1.20%57.6k","2.57%","-","5.57%","24.1",""
"Melven","54812$1.14%54.8k","10.57%","70","5.50%","22.9",""
"Slecht","52060$1.08%52.1k","8.25%","71","4.74%","21.8",""
"Ratshot","51813$1.08%51.8k","7.74%","68","4.96%","21.7",""
"Trolleficent","50660$1.05%50.7k","7.82%","66","2.59%","21.2",""
"Eighchbar","49991$1.04%50.0k","4.96%","71","4.11%","20.9",""
"Ishney","49732$1.03%49.7k","5.31%","73","5.08%","20.8",""
"Nanahanapan","44262$0.92%44.3k","8.20%","64","4.60%","18.5",""
"Muja","24851$0.52%24.9k","14.88%","-","1.79%","10.4",""
"Urumettu","23465$0.49%23.5k","10.33%","74","2.10%","9.8",""
