"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Mortifier","737326$13.09%737.3k","53.39%","-","41.98%","234.0",""
"Pemberstone","632699$11.23%632.7k","53.82%","-","37.87%","200.8",""
"Guliveris","416420$7.39%416.4k","49.22%","-","27.44%","132.2",""
"Flatzz","294485$5.23%294.5k","54.83%","-","25.17%","93.5",""
"Akecheta","205435$3.65%205.4k","20.23%","-","20.47%","65.2",""
"Furckinstein","189126$3.36%189.1k","21.06%","-","18.23%","60.0",""
"Dohvyk","164486$2.92%164.5k","21.76%","-","17.52%","52.2",""
"Changó","150698$2.68%150.7k","19.92%","-","13.61%","47.8",""
"Rexwalters","147808$2.62%147.8k","16.28%","-","15.70%","46.9",""
"Kirilov","135162$2.40%135.2k","15.29%","-","14.16%","42.9",""
"Pointed","133649$2.37%133.6k","14.44%","-","11.99%","42.4",""
"Hbar","124444$2.21%124.4k","8.58%","-","15.16%","39.5",""
"Urumettu","124243$2.21%124.2k","25.60%","-","13.58%","39.4",""
"Giacco","123112$2.19%123.1k","17.11%","-","11.94%","39.1",""
"Synergy","120621$2.14%120.6k","17.95%","-","11.24%","38.3",""
"Lexzie","115052$2.04%115.1k","14.47%","63","10.70%","36.5",""
"Duhd","108980$1.93%109.0k","18.17%","70","11.63%","34.6",""
"Razorgore the Untamed","107399$1.91%107.4k","-","-","2.33%","34.1",""
"Deadstrike","106291$1.89%106.3k","15.61%","-","10.82%","33.7",""
"Nimda","87921$1.56%87.9k","18.90%","-","10.52%","27.9",""
"Ghazan","87140$1.55%87.1k","23.65%","-","8.56%","27.7",""
"Jáx","84560$1.50%84.6k","11.95%","-","9.08%","26.8",""
"Gaunz","81750$1.45%81.8k","8.26%","71","6.93%","25.9",""
"Ultimecia","81538$1.45%81.5k","9.80%","-","8.42%","25.9",""
"Melven","72831$1.29%72.8k","6.73%","-","7.73%","23.1",""
"Kurtz","71705$1.27%71.7k","8.72%","-","7.83%","22.8",""
"Shamallama","71230$1.26%71.2k","10.76%","-","4.69%","22.6",""
"Slowz","70204$1.25%70.2k","9.88%","71","7.23%","22.3",""
"Drgupta","70203$1.25%70.2k","18.37%","68","4.91%","22.3",""
"Tauraheim","69843$1.24%69.8k","15.56%","-","5.69%","22.2",""
"Ugara","69654$1.24%69.7k","20.22%","-","6.30%","22.1",""
"Milku","68223$1.21%68.2k","16.52%","-","4.32%","21.7",""
"Necrohealya","66641$1.18%66.6k","13.50%","-","4.60%","21.1",""
"Parisshelton","65040$1.15%65.0k","14.25%","-","8.14%","20.6",""
"Lumieux","63896$1.13%63.9k","9.31%","-","5.58%","20.3",""
"Pythagorean","58364$1.04%58.4k","9.49%","-","4.07%","18.5",""
"Ishney","57292$1.02%57.3k","20.62%","-","5.23%","18.2",""
"Irisviiel","54841$0.97%54.8k","21.16%","-","4.64%","17.4",""
"Deyn","53962$0.96%54.0k","15.03%","70","4.60%","17.1",""
"Wangcake","50320$0.89%50.3k","6.89%","74","4.21%","16.0",""
"Slecht","38718$0.69%38.7k","9.92%","70","3.59%","12.3",""
