"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"44","Akecheta","1147578$4.48%1.15m","-","40","67.47%","291.9",""
"48","Flatzz","1142832$4.46%1.14m","-","48","69.74%","290.7",""
"37","Jáx","1105234$4.31%1.11m","-","57","51.97%","281.1",""
"52","Parisshelton","1098733$4.28%1.10m","-","55","58.41%","279.5",""
"39","Furckinstein","1096157$4.27%1.10m","67","33","68.29%","278.8",""
"52","Ultimecia","1079382$4.21%1.08m","-","44","61.13%","274.5",""
"37","Kirilov","1045651$4.08%1.05m","72","31","56.78%","266.0",""
"70","Dietolive","1041249$4.06%1.04m","-","65","57.56%","264.8",""
"51","Duhd","1030310$4.02%1.03m","-","60","52.57%","262.1",""
"59","Gaunz","1028875$4.01%1.03m","68","63","62.94%","261.7",""
"70","Jiero","997169$3.89%997.2k","-","76","63.03%","253.6",""
"48","Dirtÿ","995138$3.88%995.1k","72","36","51.66%","253.1",""
"44","Stankdik","955799$3.73%955.8k","67","55","50.67%","243.1",""
"31","Changó","925452$3.61%925.5k","-","24","65.92%","235.4",""
"30","Hoebowjoe","918328$3.58%918.3k","-","35","51.60%","233.6",""
"32","Danty","893391$3.48%893.4k","-","26","59.95%","227.2",""
"30","Deadstrike","878047$3.42%878.0k","-","38","56.41%","223.3",""
"40","Valara","855896$3.34%855.9k","-","42","45.65%","217.7",""
"67","Bandakar","822083$3.21%822.1k","-","63","77.33%","209.1",""
"24","Irisviiel","758749$2.96%758.7k","68","27","55.66%","193.0",""
"57","Ratshot","756506$2.95%756.5k","-","79","48.68%","192.4",""
"54","Guliveris","745337$2.91%745.3k","-","54","63.50%","189.6",""
"27","Ishney","743745$2.90%743.7k","-","28","65.95%","189.2",""
"42","Fossett","688864$2.69%688.9k","69","37","53.35%","175.2",""
"29","Seadub","593522$2.31%593.5k","69","27","42.13%","151.0",""
"68","Pemberstone","533712$2.08%533.7k","-","67","57.91%","135.7",""
"13","Dohvyk","533198$2.08%533.2k","-","11","61.21%","135.6",""
"35","Crox","496533$1.94%496.5k","-","31","71.83%","126.3",""
"61","Ghazan","294158$1.15%294.2k","-","59","22.86%","74.8",""
"94","Necrohealya","105390$0.41%105.4k","70","94","3.64%","26.8",""
"50","Daxis","61822$0.24%61.8k","64","82","4.83%","15.7",""
"85","Pythagorean","61600$0.24%61.6k","-","85","2.82%","15.7",""
"59","Pointed","53760$0.21%53.8k","64","85","4.68%","13.7",""
"81","Slecht","53462$0.21%53.5k","-","81","7.36%","13.6",""
"32","Trolleficent","41760$0.16%41.8k","63","56","4.75%","10.6",""
"95","Wangcake","19039$0.07%19.0k","70","95","0.74%","4.8",""
"85","Tazdink","16772$0.07%16.8k","-","85","1.67%","4.3",""
"-","Enders","14887$0.06%14.9k","-","-","0.00%","3.8",""
"80","Deyn","9144$0.04%9.1k","-","80","0.00%","2.3",""
"36","Milku","1845$0.01%1.8k","-","35","0.91%","0.5",""
"71","Kasako","809$0.00%809.0","63","82","0.00%","0.2",""
"39","Tauraheim","724$0.00%724.0","-","42","0.00%","0.2",""
"64","Grimtide","684$0.00%684.0","-","81","0.00%","0.2",""
"36","Eighchbar","500$0.00%500.0","-","35","0.00%","0.1",""
