"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"71","Deyn","549952$12.49%550.0k","38.27%","70","67","55.65%","238.3",""
"54","Shelton","488710$11.10%488.7k","47.09%","-","55","86.66%","211.8",""
"70","Wangcake","473504$10.75%473.5k","44.45%","71","68","76.99%","205.2",""
"71","Eighchbar","382553$8.69%382.6k","43.09%","-","70","75.60%","165.8",""
"68","Milku","352199$8.00%352.2k","50.82%","71","64","71.62%","152.6",""
"45","Tazdink","324530$7.37%324.5k","29.33%","-","43","41.78%","140.6",""
"58","Tauraheim","320963$7.29%321.0k","50.24%","71","53","73.90%","139.1",""
"50","Slecht","308643$7.01%308.6k","55.40%","69","50","69.80%","133.7",""
"31","Ghazan","266477$6.05%266.5k","32.40%","-","27","38.36%","115.5",""
"24","Necrohealya","233543$5.30%233.5k","55.88%","71","23","66.24%","101.2",""
"18","Enders","220744$5.01%220.7k","35.55%","-","16","32.68%","95.6",""
"9","Drgupta","185973$4.22%186.0k","41.83%","62","17","55.65%","80.6",""
"83","Bandakar","23893$0.54%23.9k","35.84%","-","84","63.42%","10.4",""
"84","Dryrun","23210$0.53%23.2k","2.75%","-","84","6.45%","10.1",""
"65","Fossett","21802$0.49%21.8k","38.79%","-","64","3.12%","9.4",""
"63","Dohvyk","21607$0.49%21.6k","40.87%","-","62","69.46%","9.4",""
"65","Akecheta","19548$0.44%19.5k","46.40%","-","66","70.39%","8.5",""
"66","Guliveris","19451$0.44%19.5k","47.55%","-","64","50.20%","8.4",""
"67","Jáx","16071$0.36%16.1k","-","-","68","4.03%","7.0",""
"80","Tumblebug","14930$0.34%14.9k","-","-","79","4.45%","6.5",""
"58","Dïrty","13194$0.30%13.2k","47.25%","63","58","56.89%","5.7",""
"48","Furckinstein","12557$0.29%12.6k","52.44%","68","45","57.57%","5.4",""
"78","Ultimecia","10841$0.25%10.8k","49.99%","-","76","0.72%","4.7",""
"81","Parisshelton","10659$0.24%10.7k","-","-","80","2.83%","4.6",""
"51","Flatzz","8925$0.20%8.9k","59.04%","-","48","45.84%","3.9",""
"61","Pemberstone","8367$0.19%8.4k","45.84%","-","63","3.82%","3.6",""
"40","Decimous","7927$0.18%7.9k","63.70%","-","38","48.10%","3.4",""
"78","Stankdik","7361$0.17%7.4k","23.53%","-","80","1.41%","3.2",""
"72","Kirilov","7271$0.17%7.3k","64.71%","-","68","18.95%","3.2",""
"71","Synergy","6925$0.16%6.9k","37.17%","-","74","4.64%","3.0",""
"80","Dietolive","6917$0.16%6.9k","18.49%","-","79","0.63%","3.0",""
"90","Irisviiel","6782$0.15%6.8k","-","-","89","1.29%","2.9",""
"96","Ishney","5673$0.13%5.7k","14.76%","73","95","1.38%","2.5",""
"60","Crox","5197$0.12%5.2k","32.84%","-","59","2.48%","2.3",""
"40","Duhd","4311$0.10%4.3k","-","70","39","1.13%","1.9",""
"56","Gaunz","3414$0.08%3.4k","12.01%","-","58","0.00%","1.5",""
"67","Seadub","3350$0.08%3.4k","71.02%","-","66","0.77%","1.5",""
"83","Jiero","2581$0.06%2.6k","-","-","82","0.56%","1.1",""
"52","Deadstrike","2257$0.05%2.3k","75.10%","-","56","5.20%","1.0",""
"51","Joepesci","1650$0.04%1.7k","42.45%","64","56","0.00%","0.7",""
