"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","792082$12.48%792.1k","45.83%","-","53.61%","231.7",""
"Crox","785526$12.37%785.5k","58.21%","-","60.56%","229.8",""
"Pemberstone","496500$7.82%496.5k","51.40%","-","37.91%","145.2",""
"Guliveris","415245$6.54%415.2k","45.08%","-","34.73%","121.5",""
"Furckinstein","284404$4.48%284.4k","18.30%","66","21.58%","83.2",""
"Akecheta","242980$3.83%243.0k","11.02%","-","20.57%","71.1",""
"Flatzz","229534$3.62%229.5k","13.28%","-","15.75%","67.1",""
"Leetwreck","226151$3.56%226.2k","8.56%","64","19.20%","66.1",""
"Changó","219713$3.46%219.7k","20.22%","67","20.13%","64.3",""
"Drtymilk","191094$3.01%191.1k","16.15%","60","17.70%","55.9",""
"Deadstrike","185713$2.93%185.7k","8.00%","68","20.08%","54.3",""
"Dohvyk","179245$2.82%179.2k","6.71%","60","16.56%","52.4",""
"Dankling","152008$2.39%152.0k","6.39%","64","15.11%","44.5",""
"Ultimecia","149892$2.36%149.9k","13.13%","70","7.96%","43.8",""
"Kirilov","109192$1.72%109.2k","12.57%","-","11.29%","31.9",""
"Ghazan","97270$1.53%97.3k","22.09%","69","5.87%","28.5",""
"Gaunz","96306$1.52%96.3k","10.82%","63","5.87%","28.2",""
"Wangcake","89597$1.41%89.6k","12.19%","69","4.36%","26.2",""
"Milku","88861$1.40%88.9k","12.64%","-","5.45%","26.0",""
"Eighchbar","82029$1.29%82.0k","8.26%","-","4.40%","24.0",""
"Deyn","81813$1.29%81.8k","14.56%","-","3.96%","23.9",""
"Sur","81270$1.28%81.3k","10.11%","-","5.28%","23.8",""
"Fossett","80662$1.27%80.7k","13.75%","67","6.42%","23.6",""
"Hoebowjoe","80122$1.26%80.1k","14.56%","67","4.28%","23.4",""
"Seadub","71174$1.12%71.2k","5.36%","54","4.03%","20.8",""
"Jiero","70779$1.11%70.8k","18.31%","-","4.44%","20.7",""
"Valara","69155$1.09%69.2k","10.58%","67","3.73%","20.2",""
"Duhd","68725$1.08%68.7k","11.88%","62","3.19%","20.1",""
"Daxis","67731$1.07%67.7k","7.49%","56","6.09%","19.8",""
"Enders","63801$1.00%63.8k","14.12%","68","2.67%","18.7",""
"Slecht","60961$0.96%61.0k","4.46%","65","2.36%","17.8",""
"Guki","59543$0.94%59.5k","13.44%","64","2.61%","17.4",""
"Shelton","59394$0.94%59.4k","7.46%","-","1.44%","17.4",""
"Necrohealya","57384$0.90%57.4k","10.15%","70","2.62%","16.8",""
"Parisshelton","56739$0.89%56.7k","11.42%","58","3.01%","16.6",""
"Pythagorean","49766$0.78%49.8k","11.86%","69","2.18%","14.6",""
"Urumettu","48704$0.77%48.7k","14.16%","67","2.56%","14.2",""
"Smitty","47499$0.75%47.5k","7.09%","56","1.71%","13.9",""
"Yunghelga","32114$0.51%32.1k","10.23%","60","1.24%","9.4",""
"Ishney","28128$0.44%28.1k","16.83%","69","1.45%","8.2",""
