"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"50","Impervious","945085$5.06%945.1k","64","58","69.16%","321.8",""
"42","Deadstrike","918360$4.92%918.4k","65","60","71.08%","312.7",""
"57","Ultimecia","850898$4.56%850.9k","-","78","64.75%","289.7",""
"39","Overbit","841880$4.51%841.9k","63","62","65.06%","286.7",""
"48","Hoebowjoe","825657$4.42%825.7k","66","62","55.51%","281.1",""
"61","Jiero","797221$4.27%797.2k","-","63","78.77%","271.5",""
"57","Valara","789920$4.23%789.9k","66","70","56.89%","269.0",""
"24","Chainguin","788224$4.22%788.2k","66","33","66.75%","268.4",""
"43","Dietolive","743189$3.98%743.2k","-","70","54.94%","253.1",""
"19","Flatzz","732113$3.92%732.1k","65","20","69.47%","249.3",""
"44","Dirtÿ","704534$3.78%704.5k","64","59","56.99%","239.9",""
"18","Dankling","698185$3.74%698.2k","61","47","69.30%","237.7",""
"25","Changó","692275$3.71%692.3k","-","19","60.48%","235.7",""
"34","Bandakar","662929$3.55%662.9k","-","28","74.41%","225.7",""
"47","Pemberstone","646008$3.46%646.0k","-","52","61.82%","220.0",""
"26","Urumettu","607304$3.25%607.3k","67","27","61.98%","206.8",""
"21","Kirilov","592077$3.17%592.1k","65","34","48.02%","201.6",""
"46","Cavander","555763$2.98%555.8k","66","61","41.40%","189.2",""
"51","Fossett","553415$2.97%553.4k","-","63","51.78%","188.4",""
"26","Trii","549096$2.94%549.1k","69","26","48.31%","187.0",""
"24","Kagomi","546831$2.93%546.8k","61","58","54.20%","186.2",""
"8","Slybanana","541846$2.90%541.8k","62","21","56.62%","184.5",""
"46","Mogs","535870$2.87%535.9k","63","74","47.23%","182.5",""
"47","Danty","484430$2.60%484.4k","-","56","68.31%","165.0",""
"21","Jáx","464190$2.49%464.2k","59","51","48.17%","158.1",""
"15","Claudiu","461865$2.48%461.9k","65","23","36.52%","157.3",""
"52","Crox","385319$2.06%385.3k","-","59","72.28%","131.2",""
"54","Ghazan","352262$1.89%352.3k","-","52","39.17%","119.9",""
"50","Darunor","336395$1.80%336.4k","-","52","59.74%","114.5",""
"95","Tazdink","22615$0.12%22.6k","-","95","2.78%","7.7",""
"-","Gonz","18273$0.10%18.3k","67","-","0.00%","6.2",""
"93","Pythagorean","5581$0.03%5.6k","67","93","0.00%","1.9",""
"93","Enders","5472$0.03%5.5k","66","93","0.56%","1.9",""
"-","Eighchbar","2539$0.01%2.5k","-","-","0.00%","0.9",""
"93","Necrohealya","1890$0.01%1.9k","-","93","0.61%","0.6",""
"85","Wangcake","1199$0.01%1.2k","-","85","0.00%","0.4",""
"-","Deyn","389$0.00%389.0","65","-","0.00%","0.1",""
"-","Milku","90$0.00%90.0","-","-","0.00%","0.0",""
"-","Slecht","17$0.00%17.0","64","-","0.00%","0.0",""
