"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","520074$10.67%520.1k","44.30%","-","50.75%","199.7",""
"Bandakar","450716$9.25%450.7k","51.70%","-","40.87%","173.0",""
"Pemberstone","383483$7.87%383.5k","54.34%","-","38.29%","147.2",""
"Garglegop","379744$7.79%379.7k","36.09%","-","35.90%","145.8",""
"Mortifier","351023$7.20%351.0k","57.40%","-","40.04%","134.8",""
"Akecheta","238166$4.89%238.2k","13.06%","-","24.83%","91.4",""
"Dohvyk","193268$3.97%193.3k","13.14%","-","23.89%","74.2",""
"Flatzz","175931$3.61%175.9k","21.55%","-","19.83%","67.5",""
"Renke","148787$3.05%148.8k","10.16%","-","17.08%","57.1",""
"Nimda","134382$2.76%134.4k","13.56%","68","17.77%","51.6",""
"Synergy","134140$2.75%134.1k","11.65%","-","19.16%","51.5",""
"Deadstrike","132757$2.72%132.8k","13.88%","72","17.94%","51.0",""
"Accessdenied","124784$2.56%124.8k","9.15%","-","15.58%","47.9",""
"Ultimecia","102226$2.10%102.2k","7.39%","75","10.54%","39.2",""
"Chrg","96473$1.98%96.5k","11.34%","64","8.62%","37.0",""
"Duhd","92418$1.90%92.4k","10.11%","-","7.92%","35.5",""
"Ghazan","88634$1.82%88.6k","15.09%","-","7.19%","34.0",""
"Dietolive","87956$1.80%88.0k","6.15%","72","7.52%","33.8",""
"Lumieux","85509$1.75%85.5k","4.80%","-","7.18%","32.8",""
"Irisviiel","74045$1.52%74.0k","18.21%","76","4.84%","28.4",""
"Tacomojo","67227$1.38%67.2k","12.80%","-","5.91%","25.8",""
"Drgupta","65628$1.35%65.6k","14.56%","68","5.60%","25.2",""
"Eighchbar","62708$1.29%62.7k","5.55%","71","4.95%","24.1",""
"Gonz","62448$1.28%62.4k","6.27%","69","5.91%","24.0",""
"Deyn","59510$1.22%59.5k","13.22%","74","5.37%","22.8",""
"Kurtz","56836$1.17%56.8k","13.59%","73","4.45%","21.8",""
"Shamallama","56236$1.15%56.2k","19.89%","69","4.69%","21.6",""
"Parisshelton","55772$1.14%55.8k","10.08%","74","4.55%","21.4",""
"Muja","51459$1.06%51.5k","9.46%","-","4.48%","19.8",""
"Furkinstine","50822$1.04%50.8k","9.68%","65","3.39%","19.5",""
"Melven","50404$1.03%50.4k","7.17%","70","4.62%","19.4",""
"Ugara","47982$0.98%48.0k","12.35%","74","4.83%","18.4",""
"Wangcake","43623$0.90%43.6k","10.73%","74","1.87%","16.7",""
"Slecht","42006$0.86%42.0k","10.99%","71","1.97%","16.1",""
"Pythagorean","41373$0.85%41.4k","15.75%","74","3.83%","15.9",""
"Urumettu","35772$0.73%35.8k","14.48%","73","1.98%","13.7",""
"Ishney","29035$0.60%29.0k","15.01%","-","2.06%","11.1",""
