"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"77","Dietolive","857928$5.06%857.9k","69","77","58.65%","327.5",""
"49","Flatzz","805896$4.76%805.9k","-","50","71.72%","307.6",""
"53","Parisshelton","792635$4.68%792.6k","-","57","60.14%","302.5",""
"62","Sur","789026$4.66%789.0k","68","64","73.35%","301.2",""
"48","Dankling","759202$4.48%759.2k","66","61","60.70%","289.8",""
"55","Dirtÿ","731998$4.32%732.0k","71","43","56.19%","279.4",""
"38","Deadstrike","729389$4.30%729.4k","69","39","65.91%","278.4",""
"47","Hoebowjoe","723760$4.27%723.8k","69","43","54.79%","276.3",""
"46","Duhd","722298$4.26%722.3k","64","66","58.90%","275.7",""
"48","Changó","711200$4.20%711.2k","-","40","65.28%","271.5",""
"33","Stankdik","706805$4.17%706.8k","66","45","63.90%","269.8",""
"60","Jiero","697466$4.12%697.5k","-","63","70.60%","266.2",""
"62","Valara","676011$3.99%676.0k","66","76","58.17%","258.0",""
"32","Buffymctank","663041$3.91%663.0k","64","37","69.02%","253.1",""
"48","Minuteman","590567$3.49%590.6k","67","55","42.83%","225.4",""
"38","Spicyhot","577884$3.41%577.9k","66","45","66.88%","220.6",""
"29","Dohvyk","572047$3.38%572.0k","-","45","58.46%","218.3",""
"26","Paskal","567454$3.35%567.5k","55","77","58.00%","216.6",""
"33","Tumblebug","542664$3.20%542.7k","65","48","47.98%","207.1",""
"59","Bandakar","480370$2.83%480.4k","-","53","78.93%","183.4",""
"31","Gaunz","479650$2.83%479.7k","66","44","53.21%","183.1",""
"26","Seadub","450258$2.66%450.3k","67","31","58.37%","171.9",""
"15","Irisviiel","432400$2.55%432.4k","-","48","55.21%","165.0",""
"49","Fossett","411854$2.43%411.9k","69","39","42.09%","157.2",""
"27","Furckinstein","408876$2.41%408.9k","67","23","58.75%","156.1",""
"60","Pemberstone","369599$2.18%369.6k","-","58","74.52%","141.1",""
"34","Guliveris","340622$2.01%340.6k","-","39","65.92%","130.0",""
"37","Ghazan","338720$2.00%338.7k","70","31","38.41%","129.3",""
"97","Ratshot","7353$0.04%7.4k","64","96","0.92%","2.8",""
"95","Shelton","4038$0.02%4.0k","66","95","1.21%","1.5",""
"-","Slecht","2112$0.01%2.1k","66","-","0.96%","0.8",""
"85","Yunghelga","1160$0.01%1.2k","64","86","0.00%","0.4",""
"95","Wangcake","542$0.00%542.0","71","95","0.00%","0.2",""
"-","Milku","488$0.00%488.0","-","-","0.00%","0.2",""
